,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
64776|SMARCA5,0.000000000000000039491202983426584828744006464075462880064807872651553033833023402089606641904808089539179669345490518794684532466674037647678915545895221383808917164891257847717218046985104422973404798990596324359553,Homo sapiens,SMARCA5,cr,K562,Erythroblast,Bone Marrow,1,SMARCA5
50398|MYB,0.000000000000000043321043293164578227816992290057491019938565837967413632524171156660043490178631963220825624238957823941425828869369181193465274484565215164903929190339567096641558437952955287461238053419189539368183,Homo sapiens,MYB,tf,Jurkat,T Lymphocyte,Blood,1,MYB
55393|SPI1,0.000000000000000046791340680042804857352333089672148211075085004256217227981273461214881953550116361793533546843877891562402255096510678251808321409089172799192705400516962869583016454616085178009684028147718591678459,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
49447|HIF1A,0.000000000000000072578352750888688314459043844026444142221541971320718910245951259935743874865321741126232220905328241763780669416916145472551066510496436503418366481130931007876140254291756756140148472983602817774765,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
9510|TFAP2C,0.000000000000000089577747978589271432128535229687732079651311674444017470184066595418824235223917901100631416857673104120133732709005630999981660775613984031127124828399220388510152902082126322352028661621467015695572,Homo sapiens,TFAP2C,predicted transcription factor,SKBR-3,None,Mammary Gland,1,TFAP2C
49482|ZNF92,0.000000000000000091422528773786497252817369901441565927562127768373468759993664204154466527273599847938963771997200856842420284611030785146928971608305999168658377572492362742974385204027275530582104493825653010353907,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
2809|PML,0.00000000000000010906765796326520733467581933243766666663585359662836192321826821627015409664924442401423234209221285501327751033548086721855199952834295898534512243335561079772873996103435908359817181687295714574679,Homo sapiens,PML,tf,UPR9,Promyelocytic cell,Bone Marrow,1,PML
37606|CBFB,0.00000000000000013019058220678066611882758024594900868503484739110561444992494112727467430967847352180799075236682267841188178580553975319808349596424676008559452391523534600911121597304523023871204888931239945725888,Homo sapiens,CBFB,predicted transcription factor,None,Hematopoietic Cell,None,0,CBFB
50412|KLF11,0.00000000000000014502383971349424030446983577601341294316315590635776756753107717788405208826208494357729141171346079750463321298574366522517016598361175840175472440921183580654033403789587958776253773872152250874676,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
37602|TCF12,0.00000000000000022255313847894381773223806823259016699290405377857489927092180038520298588282891382792681457484281375870342039411361170084265999549514386332120106883906978842163269751809893456723960076132235575125895,Homo sapiens,TCF12,tf,ME-1,Leukemia Cell,None,1,TCF12
4118|HDAC1,0.00000000000000023372730530890361298245329500735536126344699700068836744607946186493302011403800988978840818305883258897339797723441273175824356389164673433624778230660528263994028955663707186021575556281756841254395,Homo sapiens,HDAC1,cr,None,T Lymphocyte,Blood,1,HDAC1
37185|IRF5,0.00000000000000032379922611938649937705154818864570608727850576152598389523859480718922872454494618678182702585027939725151711222741748505749556331436341747895724949895086892793492035683315745692537034171335364813658,Homo sapiens,IRF5,tf,None,Monocyte,Blood,1,IRF5
45810|MXI1,0.00000000000000042942454457561027377471020435119721386194707628199517489987536414163591690160034268175367911679364885062423419518138036476088030012751578349535983887870164570120983837985949115104199003775763554961461,Homo sapiens,MXI1,tf,HepG2,Epithelium,Liver,1,MXI1
76403|RELB,0.00000000000000055041915391813056553143494881520560822687327050535759242326498896894556512171846604861402628240571443380385869439351638924733701558250397410630168926813373519756298275594934521694410699083415811064571,Homo sapiens,RELB,tf,GM12878,Lymphoblastoid,None,1,RELB
37619|RUNX1,0.00000000000000056415573920126783249974854979295965772668505017344097198653929908480631189240545392237062524354461634115180830854387205396920576397252760169500546143722274785304640559554477127133431026831111682654124,Homo sapiens,RUNX1,tf,ME-1,Leukemia Cell,None,1,RUNX1
76964|CNOT3,0.0000000000000009311625017667789313638570588797149358451777632139297757353615314472942022946171583986055056118866713402474175196395583692966927260276503112464740401133681563362308413547081616158798020225554655472411,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
65062|ZNF467,0.0000000000000010070493626923172595232047234360125722939508020160846849176474826449609373581390458326660439826268872420770807111163422531130130661299270306640364928383158695802259148097464248885013270740262120278329,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
37589|MYH11,0.000000000000001047310416739322976077320046841074025590802752861336770021371582622136931895095250302333936539764292848428389990779877060781590868507180494257387798649291966148177413052450833920495164294704019708243,Homo sapiens,MYH11,not sure,None,Hematopoietic Cell,None,0,MYH11
53300|RARA,0.000000000000001143860904465789001751674198586888331686319272464952777428743564156195044280018969601637444727140802971702416239078754964189604361451467699588954799070466107032087714756061444373413321328440793943717,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
69770|BRD4,0.0000000000000011715504578757905625059579919330086019021833348684044313557340542227756214013861993239235705311476594703054987537796515169332389172765065956879293361729417672188851974176788196860959934497919433029655,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1,BRD4
62715|TFAP4,0.0000000000000012586530388032173618882322725025971404386246881022927460709229999538803337190547987907618522237741965432849603335989928543447973900263665762817602928329268109743917998115519181679556276896435551410806,Homo sapiens,TFAP4,,HepG2,Epithelium,Liver,1,TFAP4
4543|SMARCA4,0.0000000000000015309709872607741945852795235097513962502850312700289578376922090618923123633092622139610708125453461939839419086608285355476461883907886519479635052748721921825589210093748733511148144309693341132107,Homo sapiens,SMARCA4,cr,None,Haematopoietic Progenitor Cell,Blood,1,SMARCA4
2467|RXRG,0.0000000000000024574935556082253293586934719539476293486874862675425091168606794458196338564464267773315786498517420706176933831412530187914561424417882012254948452711765384745868800696039288380843568614822560367659,Homo sapiens,RXRG,tf,NB4,Promyelocytic cell,Blood,1,RXRG
76585|SIX1,0.000000000000002629263657420820635131296276781874459583629387010384251554972969768444821768563223523573869377532826006931243381507155494008477615386901131413677306590346832041630600353975543119943904296509231636602,Homo sapiens,SIX1,other,None,Cortex,Kidney,1,SIX1
67685|ZBTB7A,3.0531133177191805e-15,Homo sapiens,ZBTB7A,predicted transcription factor,None,Erythroblast,None,0,ZBTB7A
2749|CREBBP,3.2751579226442118e-15,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
35291|BRDU,3.885780586188048e-15,Homo sapiens,BRDU,other,HeLa-S3,Epithelium,Cervix,1,BRDU
62841|SP3,4.496403249731884e-15,Homo sapiens,SP3,tf,HEK293,Epithelium,Embryonic Kidney,1,SP3
56053|ATF1,5.162537064506978e-15,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
62682|ZNF16,5.6066262743570405e-15,Homo sapiens,ZNF16,,HEK293,Epithelium,Embryonic Kidney,1,ZNF16
43669|TET3,6.661338147750939e-15,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
73701|KDM2B,7.716050021144838e-15,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
62818|ZFP3,7.93809462606987e-15,Homo sapiens,ZFP3,,HEK293,Epithelium,Embryonic Kidney,1,ZFP3
53959|ESR1,1.1324274851176597e-14,Homo sapiens,ESR1,tf,T47D,Epithelium,Mammary Gland,1,ESR1
62607|RAD21,1.27675647831893e-14,Homo sapiens,RAD21,not sure,HepG2,Epithelium,Liver,1,RAD21
63814|L3MBTL2,1.3655743202889425e-14,Homo sapiens,L3MBTL2,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,L3MBTL2
45949|IRF1,1.532107773982716e-14,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
64021|KLF13,1.5765166949677223e-14,Homo sapiens,KLF13,tf,K562,Erythroblast,Bone Marrow,1,KLF13
63582|ADNP,1.659783421814609e-14,Homo sapiens,ADNP,tf,K562,Erythroblast,Bone Marrow,1,ADNP
46269|YY1,1.659783421814609e-14,Homo sapiens,YY1,tf,K562,Erythroblast,Bone Marrow,1,YY1
73237|IKZF1,2.2315482794965646e-14,Homo sapiens,IKZF1,tf,None,B cell precursor,None,1,IKZF1
43050|BRD3,2.4646951146678475e-14,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
45895|CCNT2,2.8033131371785203e-14,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
46277|SIN3A,2.9753977059954195e-14,Homo sapiens,SIN3A,tf,K562,Erythroblast,Bone Marrow,1,SIN3A
65071|KLF12,3.0808688933348094e-14,Homo sapiens,KLF12,,HEK293,Epithelium,Embryonic Kidney,1,KLF12
1382|CTCF,3.863576125695545e-14,Homo sapiens,CTCF,tf,HepG2,Epithelium,Liver,1,CTCF
46266|ELF1,4.2243986086987206e-14,Homo sapiens,ELF1,tf,K562,Erythroblast,Bone Marrow,1,ELF1
71040|ZNF143,5.179190409876355e-14,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
43634|MED1,5.861977570020827e-14,Homo sapiens,MED1,predicted transcription factor,OCI-Ly1,B cell lymphoma,Bone Marrow,1,MED1
37110|HSF1,7.155387393709134e-14,Homo sapiens,HSF1,tf,NCI-H838,Epithelium,Lung,1,HSF1
47582|SMAD4,8.104628079763643e-14,Homo sapiens,SMAD4,predicted transcription factor,NCI-H441,Epithelium,Lung,1,SMAD4
50516|NIPBL,8.193445921733655e-14,Homo sapiens,NIPBL,not sure,Ramos,B Lymphocyte,None,1,NIPBL
45903|RCOR1,8.487655023259322e-14,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,RCOR1
37057|FLI1,8.659739592076221e-14,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
69866|CDK9,9.164891068280667e-14,Homo sapiens,CDK9,tf,None,Th1,None,1,CDK9
74642|TSC22D4,9.675593659608239e-14,Homo sapiens,TSC22D4,,HepG2,Epithelium,Liver,1,TSC22D4
5389|RELA,9.697798120100742e-14,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
44329|E2F1,1.0441647546599597e-13,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0,E2F1
33610|FAIRE,1.0563772079308364e-13,Homo sapiens,FAIRE,other,None,Endothelial Cell,Umbilical Vein,1,FAIRE
67720|CREB1,1.1390888232654106e-13,Homo sapiens,CREB1,tf,LNCaP,Epithelium,Prostate,1,CREB1
45876|TBL1XR1,1.1540768340978502e-13,Homo sapiens,TBL1XR1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,TBL1XR1
40334|MBD2,1.1901590823981678e-13,Homo sapiens,MBD2,cr,HeLa,Epithelium,Cervix,1,MBD2
62565|ZNF623,1.2156942119645464e-13,Homo sapiens,ZNF623,,HEK293,Epithelium,Embryonic Kidney,1,ZNF623
2094|NFYA,1.224020884649235e-13,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
37587|GATA2,1.2878587085651816e-13,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
64563|BCOR,1.290079154614432e-13,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,BCOR
56817|NR2F1,1.315059172668498e-13,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
65084|SP2,1.3278267374516872e-13,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
39352|GATA1,1.7819079545233762e-13,Homo sapiens,GATA1,tf,None,Erythroid Cell,None,1,GATA1
52638|NOTCH1,1.8857138073258284e-13,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,None,Haematopoietic Progenitor Cell,None,0,NOTCH1
45893|RFX5,2.0278223544778484e-13,Homo sapiens,RFX5,tf,K562,Erythroblast,Bone Marrow,1,RFX5
77366|TIAM1,2.216560268664125e-13,Homo sapiens,TIAM1,other,SW480,Epithelium,Colon,1,TIAM1
56113|AR,2.5263124925345437e-13,Homo sapiens,AR,tf,None,None,Prostate,1,AR
63208|GABPA,2.6556534749033744e-13,Homo sapiens,GABPA,tf,K562,Erythroblast,Bone Marrow,1,GABPA
59344|EBF1,2.7572388816565763e-13,Homo sapiens,EBF1,tf,MutuI,B Lymphocyte,None,1,EBF1
55645|ELL2,2.7911006839076435e-13,Homo sapiens,ELL2,predicted chromatin regulator,HCT-116,None,Colon,1,ELL2
55775|CTCFL,2.952083022478291e-13,Homo sapiens,CTCFL,predicted transcription factor,Delta47,None,None,1,CTCFL
72623|ETS1,3.039235529911366e-13,Homo sapiens,ETS1,tf,None,Endothelial Cell,Umbilical Vein,1,ETS1
64660|PBX2,3.109179580462751e-13,Homo sapiens,PBX2,tf,HepG2,Epithelium,Liver,1,PBX2
77299|TRIM25,3.158029393546258e-13,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
2095|NFYB,4.2288395007972213e-13,Homo sapiens,NFYB,tf,K562,Erythroblast,Bone Marrow,1,NFYB
45636|ELK1,5.19750908978267e-13,Homo sapiens,ELK1,tf,GM12878,B Lymphocyte,Blood,1,ELK1
68117|KDM1A,7.848721672587544e-13,Homo sapiens,KDM1A,cr,Kasumi-1,Myeloblast,Blood,1,KDM1A
64987|RFX1,9.061085215478215e-13,Homo sapiens,RFX1,tf,K562,Erythroblast,Bone Marrow,1,RFX1
45890|HCFC1,1.0144662887512368e-12,Homo sapiens,HCFC1,tf,K562,Erythroblast,Bone Marrow,1,HCFC1
45638|CHD2,1.1151635170847385e-12,Homo sapiens,CHD2,cr,GM12878,B Lymphocyte,Blood,1,CHD2
63793|RAD51,1.2438938767900254e-12,Homo sapiens,RAD51,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,RAD51
77537|REL,1.2547185512801207e-12,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
45880|JUND,1.3225531780847177e-12,Homo sapiens,JUND,tf,K562,Erythroblast,Bone Marrow,1,JUND
33566|PR,1.3505307983052717e-12,Homo sapiens,PR,predicted transcription factor,T47D,Epithelium,Mammary Gland,0,PR
70762|HDAC4,1.4814816040598089e-12,Homo sapiens,HDAC4,cr,MM1.S,B Lymphocyte,Blood,1,HDAC4
45940|SMARCB1,1.513567049471476e-12,Homo sapiens,SMARCB1,cr,K562,Erythroblast,Bone Marrow,1,SMARCB1
45881|TBP,1.5479284520836245e-12,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1,TBP
44228|TP63,1.5687451337953462e-12,Homo sapiens,TP63,predicted transcription factor,TT,None,Thyroid,1,TP63
55576|PAX5,1.6193713037182533e-12,Homo sapiens,PAX5,tf,None,B Lymphocyte,None,1,PAX5
4631|KAT5,1.6316947792915926e-12,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
63023|PRPF4,1.6420753645718378e-12,Homo sapiens,PRPF4,,K562,Erythroblast,Bone Marrow,1,PRPF4
62937|ZBTB40,1.781408354162295e-12,Homo sapiens,ZBTB40,,GM12878,B Lymphocyte,Blood,1,ZBTB40
63155|GABP,1.9561019470870633e-12,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
64798|CREM,1.9652057758889896e-12,Homo sapiens,CREM,tf,HepG2,Epithelium,Liver,1,CREM
51595|SRF,2.3748780719756724e-12,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
40164|RUNX1T1,2.410294186461215e-12,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
52089|TP53,2.4573676427053215e-12,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
8781|KDM5C,2.4728552538988424e-12,Homo sapiens,KDM5C,cr,K562,Erythroblast,Bone Marrow,0,KDM5C
4403|KAT8,2.4980573165578335e-12,Homo sapiens,KAT8,cr,None,T Lymphocyte,Blood,1,KAT8
52960|NR3C1,2.5210389331675742e-12,Homo sapiens,NR3C1,tf,Nalm6,B cell precursor,Blood,1,NR3C1
48353|PRKDC,2.884859018337238e-12,Homo sapiens,PRKDC,other,None,Fibroblast,None,1,PRKDC
63318|NR2F2,3.29758442774164e-12,Homo sapiens,NR2F2,tf,None,None,Liver,1,NR2F2
64303|E2F5,3.4917069235973486e-12,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
39359|SMAD3,3.6128877667351844e-12,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
76529|MBTD1,3.623157329712967e-12,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
70759|OGT,3.804456749634255e-12,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
50381|NFE2,4.160893851690162e-12,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1,NFE2
47273|KDM5B,4.703570866126938e-12,Homo sapiens,KDM5B,cr,T47D,Epithelium,Mammary Gland,1,KDM5B
63295|ZNF335,4.7045145556978696e-12,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
45606|FOS,4.9998893913993925e-12,Homo sapiens,FOS,tf,GM12878,B Lymphocyte,Blood,1,FOS
64373|ZNF740,5.1103565823495956e-12,Homo sapiens,ZNF740,,K562,Erythroblast,Bone Marrow,1,ZNF740
64866|ZFX,5.290823335002415e-12,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
49617|RARG,5.537015290713043e-12,Homo sapiens,RARG,tf,MCF-7,Epithelium,Breast,1,RARG
35525|NCOR2,5.618006060359448e-12,Homo sapiens,NCOR2,cr,OCI-Ly1,B cell lymphoma,Bone Marrow,1,NCOR2
64394|NR2C2,5.855482765326769e-12,Homo sapiens,NR2C2,tf,K562,Erythroblast,Bone Marrow,1,NR2C2
7301|ATF3,5.9758864523473676e-12,Homo sapiens,ATF3,predicted transcription factor,HepG2,Epithelium,Liver,1,ATF3
45609|IRF3,6.01219074525261e-12,Homo sapiens,IRF3,tf,GM12878,B Lymphocyte,Blood,1,IRF3
46333|FOXP2,6.544820241316529e-12,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
48341|SNAI2,6.703637644989158e-12,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
64291|ZBTB11,6.7483796328815515e-12,Homo sapiens,ZBTB11,,K562,Erythroblast,Bone Marrow,1,ZBTB11
49036|ERCC6,6.7606475973036595e-12,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
7341|HEY1,7.731759676943284e-12,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
63407|POLR2AphosphoS5,8.015255126281318e-12,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1,POLR2AphosphoS5
1449|HNF4A,8.240796933733918e-12,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
65019|ZNF18,8.297695863745957e-12,Homo sapiens,ZNF18,,HEK293,Epithelium,Embryonic Kidney,1,ZNF18
77450|NFKB2,8.614053914612896e-12,Homo sapiens,NFKB2,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB2
46235|HDAC2,8.689160502228788e-12,Homo sapiens,HDAC2,cr,HepG2,Epithelium,Liver,1,HDAC2
42217|STAT3,9.800826816785957e-12,Homo sapiens,STAT3,tf,SU-DHL2,B Lymphocyte,None,1,STAT3
70761|HDAC3,9.80404646355737e-12,Homo sapiens,HDAC3,cr,MM1.S,B Lymphocyte,Blood,1,HDAC3
55290|5HMC,1.0409839656944087e-11,Homo sapiens,5HMC,other,BicR,Epithelium,Prostate,1,5HMC
37596|TAL1,1.122468784586772e-11,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
41743|SUMO2,1.1348866291172044e-11,Homo sapiens,SUMO2,other,HEK293,Epithelium,Embryonic Kidney,1,SUMO2
1222|TRRAP,1.3493262063235534e-11,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
45615|CUX1,1.402844507225609e-11,Homo sapiens,CUX1,tf,GM12878,B Lymphocyte,Blood,1,CUX1
39656|NCOR1,1.493616341718962e-11,Homo sapiens,NCOR1,cr,LS180,Epithelium,Colon,1,NCOR1
38173|SND1,1.5102308292824773e-11,Homo sapiens,SND1,tf,Mutu III,B Lymphocyte,None,1,SND1
65141|ZNF320,1.5495493776995772e-11,Homo sapiens,ZNF320,,HEK293,Epithelium,Embryonic Kidney,1,ZNF320
65118|ZNF768,1.871086618976392e-11,Homo sapiens,ZNF768,,HEK293,Epithelium,Embryonic Kidney,1,ZNF768
55543|RAG2,1.936667493041e-11,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
394|RBPJ,1.9829970998586077e-11,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
43063|JMJD6,2.0685120283303604e-11,Homo sapiens,JMJD6,cr,HEK293T,Epithelium,Embryonic Kidney,1,JMJD6
46242|RXRA,2.1530721650009355e-11,Homo sapiens,RXRA,tf,HepG2,Epithelium,Liver,1,RXRA
70927|SUPT5H,2.1926627180590685e-11,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1,SUPT5H
45690|BACH1,2.2898294371742622e-11,Homo sapiens,BACH1,tf,H1,Embryonic Stem Cell,Embryo,1,BACH1
72467|AFF4,2.310296398633227e-11,Homo sapiens,AFF4,tf,SEM,B cell precursor,None,1,AFF4
63464|MBD1_isoform1,2.3206159216471178e-11,Homo sapiens,MBD1_isoform1,,HepG2,Epithelium,Liver,1,MBD1_isoform1
76400|NFKB1,2.4607149651245663e-11,Homo sapiens,NFKB1,tf,GM12878,Lymphoblastoid,None,1,NFKB1
76527|EPC1,2.4938162646037654e-11,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
74644|HES1,2.5358437572009507e-11,Homo sapiens,HES1,tf,HepG2,Epithelium,Liver,1,HES1
40166|TCF7L1,2.5677515669286777e-11,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1,TCF7L1
69201|TRIM24,2.9984736915622534e-11,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
38831|KLF5,3.0437985465425754e-11,Homo sapiens,KLF5,tf,LoVo,None,Colon,1,KLF5
57110|EPO,3.3577196578704616e-11,Homo sapiens,EPO,not sure,RL95-2,None,Uterus,1,EPO
36077|MYOD1,3.378836099798832e-11,Homo sapiens,MYOD1,tf,None,None,Muscle,1,MYOD1
58506|WDR5,3.4470482024318017e-11,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
5882|PPARG,3.584449403959411e-11,Homo sapiens,PPARG,tf,THP-1,Monocyte,Blood,1,PPARG
64688|H2AFZ,3.775579848763755e-11,Homo sapiens,H2AFZ,,DOHH-2,None,None,1,H2AFZ
5517|ARNT,3.838418471957539e-11,Homo sapiens,ARNT,predicted transcription factor,786-O,Epithelium,Kidney,1,ARNT
55405|KMT2D,4.031253109104682e-11,Homo sapiens,KMT2D,cr,OCI-Ly7,B cell lymphoma,Blood,1,KMT2D
62931|ZNF341,4.131439634846856e-11,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
48625|SPIB,4.3315406816901714e-11,Homo sapiens,SPIB,tf,OCI-Ly3,B Lymphocyte,Bone Marrow,1,SPIB
45617|E2F4,4.348038595836101e-11,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1,E2F4
69618|STAG1,5.1322002203590955e-11,Homo sapiens,STAG1,not sure,None,Erythroid Cell,None,1,STAG1
77149|ZNF282,6.587275169778195e-11,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
73854|LMO1,6.772871152804782e-11,Homo sapiens,LMO1,not sure,Jurkat,T Lymphocyte,Blood,1,LMO1
38695|RBCK1,6.833239529768775e-11,Homo sapiens,RBCK1,tf,LoVo,None,Colon,1,RBCK1
62762|PKNOX1,7.176759186933168e-11,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
39920|ICE1,7.222134001949598e-11,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
71069|MBD3,7.322470407800097e-11,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
45228|KDM4A,7.830086579119211e-11,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
46283|MEF2A,7.971240334470053e-11,Homo sapiens,MEF2A,tf,K562,Erythroblast,Bone Marrow,1,MEF2A
64649|ZNF639,9.425116243022558e-11,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
45763|POLR3A,9.553352553481886e-11,Homo sapiens,POLR3A,tf,HeLa-S3,Epithelium,Cervix,1,POLR3A
1224|CCDC101,1.0138090367206587e-10,Homo sapiens,CCDC101,cr,HeLa,Epithelium,Cervix,1,CCDC101
45789|CEBPB,1.0991557664041807e-10,Homo sapiens,CEBPB,tf,HepG2,Epithelium,Liver,1,CEBPB
46302|SIX5,1.1772588459635358e-10,Homo sapiens,SIX5,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,SIX5
73715|KMT2A,1.2285733541617105e-10,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
43045|BRD2,1.2989559428078223e-10,Homo sapiens,BRD2,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD2
46239|HNF4G,1.4492396172016697e-10,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
74686|KLF10,1.573406405164235e-10,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1,KLF10
63127|MNT,1.694024920340098e-10,Homo sapiens,MNT,tf,HepG2,Epithelium,Liver,1,MNT
59004|JMJD1C,1.767090918036729e-10,Homo sapiens,JMJD1C,predicted chromatin regulator,NB4,Promyelocytic cell,Blood,1,JMJD1C
68103|CLOCK,1.8763446352210167e-10,Homo sapiens,CLOCK,tf,U2OS,None,Bone,1,CLOCK
76520|BPTF,2.0723922578014253e-10,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
58019|CHD1,2.170748580887505e-10,Homo sapiens,CHD1,predicted chromatin regulator,LNCaP,Epithelium,Prostate,1,CHD1
63920|HDGF,2.1720270027003608e-10,Homo sapiens,HDGF,,K562,Erythroblast,Bone Marrow,1,HDGF
62551|TFDP1,2.2153878731501209e-10,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
48623|IRF4,2.2419349710034453e-10,Homo sapiens,IRF4,predicted transcription factor,OCI-Ly3,B Lymphocyte,Bone Marrow,1,IRF4
76494|BRPF3,2.522091424594919e-10,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
74573|SPIN1,2.550092914610502e-10,Homo sapiens,SPIN1,other,T778,None,None,1,SPIN1
55491|STAT5,2.646769470260324e-10,Homo sapiens,STAT5,tf,MV4-11,Macrophage,Blood,1,STAT5
45901|GTF3C2,2.6943752784447383e-10,Homo sapiens,GTF3C2,tf,K562,Erythroblast,Bone Marrow,1,GTF3C2
39372|ETV1,3.1749303186501265e-10,Homo sapiens,ETV1,tf,LNCaP,Epithelium,Prostate,1,ETV1
46282|TAF1,3.325974495815842e-10,Homo sapiens,TAF1,tf,K562,Erythroblast,Bone Marrow,1,TAF1
63611|ZKSCAN8,3.3632036045005975e-10,Homo sapiens,ZKSCAN8,,K562,Erythroblast,Bone Marrow,1,ZKSCAN8
76813|NEUROG2,3.3666042176250244e-10,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
