,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
35719|SUMO1,3.481151478190725e-10,Homo sapiens,SUMO1,other,WI-38,Fibroblast,Lung,1,SUMO1
4593|STAT5B,3.504199708181943e-10,Homo sapiens,STAT5B,tf,None,Lymphocyte,Blood,0,STAT5B
40055|CDK7,4.020276334060213e-10,Homo sapiens,CDK7,predicted transcription factor,None,B Lymphocyte,Blood,1,CDK7
47435|REST,4.4177239644227484e-10,Homo sapiens,REST,tf,None,T Lymphocyte,Blood,1,REST
41287|STAT1,4.5941983550790155e-10,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
55669|PAF1,4.947073861671925e-10,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
65060|ZNF329,5.325568319669571e-10,Homo sapiens,ZNF329,,HEK293,Epithelium,Embryonic Kidney,1,ZNF329
2110|PRAME,5.451024076563726e-10,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
35658|PBX1,6.204459168657195e-10,Homo sapiens,PBX1,tf,MCF7-LTED,Epithelium,Mammary Gland,1,PBX1
2078|JUN,7.091296994055085e-10,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
74383|IL1B,7.205248619968074e-10,Homo sapiens,IL1B,other,MCF-7,None,Breast,0,IL1B
74688|GRHL3,8.159198316981531e-10,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
73987|CD34,8.22259038635309e-10,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
45620|SREBF1,8.243206117697355e-10,Homo sapiens,SREBF1,tf,GM12878,B Lymphocyte,Blood,1,SREBF1
48277|CEBPA,8.507994864181967e-10,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
70967|MED12,8.904896264816387e-10,Homo sapiens,MED12,predicted transcription factor,None,Progenitor Cells,None,1,MED12
71067|GATAD2B,9.682841750624505e-10,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
8397|NR1H2,9.804136946733877e-10,Homo sapiens,NR1H2,tf,THP-1,Monocyte,Blood,0,NR1H2
43095|CDK8,9.915066545573836e-10,Homo sapiens,CDK8,tf,MM1.S,B Lymphocyte,Blood,1,CDK8
63520|SUZ12,1.01655567297243e-09,Homo sapiens,SUZ12,cr,K562,Erythroblast,Bone Marrow,1,SUZ12
9319|SMC1A,1.0206419043257142e-09,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
44697|LANA,1.039232977451121e-09,Homo sapiens,LANA,other,None,Endothelial Cell,None,1,LANA
54625|NCAPG,1.0752431722771405e-09,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,NCAPG
62509|ZEB2,1.09823600213943e-09,Homo sapiens,ZEB2,,K562,Erythroblast,Bone Marrow,1,ZEB2
47100|CBFA2T3,1.1313590064787604e-09,Homo sapiens,CBFA2T3,tf,CAL-1,Dendritic Cell,None,1,CBFA2T3
9506|FOXK1,1.2618247002826877e-09,Homo sapiens,FOXK1,tf,HeLa,Epithelium,Cervix,1,FOXK1
45634|ZNF384,1.2974770147167192e-09,Homo sapiens,ZNF384,tf,GM12878,B Lymphocyte,Blood,1,ZNF384
76686|CCND2,1.4152138905210165e-09,Homo sapiens,CCND2,other,MM1.S,B Lymphocyte,Blood,1,CCND2
4418|KAT2B,1.4281986149278225e-09,Homo sapiens,KAT2B,predicted chromatin regulator,None,T Lymphocyte,Blood,1,KAT2B
63600|DDX20,1.5038592593441535e-09,Homo sapiens,DDX20,,K562,Erythroblast,Bone Marrow,1,DDX20
561|VDR,1.5072620929146296e-09,Homo sapiens,VDR,tf,GM10855,Lymphocyte,Blood,1,VDR
52171|PRDM11,1.60067353816018e-09,Homo sapiens,PRDM11,tf,U-2932,B Lymphocyte,None,0,PRDM11
63117|ZNF83,1.669148097516171e-09,Homo sapiens,ZNF83,tf,K562,Erythroblast,Bone Marrow,1,ZNF83
47088|EPAS1,1.6999613938750713e-09,Homo sapiens,EPAS1,tf,None,Macrophage,None,1,EPAS1
46121|PBX3,1.750141698231289e-09,Homo sapiens,PBX3,tf,GM12878,B Lymphocyte,Blood,1,PBX3
62705|ZNF24,1.7680217290205746e-09,Homo sapiens,ZNF24,,K562,Erythroblast,Bone Marrow,1,ZNF24
39572|BCL6,1.832742124729947e-09,Homo sapiens,BCL6,predicted transcription factor,OCI-Ly7,B cell lymphoma,Blood,1,BCL6
46090|FOXA1,1.975238306251015e-09,Homo sapiens,FOXA1,tf,ECC-1,Epithelium,Endometrium,1,FOXA1
65155|ZBTB48,2.146755440080028e-09,Homo sapiens,ZBTB48,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB48
76849|EBF3,2.165542634102735e-09,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
64800|BCL3,2.211313909761259e-09,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
63424|ZFP69B,2.3360778311776187e-09,Homo sapiens,ZFP69B,,HEK293,Epithelium,Embryonic Kidney,1,ZFP69B
77255|DPF1,2.4769837292382135e-09,Homo sapiens,DPF1,other,MCF-7,None,None,1,DPF1
76930|CD74,2.507741125867824e-09,Homo sapiens,CD74,other,None,B Lymphocyte,None,1,CD74
62639|RNF2,2.552010491818635e-09,Homo sapiens,RNF2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,RNF2
65192|ZBTB6,2.5679108839327114e-09,Homo sapiens,ZBTB6,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB6
64319|DPF2,2.6768137706412176e-09,Homo sapiens,DPF2,,K562,Erythroblast,Bone Marrow,1,DPF2
58809|MAF,2.6776686978813302e-09,Homo sapiens,MAF,tf,None,Th2,None,1,MAF
74357|NEUROD1,2.728921089101277e-09,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
74116|RUNX2,2.887958427955084e-09,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
64745|ZKSCAN1,2.9007959367888247e-09,Homo sapiens,ZKSCAN1,tf,K562,Erythroblast,Bone Marrow,1,ZKSCAN1
64705|YBX1,2.9973056259180453e-09,Homo sapiens,YBX1,tf,MCF-7,Epithelium,Breast,1,YBX1
41756|ZMYND11,3.3142680266884383e-09,Homo sapiens,ZMYND11,predicted chromatin regulator,U2OS,None,Bone,1,ZMYND11
46101|NFIC,3.826312433563572e-09,Homo sapiens,NFIC,tf,ECC-1,Epithelium,Endometrium,1,NFIC
69884|T,4.0059822681293156e-09,Homo sapiens,T,tf,None,Th1,None,1,T
76682|ASXL1,4.087288507648168e-09,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
63525|ZFP2,4.355675986555951e-09,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
1215|ELK4,5.0936358464426235e-09,Homo sapiens,ELK4,tf,HeLa-S3,Epithelium,Cervix,1,ELK4
65061|ZNF554,5.1310237170199e-09,Homo sapiens,ZNF554,,HEK293,Epithelium,Embryonic Kidney,1,ZNF554
65144|ZNF324,5.366140976015288e-09,Homo sapiens,ZNF324,,HEK293,Epithelium,Embryonic Kidney,1,ZNF324
48800|KLF4,5.39142919198099e-09,Homo sapiens,KLF4,tf,None,Keratinocyte,Foreskin,1,KLF4
42749|ARNTL,5.545933490225252e-09,Homo sapiens,ARNTL,predicted transcription factor,LoVo,None,Colon,1,ARNTL
52495|TCF21,5.564623983822514e-09,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
62579|TARDBP,6.1368931048022546e-09,Homo sapiens,TARDBP,,K562,Erythroblast,Bone Marrow,1,TARDBP
49267|BMI1,6.267672769677546e-09,Homo sapiens,BMI1,cr,293T-Rex,None,None,1,BMI1
42722|HOXA6,6.780200012546089e-09,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
73979|ZFP57,6.8924922436153224e-09,Homo sapiens,ZFP57,tf,293T,None,None,1,ZFP57
8800|SAP30,7.5740308469463e-09,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
63957|ZNF197,7.750840524956004e-09,Homo sapiens,ZNF197,,K562,Erythroblast,Bone Marrow,1,ZNF197
49467|598-SKD,7.812831936959697e-09,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
63743|FOXK2,8.095579540068343e-09,Homo sapiens,FOXK2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,FOXK2
64298|NFE2L2,8.18534168223195e-09,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
53253|FOXM1,8.231496650967784e-09,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
70093|TET2,8.888051850064471e-09,Homo sapiens,TET2,cr,293T,None,None,1,TET2
65146|ZBTB14,8.939610995906122e-09,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
64009|ZNF589,9.201061357266838e-09,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
65139|ZBTB42,9.216751417628899e-09,Homo sapiens,ZBTB42,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB42
77507|None,9.319588267775458e-09,Homo sapiens,None,None,None,Patient,None,0,None
55585|MEF2B,9.361226072091e-09,Homo sapiens,MEF2B,tf,None,B Lymphocyte,None,1,MEF2B
50897|MITF,9.869181583077591e-09,Homo sapiens,MITF,tf,6540 cells,Epithelium,None,1,MITF
2781|TRIM28,1.1518071274529973e-08,Homo sapiens,TRIM28,cr,U2OS,None,Bone,1,TRIM28
74659|ZBTB2,1.1617045214684651e-08,Homo sapiens,ZBTB2,tf,HepG2,Epithelium,Liver,1,ZBTB2
55466|NELFA,1.2342829980305225e-08,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0,NELFA
63537|ZNF692,1.2594997877979353e-08,Homo sapiens,ZNF692,,HEK293,Epithelium,Embryonic Kidney,1,ZNF692
74315|MLLT1,1.3235756601837068e-08,Homo sapiens,MLLT1,not sure,MV4;11,Acute myeloid leukemia,None,1,MLLT1
49276|ZBTB17,1.5831789101916627e-08,Homo sapiens,ZBTB17,tf,LS174T,Epithelium,Colon,1,ZBTB17
46288|BCLAF1,1.6489058618507357e-08,Homo sapiens,BCLAF1,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,BCLAF1
63077|FOSL1,1.6638961763959514e-08,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1,FOSL1
56978|GTF2B,1.6964564697463658e-08,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
62772|CDC5L,1.715662656387451e-08,Homo sapiens,CDC5L,not sure,K562,Erythroblast,Bone Marrow,1,CDC5L
62861|ZNF584,1.7244049632658687e-08,Homo sapiens,ZNF584,,K562,Erythroblast,Bone Marrow,1,ZNF584
38590|E2F7,1.799346383002387e-08,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
62880|SMARCE1,1.8871038343082347e-08,Homo sapiens,SMARCE1,,K562,Erythroblast,Bone Marrow,1,SMARCE1
40156|LMO2,1.907192292982529e-08,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,0,LMO2
62757|MTA2,2.0145997536857863e-08,Homo sapiens,MTA2,tf,K562,Erythroblast,Bone Marrow,1,MTA2
63354|CEBPZ,2.557771944244891e-08,Homo sapiens,CEBPZ,tf,GM12878,B Lymphocyte,Blood,1,CEBPZ
42762|GMEB2,2.5596039565645157e-08,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
65127|ZNF281,2.590116721101765e-08,Homo sapiens,ZNF281,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF281
36810|GREB1,2.798832182682176e-08,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
38827|FOXG1,2.840324597741528e-08,Homo sapiens,FOXG1,tf,LoVo,None,Colon,1,FOXG1
46280|STAT5A,2.8749187641619045e-08,Homo sapiens,STAT5A,tf,K562,Erythroblast,Bone Marrow,1,STAT5A
45920|HMGN3,2.9683404345615116e-08,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
63365|ZNF318,2.989106162587518e-08,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1,ZNF318
63952|ZNF641,2.9944804857962026e-08,Homo sapiens,ZNF641,,HEK293,Epithelium,Embryonic Kidney,1,ZNF641
38706|VEZF1,3.066192566514303e-08,Homo sapiens,VEZF1,tf,LoVo,None,Colon,1,VEZF1
64318|ETV4,3.387762176343401e-08,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
49448|EGLN2,3.4239068247288174e-08,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
45961|UBTF,3.527478453779764e-08,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
38585|TAF3,3.6789983004492655e-08,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
63936|YBX3,3.735373982349799e-08,Homo sapiens,YBX3,tf,K562,Erythroblast,Bone Marrow,1,YBX3
62981|ZBED1,4.14864486653066e-08,Homo sapiens,ZBED1,,GM12878,B Lymphocyte,Blood,1,ZBED1
64464|BCL11B,4.2319329152107343e-08,Homo sapiens,BCL11B,,HEK293,Epithelium,Embryonic Kidney,1,BCL11B
65120|ZBTB26,4.373241857535959e-08,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
68828|HEXIM1,4.466583786166822e-08,Homo sapiens,HEXIM1,other,A375,melanoma,None,1,HEXIM1
39577|BACH2,4.506889961231053e-08,Homo sapiens,BACH2,tf,OCI-Ly7,B cell lymphoma,Blood,1,BACH2
45919|ZMIZ1,4.5840350015868836e-08,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1,ZMIZ1
64278|ZNF592,4.852045154546403e-08,Homo sapiens,ZNF592,,MCF-7,Epithelium,Breast,1,ZNF592
77114|ZNF460,5.218238402493469e-08,Homo sapiens,ZNF460,tf,293T,None,None,1,ZNF460
74668|BATF,5.2493495328320705e-08,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
64879|ZBTB1,5.5090812300928604e-08,Homo sapiens,ZBTB1,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB1
50374|EZH1,5.707245664954286e-08,Homo sapiens,EZH1,cr,None,Proerythroblast,Fetal Liver,1,EZH1
38635|FOXD2,5.7729550861918e-08,Homo sapiens,FOXD2,tf,LoVo,None,Colon,1,FOXD2
1227|C17orf49,5.957609394702246e-08,Homo sapiens,C17orf49,cr,HeLa,Epithelium,Cervix,1,C17orf49
8448|TCF7L2,5.984373546708e-08,Homo sapiens,TCF7L2,tf,U937,None,Pleura,1,TCF7L2
77261|ZNF597,6.159372001324215e-08,Homo sapiens,ZNF597,tf,GM12878,B Lymphocyte,Blood,1,ZNF597
62946|ZNF766,6.409851688315982e-08,Homo sapiens,ZNF766,,K562,Erythroblast,Bone Marrow,1,ZNF766
45736|BRCA1,6.878179836800058e-08,Homo sapiens,BRCA1,predicted chromatin regulator,HeLa-S3,Epithelium,Cervix,1,BRCA1
43668|DPPA2,7.337018487207914e-08,Homo sapiens,DPPA2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,DPPA2
44144|PHF6,7.873882840181423e-08,Homo sapiens,PHF6,predicted chromatin regulator,Jurkat,T Lymphocyte,Blood,1,PHF6
37565|REPIN1,8.089024988722215e-08,Homo sapiens,REPIN1,predicted transcription factor,DLD-1,Epithelium,Colon,1,REPIN1
50971|TERF2,8.126265949037759e-08,Homo sapiens,TERF2,predicted chromatin regulator,WI-38,Fibroblast,Lung,1,TERF2
43676|CDK2,8.223688541253438e-08,Homo sapiens,CDK2,not sure,T47D-MTVL,Epithelium,Mammary Gland,0,CDK2
63902|ZXDB,8.367134984865743e-08,Homo sapiens,ZXDB,,HEK293,Epithelium,Embryonic Kidney,1,ZXDB
63449|DEAF1,8.888433078446667e-08,Homo sapiens,DEAF1,,K562,Erythroblast,Bone Marrow,1,DEAF1
8415|SMAD1,9.08363489426911e-08,Homo sapiens,SMAD1,predicted transcription factor,None,Haematopoietic Progenitor Cell,Blood,1,SMAD1
56849|KRAB,9.2040918386882e-08,Homo sapiens,KRAB,other,K562,Erythroblast,Bone Marrow,1,KRAB
64038|HBP1,9.650220145207555e-08,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
74648|ETV6,9.817852597571175e-08,Homo sapiens,ETV6,tf,GM12878,B Lymphocyte,Blood,1,ETV6
64442|ZSCAN20,9.842310533247911e-08,Homo sapiens,ZSCAN20,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN20
65119|PATZ1,1.0030019470530505e-07,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
64348|ZNF644,1.0193638139144312e-07,Homo sapiens,ZNF644,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF644
73849|MEN1,1.0240356346224999e-07,Homo sapiens,MEN1,tf,MCF-7,None,Breast,1,MEN1
38790|KLF3,1.0400722794123851e-07,Homo sapiens,KLF3,tf,LoVo,None,Colon,1,KLF3
64537|JUNB,1.0583616577575228e-07,Homo sapiens,JUNB,tf,K562,Erythroblast,Bone Marrow,1,JUNB
52788|CIITA,1.1396345100944671e-07,Homo sapiens,CIITA,predicted transcription factor,Raji,B Lymphocyte,Blood,1,CIITA
33220|NR5A2,1.1879912154011407e-07,Homo sapiens,NR5A2,tf,MCF-7,Epithelium,Breast,1,NR5A2
33679|GATA3,1.220551615888077e-07,Homo sapiens,GATA3,tf,None,Th1,None,1,GATA3
49481|RPE,1.285818074792111e-07,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
63679|ZNF423,1.292825884680049e-07,Homo sapiens,ZNF423,,HEK293,Epithelium,Embryonic Kidney,1,ZNF423
62529|ZNF175,1.3013468147526908e-07,Homo sapiens,ZNF175,,K562,Erythroblast,Bone Marrow,1,ZNF175
46195|TAF7,1.3067989496073906e-07,Homo sapiens,TAF7,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,TAF7
9216|POLR2B,1.4525341363036404e-07,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
76282|EHF,1.486448656384809e-07,Homo sapiens,EHF,tf,None,Epithelium,None,1,EHF
64673|ZNF707,1.49970159069035e-07,Homo sapiens,ZNF707,,HEK293,Epithelium,Embryonic Kidney,1,ZNF707
52054|HJURP,1.5263379432584046e-07,Homo sapiens,HJURP,predicted chromatin regulator,SW480,None,Colon,0,HJURP
43560|RING1,1.6132556129866416e-07,Homo sapiens,RING1,cr,None,Epithelium,Mammary Gland,1,RING1
35296|ORC1,1.7284271924822292e-07,Homo sapiens,ORC1,other,HeLa-S3,Epithelium,Cervix,1,ORC1
65140|ZNF263,1.7445137029392654e-07,Homo sapiens,ZNF263,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,0,ZNF263
63459|MTA3,1.9077971963321616e-07,Homo sapiens,MTA3,tf,MCF-7,Epithelium,Breast,1,MTA3
63302|NKRF,1.9145923801922038e-07,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
65049|MCM3,2.0144080697948041e-07,Homo sapiens,MCM3,,K562,Erythroblast,Bone Marrow,1,MCM3
62875|DNMT3B,2.1213464085345635e-07,Homo sapiens,DNMT3B,cr,HepG2,Epithelium,Liver,1,DNMT3B
76519|SETD1A,2.177244776691012e-07,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
1875|RBL2,2.2057089515969963e-07,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RBL2
38858|MECOM,2.235523370308634e-07,Homo sapiens,MECOM,tf,LoVo,None,Colon,1,MECOM
74649|TP73,2.33862029686005e-07,Homo sapiens,TP73,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,TP73
62659|NBN,2.4232149425928995e-07,Homo sapiens,NBN,tf,K562,Erythroblast,Bone Marrow,1,NBN
65153|ZSCAN22,2.5143981779995883e-07,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
45607|SREBF2,2.522960925177564e-07,Homo sapiens,SREBF2,tf,GM12878,B Lymphocyte,Blood,1,SREBF2
64010|KLF7,2.5394096375697117e-07,Homo sapiens,KLF7,,HEK293,Epithelium,Embryonic Kidney,1,KLF7
38761|RFX2,2.841109612017334e-07,Homo sapiens,RFX2,tf,LoVo,None,Colon,1,RFX2
63688|SMC3,3.09285934196879e-07,Homo sapiens,SMC3,predicted chromatin regulator,A549,Epithelium,Lung,1,SMC3
64046|HINFP,3.165451858411217e-07,Homo sapiens,HINFP,tf,K562,Erythroblast,Bone Marrow,1,HINFP
76518|ZBTB16,3.195915279641248e-07,Homo sapiens,ZBTB16,tf,None,Stromal Cell,None,1,ZBTB16
76413|PMEL,3.257328309858032e-07,Homo sapiens,PMEL,other,None,None,None,1,PMEL
41625|MAFK,3.400652839880003e-07,Homo sapiens,MAFK,tf,OCI-Ly7,B cell lymphoma,Blood,1,MAFK
65085|ZNF134,3.4084506050913177e-07,Homo sapiens,ZNF134,,HEK293,Epithelium,Embryonic Kidney,1,ZNF134
48755|CBX8,3.558688254079456e-07,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
50107|CHRM2,3.7409185366099607e-07,Homo sapiens,CHRM2,predicted chromatin regulator,U937,None,Pleura,1,CHRM2
46144|MEF2C,3.7710728351125766e-07,Homo sapiens,MEF2C,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,MEF2C
53493|SOX9,4.111520849892081e-07,Homo sapiens,SOX9,tf,HT29,Epithelium,Colon,1,SOX9
8482|KAT7,4.1381240517557316e-07,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
65063|ZNF574,4.31415504376087e-07,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
63719|ZC3H8,4.3921584802486535e-07,Homo sapiens,ZC3H8,tf,K562,Erythroblast,Bone Marrow,1,ZC3H8
5194|HMGN1,4.4108335894854633e-07,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
38084|SSRP1,4.4154119932526825e-07,Homo sapiens,SSRP1,cr,HT1080,None,Connective Tissue,1,SSRP1
63034|PRDM10,4.6902742362187055e-07,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
50376|EZH2,4.7369741812408606e-07,Homo sapiens,EZH2,cr,None,Proerythroblast,Fetal Liver,1,EZH2
4126|HDAC6,4.7568002925491015e-07,Homo sapiens,HDAC6,cr,None,T Lymphocyte,Blood,1,HDAC6
63822|GTF2E2,4.763405228591644e-07,Homo sapiens,GTF2E2,tf,K562,Erythroblast,Bone Marrow,1,GTF2E2
46139|ZEB1,4.855929667257897e-07,Homo sapiens,ZEB1,tf,GM12878,B Lymphocyte,Blood,1,ZEB1
43556|CBX6,4.872250236598319e-07,Homo sapiens,CBX6,cr,None,Epithelium,Mammary Gland,1,CBX6
42906|KMT2B,5.093030157610201e-07,Homo sapiens,KMT2B,cr,HCT-116,None,Colon,1,KMT2B
36230|TTF2,6.196751103915155e-07,Homo sapiens,TTF2,tf,HEK293,Epithelium,Embryonic Kidney,1,TTF2
64788|FOSL2,6.573060561398947e-07,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
49010|CPSF3L,6.889999831782845e-07,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
65108|OSR2,6.93312068644758e-07,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
41391|TEAD4,7.146751380693317e-07,Homo sapiens,TEAD4,tf,SNU216,Epithelium,None,1,TEAD4
1872|RB1,7.215748821787216e-07,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
50176|HIRA,7.313531927288786e-07,Homo sapiens,HIRA,predicted transcription factor,IMR90,Fibroblast,Lung,1,HIRA
56132|H2AFX,7.536616999925805e-07,Homo sapiens,H2AFX,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,H2AFX
64839|NONO,7.742963472057163e-07,Homo sapiens,NONO,,MCF-7,Epithelium,Breast,1,NONO
73966|ZNF257,8.025862462957001e-07,Homo sapiens,ZNF257,,293T,None,None,1,ZNF257
77146|ZNF284,8.22958563961862e-07,Homo sapiens,ZNF284,tf,293T,None,None,1,ZNF284
77263|NFIA,8.98717514408176e-07,Homo sapiens,NFIA,tf,K562,Erythroblast,Bone Marrow,1,NFIA
38718|GLI2,9.362979795368709e-07,Homo sapiens,GLI2,tf,LoVo,None,Colon,1,GLI2
64917|CBX1,9.734075275269483e-07,Homo sapiens,CBX1,cr,K562,Erythroblast,Bone Marrow,1,CBX1
63485|CSDE1,1.0422912803953466e-06,Homo sapiens,CSDE1,,K562,Erythroblast,Bone Marrow,1,CSDE1
77164|ZNF189,1.0908903843032114e-06,Homo sapiens,ZNF189,other,293T,None,None,1,ZNF189
42774|NFYC,1.198917578382197e-06,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
63580|ZNF239,1.1989718924909631e-06,Homo sapiens,ZNF239,,HEK293,Epithelium,Embryonic Kidney,1,ZNF239
42720|HOXA4,1.2355693613796959e-06,Homo sapiens,HOXA4,tf,LoVo,None,Colon,1,HOXA4
50434|ELK3,1.2669983074919955e-06,Homo sapiens,ELK3,tf,None,Endothelial Cell,Umbilical Vein,1,ELK3
38829|LYL1,1.3069259524600696e-06,Homo sapiens,LYL1,predicted transcription factor,LoVo,None,Colon,1,LYL1
45897|ARID3A,1.5054930299629454e-06,Homo sapiens,ARID3A,tf,K562,Erythroblast,Bone Marrow,1,ARID3A
43400|XBP1,1.533308619960927e-06,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
63377|ZSCAN5A,1.540705946989629e-06,Homo sapiens,ZSCAN5A,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN5A
43825|TERF1,1.6009544732131786e-06,Homo sapiens,TERF1,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,TERF1
38817|HOXA1,1.718279670992473e-06,Homo sapiens,HOXA1,tf,LoVo,None,Colon,1,HOXA1
65206|ZNF76,1.7474884456691875e-06,Homo sapiens,ZNF76,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ZNF76
54155|FOXP1,1.7796475996201266e-06,Homo sapiens,FOXP1,tf,OCI-Ly10,B Lymphocyte,Bone Marrow,1,FOXP1
63122|MBD1_isoform2,1.8020389773165668e-06,Homo sapiens,MBD1_isoform2,,HepG2,Epithelium,Liver,1,MBD1_isoform2
56010|CDK12,1.8127140300472355e-06,Homo sapiens,CDK12,tf,Jurkat,T Lymphocyte,Blood,1,CDK12
44224|SOX2,1.8714995128066292e-06,Homo sapiens,SOX2,tf,KYSE-70,Epithelium,None,1,SOX2
280|BRD7,1.8779588145112491e-06,Homo sapiens,BRD7,tf,BJ,Fibroblast,Skin,1,BRD7
65057|TGIF2,1.8815893675361295e-06,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
63825|GLIS2,1.906805895901531e-06,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
