,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
37604|CBFB,0.0000000000000000012298754387659611627604430743081553855052462184924467147782418067850604099005508107578058838904493618775521061497911386656758817731771721663797040325247667050184317188960685304032822995958696216695116,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
76529|MBTD1,0.0000000000000000012795491371395436049619206100299180087335106571307485987255761712528084983144541104275246743362711646280378142093557520145857634525026352210884326736424398652435084939356238067009871427830976974238209,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
37177|STAT4,0.0000000000000000016352708068291486368152298725982587181155161355233077113461760101088729421335864993608893144193038838227303646959909564952487384010562710576110317344314018989403236136654785956785674614544446392861767,Homo sapiens,STAT4,tf,None,Monocyte,Blood,1,STAT4
37608|MYH11,0.0000000000000000018293264694562236517600496396771338080649991658226648750203048585981170048787609951552612204238092542189853559695378164852097603229444482529748075931269140400206162431981802520832580692449063468876311,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
56053|ATF1,0.0000000000000000026616970158617225221906914019028386964472750120548127102093035621864110489487129218434276255427955734616430359421388026932398628110836261279493693181186384377747382258890150705185970818847277482178849,Homo sapiens,ATF1,tf,HepG2,Epithelium,Liver,1,ATF1
62715|TFAP4,0.0000000000000000028091917331130249217861540038154563235301173766746668875176008349854318768683779300992690827891236533775252626779293636105140969016624008981649188326902766884830654991302225662407517528042327171844787,Homo sapiens,TFAP4,,HepG2,Epithelium,Liver,1,TFAP4
64373|ZNF740,0.0000000000000000034778010823947740623032847099723584529949357994367702451803962553490570734891673465102465307794460540200817646412520184905544438148704917415881814483367390333856860367168920712847622029131510539141163,Homo sapiens,ZNF740,,K562,Erythroblast,Bone Marrow,1,ZNF740
73715|KMT2A,0.000000000000000003772729840544508574535332259295892440753626959165407854836849855526295557275340918504662515115764424944162225323680447802418498507777656884386338977133797917651576297434699570460351558410115483439233,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
71040|ZNF143,0.0000000000000000038343923738054616646858224100343779087195891926278748363222219978064027211923788913662413410856372086123155814154025991612622688978532891387457693648717573014734000774249736251963533836887474902266056,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
49949|KLF9,0.0000000000000000041921956929357115446465471725556480621956324053414763138049878401374511462853819746522092100290937170549276620944811639275830654205626122435301758091231739333125102711274149702764617175338654838394209,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
53298|SPI1,0.0000000000000000045533332787916686509368405927390090914775001357114266736430474412871726393334211667245764687309548054455278746950351648460118018180493302225219473149938140503947864654455638721568286783834225420691046,Homo sapiens,SPI1,predicted transcription factor,TSU-1621-MT,None,None,1,SPI1
46297|E2F6,0.000000000000000005305334819191617061942404488877037253734401240204765596539011966851844478754542683126548690987547186718761552429162262209456340245425198119340460187308778543211778603881082373808573015863330782836702,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,1,E2F6
37185|IRF5,0.0000000000000000055348704881509023469922655092529756136014159998174790211541106660543022505464702267550814405085218888549904235832548401842583014216643368596136059754573970135126186838406278297266344295434813908887832,Homo sapiens,IRF5,tf,None,Monocyte,Blood,1,IRF5
8789|PHF8,0.0000000000000000063301039557389010284506622591726222059571925878450401667423244559934416641048390062631296054519459264366069467953112090146346132822637592912881706304060622041619095516602117822121871207142945061920854,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1,PHF8
65110|SP4,0.0000000000000000063414244792863470316684972241611592703245012532062062268947854606003750569904344557467160141299393132984892377641881698417762863426216759152623322088240582949633516660288158723016970249404977948553211,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
45807|BHLHE40,0.0000000000000000073237207090402655350384808180579295062094731721157981958924519407060113614034163550711527281742489980533001516220622709403110668309874526193849127737501891068231494050322275548450009699763915718292027,Homo sapiens,BHLHE40,predicted transcription factor,HepG2,Epithelium,Liver,1,BHLHE40
4631|KAT5,0.0000000000000000086361578258513091658865472669665468949663335610612995738262505347329108242920781925623592529191121867800123994089606786845303421895197207567033827366224471324243122335805395665832104462617713461553443,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
63518|MTA2,0.000000000000000011242227444852452445334975861732091476340781573342697376892324846772833534193524036416364176243031957330122058677602064447519137227567724639936030809703604890888124448612976997394685698117068989158329,Homo sapiens,MTA2,tf,K562,Erythroblast,Bone Marrow,1,MTA2
64564|BCOR,0.000000000000000011398641752328627175766603819316328341534818386583850894196270415945579937469593466008756794426687561312493979049104162159990082337264301484081789577258374235759796958287226992342382553761204122727527,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,BCOR
46239|HNF4G,0.0000000000000000116974456642579962644579044276589070495340032694142139006056252885251255352987579256835659862633963705400866195803117292984366601061381610880191515918600385053620294900734528573956490286834443480729,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
63772|NR2F6,0.000000000000000011934672895866712667687996866336558233403685579961670378789851371870723252668698887145688676264675718555402140228357263218350166438456422328576307420420634929404767968894620012059029935475523188949326,Homo sapiens,NR2F6,tf,HepG2,Epithelium,Liver,1,NR2F6
76964|CNOT3,0.000000000000000012534934963398774115653190544545924893026816894097764153810260738473881763457575130227973826152635534248970934803595126546793323340685366390021859216011574192502851193933410060614048059444616915540279,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
56819|TFAP2A,0.000000000000000013105469434066232578467431707168695693414006648679828028059352705292679820518026158503070311038038892076800699872454106420530873421123007468008904146355904578451676691830386352291648756855248632132727,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
37596|TAL1,0.000000000000000015679010361698893962078419505958067141437622901395715310185589387938284377423878600682978353385719156377952350090637817923532764678134686180838468081890233450293373824634943914852811043930586754672677,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
77366|TIAM1,0.000000000000000015869284138793281928037318163895593062660089680000580410288303829037022248084106993297786712773584034631825254325684958449256763548988465524117455475196824792805290979693659340509786589319844377699627,Homo sapiens,TIAM1,other,SW480,Epithelium,Colon,1,TIAM1
7301|ATF3,0.000000000000000019540361864744006749854174251449563002769714956387978038709264231880745966399349916658814599447047771780286957971246057720837949028585334901046391569999836059304968983195397916172857655733468167019254,Homo sapiens,ATF3,predicted transcription factor,HepG2,Epithelium,Liver,1,ATF3
57115|LEF1,0.000000000000000021277035223000262427785436262578307080276891723152423118007960286390805983451713806984237082746006691600435271711717784348842745693263392755013633008609291477724436082697283559498439563223065998446826,Homo sapiens,LEF1,tf,RL95-2,None,Uterus,1,LEF1
58506|WDR5,0.000000000000000025360888641491561643162264433669591041387354860387780600016351220983042622143077368719348709865109231884163523255466566016469265996290035789082866759276354063692571406080288808770678385783697075916075,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
68119|KDM1A,0.000000000000000033773468921654050591756900944800783189281241665826809446065776940229117120722184676442402027133186396293789062643527616738012445768366108519145128010511946630297526272236889378043426337653559662615421,Homo sapiens,KDM1A,cr,SKNO-1,Myeloblast,Bone Marrow,1,KDM1A
45949|IRF1,0.000000000000000039839641782236974574619034777903669305910647320184702532193588542091761938890659504960577663226106605476263505703175382017143872485976991025958465596357258190092727309867571813151913006076952827932175,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
32899|RELA,0.000000000000000042189009889408687024096527936272332022452953307300988062256681721954630918546017306107378583085881959546047990908750611140686033180112488519749520125678745276872089845239426128894464512458534221670846,Homo sapiens,RELA,tf,None,Endothelial Cell,Umbilical Vein,1,RELA
4118|HDAC1,0.000000000000000048310026972528219735514355498807495574274772551630096419730805351808717963729485072257689769156031998540880470536269496895867089771259282666677497814864273721482693440644889061437467008970014481961246,Homo sapiens,HDAC1,cr,None,T Lymphocyte,Blood,1,HDAC1
64270|H2AFZ,0.00000000000000005043142279951849760954112258882982157962397206760053032594674325976339397355825453780456592331472919090928597527379572874485320637835407147612035885435410421910967536939938051843502667024562404765372,Homo sapiens,H2AFZ,,MM.1S,B Lymphoblast,Blood,1,H2AFZ
65197|KLF15,0.000000000000000076649173366993651898168679613993695344654394415240959038233644451302473372067144978599464952721541440345224847810713674757767797408659907124109577140897384235892881365866890322381151210967847184237845,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
68455|USF2,0.000000000000000084121856123485728798991858535152487009946539805166068802065169117819264134502428266251155234729691920613860533949352459424286938669749433078311108260256657489502216748897941546002162390906319156627786,Homo sapiens,USF2,tf,None,Erythroid Cell,None,0,USF2
51591|SRF,0.000000000000000084661944977581602999627694437686452983900449053269167083476229259715026828086144150809281793347385117211484007948273799926993689133154020297705993226072204919336506911339415362816216332995523083399865,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
76495|BRPF3,0.00000000000000011843302845778079429811659121123094365900931699612489491767844902357105887285419276513923013882495112067352480621680907090964394584700698714590966908636302010671995960512730202809914897892697719880058,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
65188|KLF1,0.000000000000000127059870709395884689362293674012989240337694487970063816913688280959408455578972951450974163319331539977199164941866030639158792174104614935078262565216430280584958594453376185637468184718748064933,Homo sapiens,KLF1,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,KLF1
45800|NR2C2,0.00000000000000013063366647706096875363577681674148030509882675667728111639366330155169182149484702046398058921559067619665509041659111269715595446824126310170214946742998623732142545761540860086403885369728719398628,Homo sapiens,NR2C2,tf,HepG2,Epithelium,Liver,1,NR2C2
35309|FLI1,0.00000000000000014505393607970892284439788807349682631556381829013379973966210808775454245522687385337276739816905399228750024422302878035403478331598005109230171684498338231742947793328335267696507876375076038090639,Homo sapiens,FLI1,tf,SKNO-1,Myeloblast,Bone Marrow,1,FLI1
39035|BRD4,0.0000000000000001595984222699569994728983769207638841386753755252454482878635004251355337183860358971554007185255757189254810087584673742353164994761291274735529014602394749513180904634224305777023937203498669216488,Homo sapiens,BRD4,cr,H2171,Epithelium,Lung,1,BRD4
63407|POLR2AphosphoS5,0.00000000000000017195239078917314507734034151762413180219823443808785981667156795404047724230017459706283830341068766029375185236873239959965332486961023118867832592749888285221335318022970588138919284471883418375243,Homo sapiens,POLR2AphosphoS5,,None,iPSC,None,1,POLR2AphosphoS5
62818|ZFP3,0.00000000000000017260617492493628492017553737906499254102332035547058020267314553736335597406689382547890617365468626985340634546122985662339431022985776458170741015513463031328975661335965213903956558857332349650717,Homo sapiens,ZFP3,,HEK293,Epithelium,Embryonic Kidney,1,ZFP3
48827|MBD2,0.00000000000000018609518065487327241667896354366900299735311435580636954616860114215832031341862831417775515165436090242917167146980278793750147191739924953316334038906489353139029084836758002818306184416625514225872,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
65018|ZNF18,0.00000000000000019893501647193888185809358744741981308986344925894168188120052788802131658220115486741036598139584999776953176601817219691269063602587407841104198220923936456659479699316631882448392120408014147257703,Homo sapiens,ZNF18,,HEK293,Epithelium,Embryonic Kidney,1,ZNF18
45890|HCFC1,0.00000000000000021735382207066651080439638575218010218906446582932835231661960519451456467123944036769379861250647929664142937695591179848773841031469776088146141119033858909651874929854967960895348380933997139175042,Homo sapiens,HCFC1,tf,K562,Erythroblast,Bone Marrow,1,HCFC1
65084|SP2,0.00000000000000022807234630018354648460823074779742454000676941930660901953701439951380980459035917560766106316584165728199326332747331597624513492880889916923332965779672964552131362388847445172923334052001406125463,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
56045|GABPA,0.00000000000000031280526204470198512395447444566671678228901889899792063444090707282712221750356181042154958072656622387820468910828760367501802121405086157879600691523243744277985358766652349252438336013852070049771,Homo sapiens,GABPA,tf,HepG2,Epithelium,Liver,1,GABPA
59344|EBF1,0.00000000000000034706842511901560839266140057968370314088376984340067160610213675254540277771477108953252336478774108415882072452033113735453381120453704507553784088811604086578771878191145836373837798375079212739264,Homo sapiens,EBF1,tf,MutuI,B Lymphocyte,None,1,EBF1
44316|E2F1,0.00000000000000043277942620135961287357830590212525982792054660217409295203469654504174850660052092823655330261586037386540956608488947836446725854977216737447587425402972811801901029070520000233751634852193143948589,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
49446|HIF1A,0.00000000000000044155955899793539360619743214349165218526609842938556434174290904797888071688479126716013747220655101320133037489856723051460843472192353838210630855650329933306210361855904836002915360616057914546505,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
7341|HEY1,0.00000000000000045717793800027141184947642543268779141179503863123847145131748892011173502287571479056971334658625805474341742706599600412381304636755713746071626082067496633814695214062351664261572163248204335489975,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
48755|CBX8,0.00000000000000047032094017117843124483176767429273074923972800825283515595517713925966429163917287858149962823727463370337646689988392767688376244626332859128594004125772784883173090995018374920668835819096850257748,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
69866|CDK9,0.00000000000000048236162237591897528783424628189880202119123397775461578498219242844626655088987982732072116310236746673850674806530474764001208499191821203664485735608620727221643010844026337830645951816493196389088,Homo sapiens,CDK9,tf,None,Th1,None,1,CDK9
62841|SP3,0.00000000000000048938071392461305177701214664683600705891443482631188953723953855998509928180824204483255155149512119992291247869712692013063071829852394035104913622538217237772247134298337261778231919634180569171192,Homo sapiens,SP3,tf,HEK293,Epithelium,Embryonic Kidney,1,SP3
2094|NFYA,0.00000000000000053895246671587637826700004883847397683984075348473430657618212280864159925605121125646558084832286913634661227318835735352403419497657219972618283468095538357142002371681330906003024138305872621505382,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
49036|ERCC6,0.00000000000000058695970151688980483787215895759076299325320937706329619480542997666259311571733660533502256267962736975450573472384785375964246103159185686733598842514177518293849071061474978719244124217608666508217,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
46226|YY1,0.00000000000000063679726081732581643826949774340336247986604336566133683964575399962354861382500116883918962507855606996397149702427097777933370129309207565513299092301823417910398778951901360286473312430122673505349,Homo sapiens,YY1,tf,HepG2,Epithelium,Liver,1,YY1
56817|NR2F1,0.00000000000000067949021271829854564973613933116074276282297544393187802709329919150778054983301489413803599563180655991802112892030007155148589837132708775250543191362707381750695073869475571377319275509350905987941,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
64866|ZFX,0.00000000000000084855920852881084579178986672400422916963712939941327085916760340616625688547222883711802303605793205446222631391382210471802926372634586154014517145100209400867020786834487433019298141299041040505607,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
65119|PATZ1,0.00000000000000088271467707345095008152923624813660682811106587801466612239851688493012917068663416696693297766371015133149169157245895603565304941863558921582221364674927745613278684907862439842752738124990457804868,Homo sapiens,PATZ1,tf,HEK293,Epithelium,Embryonic Kidney,1,PATZ1
63118|ZNF83,0.000000000000001028585583964867109159962583735628905063135217195635382751427624652327816480924450770336529365952281251792969446108354645448523285093060414960032407171993116409195585600159493943416900099161505067705,Homo sapiens,ZNF83,tf,K562,Erythroblast,Bone Marrow,1,ZNF83
77300|TRIM25,0.0000000000000012721290435192681571228475699420149198350124418206631855554263922407606972700747553537738873646156417027578877690980545173982700736136074445482118735919007706032916821391764840942469444594989237102654,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
62551|TFDP1,0.0000000000000013186227344904560309365435565749190512215334388865917070649464154054993316713250784459351495373799468447487733559161673075870021733827622525168912326164698884578346227447771266291512149301089589032669,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
37587|GATA2,0.0000000000000013249768859499279158176856702899802951767430981699547140948803006795688082411085782406334363499377819447709252808332449650933241129471869694877369423099311993453822540348706966373643857730536458470537,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
74202|BRD2,0.0000000000000017276526682354700442502104070589894656707120494869623363193042458573354265869347032268409129045995510589755016864491393520380047307214516121924898466661656875824601084261215102778108638943800332134555,Homo sapiens,BRD2,predicted chromatin regulator,None,None,Pontine,1,BRD2
65127|ZNF281,0.0000000000000018641095418047773129773481414669930130809746853693172864059711379188998429569479614388535261951879500082474287160590688794441558496735037573917062695634262203345470001964714689706074967804816338333772,Homo sapiens,ZNF281,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF281
46266|ELF1,0.0000000000000020006562486483018726451664348802937906435653581579408010402058839478292240303366536369025026171305808690359241651303533903388854193123265611785790576143216677903248187874718718570636656236506748607304,Homo sapiens,ELF1,tf,K562,Erythroblast,Bone Marrow,1,ELF1
68487|RBPJ,0.0000000000000022781818647891592259997780937318937847033502904633335541513925689839946337195951171224870686052561188781000550431690152378907984426197387393501560896775689874866684875809900799871524875683993586173548,Homo sapiens,RBPJ,tf,None,None,None,1,RBPJ
37602|TCF12,0.000000000000002762342687867101776627988082131001044935591298580307545009113292562948905193728052068466620722613764198602002425900465135347134774364371469890745839399684119331390314606783088210436625330633285154791,Homo sapiens,TCF12,tf,ME-1,Leukemia Cell,None,1,TCF12
46333|FOXP2,3.4416913763379853e-15,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
64303|E2F5,3.6637359812630166e-15,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
74688|GRHL3,4.3298697960381105e-15,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
70121|ASCL1,4.3298697960381105e-15,Homo sapiens,ASCL1,tf,NCI-H2107,None,None,1,ASCL1
63321|ELK1,4.3298697960381105e-15,Homo sapiens,ELK1,tf,K562,Erythroblast,Bone Marrow,1,ELK1
63957|ZNF197,4.718447854656915e-15,Homo sapiens,ZNF197,,K562,Erythroblast,Bone Marrow,1,ZNF197
37584|TBP,5.162537064506978e-15,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
53300|RARA,5.773159728050814e-15,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
55576|PAX5,5.773159728050814e-15,Homo sapiens,PAX5,tf,None,B Lymphocyte,None,1,PAX5
