,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
69615|CDK7,7.494005416219807e-15,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
37619|RUNX1,9.2148511043888e-15,Homo sapiens,RUNX1,tf,ME-1,Leukemia Cell,None,1,RUNX1
69201|TRIM24,1.0047518372857667e-14,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
37123|HSF1,1.1546319456101628e-14,Homo sapiens,HSF1,tf,NCI-H838,Epithelium,Lung,1,HSF1
45690|BACH1,1.27675647831893e-14,Homo sapiens,BACH1,tf,H1,Embryonic Stem Cell,Embryo,1,BACH1
77255|DPF1,1.27675647831893e-14,Homo sapiens,DPF1,other,MCF-7,None,None,1,DPF1
43050|BRD3,1.426636586643326e-14,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
72366|TCF4,1.4488410471358293e-14,Homo sapiens,TCF4,tf,Gen2.2,Plasmacytoid dendritic cell,None,1,TCF4
63068|ZBTB40,1.509903313490213e-14,Homo sapiens,ZBTB40,,K562,Erythroblast,Bone Marrow,1,ZBTB40
1203|CTCF,1.509903313490213e-14,Homo sapiens,CTCF,tf,HeLa,Epithelium,Cervix,1,CTCF
73987|CD34,1.532107773982716e-14,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
46108|TAF1,1.637578961322106e-14,Homo sapiens,TAF1,tf,GM12878,B Lymphocyte,Blood,1,TAF1
44877|5HMC,1.6486811915683575e-14,Homo sapiens,5HMC,other,None,Erythroid Cell,None,1,5HMC
64291|ZBTB11,2.0650148258027912e-14,Homo sapiens,ZBTB11,,K562,Erythroblast,Bone Marrow,1,ZBTB11
63793|RAD51,2.1038726316646716e-14,Homo sapiens,RAD51,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,RAD51
38831|KLF5,2.170486013142181e-14,Homo sapiens,KLF5,tf,LoVo,None,Colon,1,KLF5
55779|CTCFL,2.3814283878209608e-14,Homo sapiens,CTCFL,predicted transcription factor,Ovcar8,None,None,1,CTCFL
64648|ZNF639,2.403632848313464e-14,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
54086|ESR1,2.8255175976710234e-14,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
48354|PRKDC,2.914335439641036e-14,Homo sapiens,PRKDC,other,None,Fibroblast,None,1,PRKDC
49481|RPE,3.1030733538273125e-14,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
45606|FOS,3.291811268013589e-14,Homo sapiens,FOS,tf,GM12878,B Lymphocyte,Blood,1,FOS
45876|TBL1XR1,3.3362201889985954e-14,Homo sapiens,TBL1XR1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,TBL1XR1
76403|RELB,3.4583447217073626e-14,Homo sapiens,RELB,tf,GM12878,Lymphoblastoid,None,1,RELB
55669|PAF1,3.6137759451548845e-14,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
74686|KLF10,4.2243986086987206e-14,Homo sapiens,KLF10,tf,HepG2,Epithelium,Liver,1,KLF10
59004|JMJD1C,4.313216450668733e-14,Homo sapiens,JMJD1C,predicted chromatin regulator,NB4,Promyelocytic cell,Blood,1,JMJD1C
48997|AFF4,4.6074255521943996e-14,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
46235|HDAC2,5.795364188543317e-14,Homo sapiens,HDAC2,cr,HepG2,Epithelium,Liver,1,HDAC2
56978|GTF2B,6.34492458573277e-14,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
62594|RFX1,6.561418075534675e-14,Homo sapiens,RFX1,tf,K562,Erythroblast,Bone Marrow,1,RFX1
74357|NEUROD1,7.005507285384738e-14,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
43104|NOTCH1,7.194245199571014e-14,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
45940|SMARCB1,7.321920847402907e-14,Homo sapiens,SMARCB1,cr,K562,Erythroblast,Bone Marrow,1,SMARCB1
55543|RAG2,8.404388296412435e-14,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
50414|KLF11,8.681944052568724e-14,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
65071|KLF12,8.698597397938101e-14,Homo sapiens,KLF12,,HEK293,Epithelium,Embryonic Kidney,1,KLF12
63155|GABP,9.758860386455126e-14,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
70927|SUPT5H,1.0141887329950805e-13,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1,SUPT5H
64278|ZNF592,1.0208500711428314e-13,Homo sapiens,ZNF592,,MCF-7,Epithelium,Breast,1,ZNF592
46302|SIX5,1.0291767438275201e-13,Homo sapiens,SIX5,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,SIX5
65192|ZBTB6,1.0502709812953981e-13,Homo sapiens,ZBTB6,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB6
46277|SIN3A,1.0608181000293371e-13,Homo sapiens,SIN3A,tf,K562,Erythroblast,Bone Marrow,1,SIN3A
62530|ZNF175,1.2723155862204294e-13,Homo sapiens,ZNF175,,K562,Erythroblast,Bone Marrow,1,ZNF175
63441|ZNF24,1.3533618670180658e-13,Homo sapiens,ZNF24,,K562,Erythroblast,Bone Marrow,1,ZNF24
77117|ZNF445,1.3705703238997557e-13,Homo sapiens,ZNF445,tf,293T,None,None,1,ZNF445
64746|ZKSCAN1,1.5021317523178368e-13,Homo sapiens,ZKSCAN1,tf,K562,Erythroblast,Bone Marrow,1,ZKSCAN1
40166|TCF7L1,1.546540673302843e-13,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1,TCF7L1
56040|RAD21,1.557087792036782e-13,Homo sapiens,RAD21,not sure,HepG2,Epithelium,Liver,1,RAD21
7343|HNF4A,1.574296248918472e-13,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
76520|BPTF,2.0383694732117874e-13,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
50398|MYB,2.26929586233382e-13,Homo sapiens,MYB,tf,Jurkat,T Lymphocyte,Blood,1,MYB
33434|SMARCA4,2.3014923300479495e-13,Homo sapiens,SMARCA4,cr,None,B Lymphocyte,Blood,1,SMARCA4
55405|KMT2D,2.449707103835408e-13,Homo sapiens,KMT2D,cr,OCI-Ly7,B cell lymphoma,Blood,1,KMT2D
49482|ZNF92,2.5557334026871104e-13,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
46175|FOSL1,2.5768276401549883e-13,Homo sapiens,FOSL1,tf,H1,Embryonic Stem Cell,Embryo,1,FOSL1
64322|ZNF362,2.6739721548096895e-13,Homo sapiens,ZNF362,,HEK293,Epithelium,Embryonic Kidney,1,ZNF362
2748|CREBBP,2.6884050541298166e-13,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
62579|TARDBP,2.869371407143717e-13,Homo sapiens,TARDBP,,K562,Erythroblast,Bone Marrow,1,TARDBP
62681|ZNF16,2.99482660892636e-13,Homo sapiens,ZNF16,,HEK293,Epithelium,Embryonic Kidney,1,ZNF16
58019|CHD1,3.4505731605349865e-13,Homo sapiens,CHD1,predicted chromatin regulator,LNCaP,Epithelium,Prostate,1,CHD1
62869|ARNT,3.751443600208404e-13,Homo sapiens,ARNT,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ARNT
64914|BCL3,4.0717429428127616e-13,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
45903|RCOR1,4.1483483315118974e-13,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,RCOR1
8781|KDM5C,4.1905368064476534e-13,Homo sapiens,KDM5C,cr,K562,Erythroblast,Bone Marrow,0,KDM5C
57165|CDK8,4.3259840154519225e-13,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
45789|CEBPB,4.480860127387132e-13,Homo sapiens,CEBPB,tf,HepG2,Epithelium,Liver,1,CEBPB
2095|NFYB,4.52138326778595e-13,Homo sapiens,NFYB,tf,K562,Erythroblast,Bone Marrow,1,NFYB
62672|HES1,5.07260899951234e-13,Homo sapiens,HES1,tf,K562,Erythroblast,Bone Marrow,1,HES1
70731|FOXK1,5.322964291565313e-13,Homo sapiens,FOXK1,tf,HEK293,HEK 293 Cell Line,None,1,FOXK1
63600|DDX20,5.424549698318515e-13,Homo sapiens,DDX20,,K562,Erythroblast,Bone Marrow,1,DDX20
49467|598-SKD,5.562217353372034e-13,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
62909|NR2F2,5.823119764158946e-13,Homo sapiens,NR2F2,tf,None,None,Liver,1,NR2F2
64798|CREM,6.009637232295972e-13,Homo sapiens,CREM,tf,HepG2,Epithelium,Liver,1,CREM
45893|RFX5,6.223910276048628e-13,Homo sapiens,RFX5,tf,K562,Erythroblast,Bone Marrow,1,RFX5
46242|RXRA,6.391553952767026e-13,Homo sapiens,RXRA,tf,HepG2,Epithelium,Liver,1,RXRA
63365|ZNF318,6.679656827657254e-13,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1,ZNF318
63520|SUZ12,7.172040739078511e-13,Homo sapiens,SUZ12,cr,K562,Erythroblast,Bone Marrow,1,SUZ12
65062|ZNF467,7.18258785781245e-13,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
76528|EPC1,7.250311462314585e-13,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
42722|HOXA6,8.29558643999917e-13,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
52249|AR,8.306133558733109e-13,Homo sapiens,AR,tf,None,Granulosa cell,Ovary,1,AR
45638|CHD2,8.791856132006615e-13,Homo sapiens,CHD2,cr,GM12878,B Lymphocyte,Blood,1,CHD2
70759|OGT,9.086620345044594e-13,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
33611|FAIRE,9.439671266875393e-13,Homo sapiens,FAIRE,other,None,Endothelial Cell,Umbilical Vein,1,FAIRE
64008|ZNF589,9.631184738623233e-13,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
48334|SNAI2,9.82880443700651e-13,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0,SNAI2
64464|BCL11B,9.907075160242584e-13,Homo sapiens,BCL11B,,HEK293,Epithelium,Embryonic Kidney,1,BCL11B
62659|NBN,1.1248779685502086e-12,Homo sapiens,NBN,tf,K562,Erythroblast,Bone Marrow,1,NBN
68051|NFKB1,1.2025380691227383e-12,Homo sapiens,NFKB1,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB1
58809|MAF,1.290079154614432e-12,Homo sapiens,MAF,tf,None,Th2,None,1,MAF
4403|KAT8,1.3957168754075155e-12,Homo sapiens,KAT8,cr,None,T Lymphocyte,Blood,1,KAT8
45892|JUN,1.593447596093256e-12,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
46000|E2F4,1.8140489110862745e-12,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
43668|DPPA2,1.823652340249282e-12,Homo sapiens,DPPA2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,DPPA2
36077|MYOD1,1.8569035198368056e-12,Homo sapiens,MYOD1,tf,None,None,Muscle,1,MYOD1
41287|STAT1,2.004452159809489e-12,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
65156|ZSCAN22,2.236821838863534e-12,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
36821|KLF4,2.2580270986338746e-12,Homo sapiens,KLF4,tf,MCF-7,Epithelium,Breast,1,KLF4
64787|ZNF687,2.2851720515859597e-12,Homo sapiens,ZNF687,,MCF-7,Epithelium,Breast,1,ZNF687
64660|PBX2,2.4675261833806417e-12,Homo sapiens,PBX2,tf,HepG2,Epithelium,Liver,1,PBX2
55465|NELFA,2.4698576517323545e-12,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
65155|ZBTB48,2.4720225866303736e-12,Homo sapiens,ZBTB48,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB48
76813|NEUROG2,2.6971758160243553e-12,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
45895|CCNT2,2.728761661074941e-12,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
70093|TET2,2.9053981442928034e-12,Homo sapiens,TET2,cr,293T,None,None,1,TET2
50374|EZH1,2.9825586445042518e-12,Homo sapiens,EZH1,cr,None,Proerythroblast,Fetal Liver,1,EZH1
63765|ZNF414,3.249123192716752e-12,Homo sapiens,ZNF414,,HEK293,Epithelium,Embryonic Kidney,1,ZNF414
64186|MLLT1,3.344324817078359e-12,Homo sapiens,MLLT1,not sure,K562,Erythroblast,Bone Marrow,1,MLLT1
38173|SND1,3.4133806892100438e-12,Homo sapiens,SND1,tf,Mutu III,B Lymphocyte,None,1,SND1
53632|STAT5B,3.4462988018901797e-12,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,1,STAT5B
72382|SIX1,3.6579073103837345e-12,Homo sapiens,SIX1,other,None,Cortex,Embryonic Kidney,1,SIX1
67500|GATA3,3.679390125910231e-12,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
45607|SREBF2,3.846423179965086e-12,Homo sapiens,SREBF2,tf,GM12878,B Lymphocyte,Blood,1,SREBF2
2781|TRIM28,4.025613176139586e-12,Homo sapiens,TRIM28,cr,U2OS,None,Bone,1,TRIM28
52788|CIITA,4.066524894597023e-12,Homo sapiens,CIITA,predicted transcription factor,Raji,B Lymphocyte,Blood,1,CIITA
39656|NCOR1,4.290401367512686e-12,Homo sapiens,NCOR1,cr,LS180,Epithelium,Colon,1,NCOR1
1222|TRRAP,4.333700065473067e-12,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
8791|KDM5B,4.48741044323242e-12,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
2460|PML,4.585165580550665e-12,Homo sapiens,PML,tf,NB4,Promyelocytic cell,Blood,1,PML
561|VDR,4.709177492401295e-12,Homo sapiens,VDR,tf,GM10855,Lymphocyte,Blood,1,VDR
63920|HDGF,4.714950652129346e-12,Homo sapiens,HDGF,,K562,Erythroblast,Bone Marrow,1,HDGF
40164|RUNX1T1,4.7630788202468466e-12,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
34356|SUMO1,5.0126014450313505e-12,Homo sapiens,SUMO1,other,HeLa,Epithelium,Cervix,1,SUMO1
63295|ZNF335,5.202838160300871e-12,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF335
49617|RARG,5.269618075232074e-12,Homo sapiens,RARG,tf,MCF-7,Epithelium,Breast,1,RARG
7488|JUND,5.661471291773523e-12,Homo sapiens,JUND,tf,K562,Erythroblast,Bone Marrow,1,JUND
55344|SUMO2,5.914435607934365e-12,Homo sapiens,SUMO2,other,K562,Erythroblast,Bone Marrow,1,SUMO2
43669|TET3,6.285139075856705e-12,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
45608|NFE2,6.654843343056882e-12,Homo sapiens,NFE2,tf,GM12878,B Lymphocyte,Blood,1,NFE2
77536|REL,6.781630812469075e-12,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
38790|KLF3,6.9272920732998955e-12,Homo sapiens,KLF3,tf,LoVo,None,Colon,1,KLF3
38724|GMEB2,6.969091970177033e-12,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
42774|NFYC,7.543632385420551e-12,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
6710|SRC,7.745137864390017e-12,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
8788|KAT2B,8.416267682775924e-12,Homo sapiens,KAT2B,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,KAT2B
74838|JMJD6,8.629763570411342e-12,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
63822|GTF2E2,1.0152600982138438e-11,Homo sapiens,GTF2E2,tf,K562,Erythroblast,Bone Marrow,1,GTF2E2
48279|CEBPA,1.0502820835256443e-11,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
63537|ZNF692,1.0771994407576813e-11,Homo sapiens,ZNF692,,HEK293,Epithelium,Embryonic Kidney,1,ZNF692
47435|REST,1.0834222408107053e-11,Homo sapiens,REST,tf,None,T Lymphocyte,Blood,1,REST
33566|PR,1.2442602503881517e-11,Homo sapiens,PR,predicted transcription factor,T47D,Epithelium,Mammary Gland,0,PR
64317|ETV4,1.2972678486988798e-11,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
46230|CEBPD,1.3523349107202876e-11,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
8458|GATA1,1.3955503419538218e-11,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
63685|ZBTB8A,1.5512258144667612e-11,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
55645|ELL2,1.6600221197649034e-11,Homo sapiens,ELL2,predicted chromatin regulator,HCT-116,None,Colon,1,ELL2
63743|FOXK2,1.741862210025147e-11,Homo sapiens,FOXK2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,FOXK2
39914|ICE1,2.001054877354136e-11,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
62761|PKNOX1,2.1853241438662963e-11,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
69456|TP53,2.55306886742801e-11,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1,TP53
9319|SMC1A,2.603561810587962e-11,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
44144|PHF6,2.702993384673391e-11,Homo sapiens,PHF6,predicted chromatin regulator,Jurkat,T Lymphocyte,Blood,1,PHF6
63718|ZC3H8,2.8279378838647062e-11,Homo sapiens,ZC3H8,tf,K562,Erythroblast,Bone Marrow,1,ZC3H8
44130|INO80,2.8583080347033274e-11,Homo sapiens,INO80,predicted chromatin regulator,None,T Lymphocyte,Blood,1,INO80
65139|ZBTB42,2.8738622592783258e-11,Homo sapiens,ZBTB42,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB42
73854|LMO1,3.009803517528553e-11,Homo sapiens,LMO1,not sure,Jurkat,T Lymphocyte,Blood,1,LMO1
74684|EZH2,3.2005120775835394e-11,Homo sapiens,EZH2,cr,K562,Erythroblast,Bone Marrow,1,EZH2
76682|ASXL1,3.3219260675565465e-11,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
77149|ZNF282,3.634192946577741e-11,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
9320|NIPBL,3.92112453617699e-11,Homo sapiens,NIPBL,not sure,LCL,Lymphoblastoid,Blood,1,NIPBL
76927|CD74,4.153533073036897e-11,Homo sapiens,CD74,other,None,B Lymphocyte,None,1,CD74
63465|MBD1_isoform1,4.169603551318346e-11,Homo sapiens,MBD1_isoform1,,HepG2,Epithelium,Liver,1,MBD1_isoform1
2158|ZNF263,4.295347411087391e-11,Homo sapiens,ZNF263,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF263
64349|ZNF644,4.350325655266829e-11,Homo sapiens,ZNF644,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF644
64443|ZNF324,4.358718941332995e-11,Homo sapiens,ZNF324,,HEK293,Epithelium,Embryonic Kidney,1,ZNF324
64653|FOXJ2,4.701716793675814e-11,Homo sapiens,FOXJ2,tf,K562,Erythroblast,Bone Marrow,1,FOXJ2
42707|ARNT2,5.0581927535375826e-11,Homo sapiens,ARNT2,tf,LoVo,None,Colon,1,ARNT2
52774|BCL6,5.2299553576773405e-11,Homo sapiens,BCL6,predicted transcription factor,None,T Lymphocyte,Tonsil,1,BCL6
74642|TSC22D4,5.2897908275895134e-11,Homo sapiens,TSC22D4,,HepG2,Epithelium,Liver,1,TSC22D4
38695|RBCK1,5.451200602024642e-11,Homo sapiens,RBCK1,tf,LoVo,None,Colon,1,RBCK1
44228|TP63,5.87926374251424e-11,Homo sapiens,TP63,predicted transcription factor,TT,None,Thyroid,1,TP63
65060|ZNF329,5.902056621209795e-11,Homo sapiens,ZNF329,,HEK293,Epithelium,Embryonic Kidney,1,ZNF329
45620|SREBF1,6.639749861037103e-11,Homo sapiens,SREBF1,tf,GM12878,B Lymphocyte,Blood,1,SREBF1
55491|STAT5,6.743100522399459e-11,Homo sapiens,STAT5,tf,MV4-11,Macrophage,Blood,1,STAT5
38824|MNT,6.787492790039096e-11,Homo sapiens,MNT,tf,LoVo,None,Colon,1,MNT
2467|RXRG,7.09075576033058e-11,Homo sapiens,RXRG,tf,NB4,Promyelocytic cell,Blood,1,RXRG
45920|HMGN3,7.14158177039792e-11,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
63580|ZNF239,7.177586303086514e-11,Homo sapiens,ZNF239,,HEK293,Epithelium,Embryonic Kidney,1,ZNF239
42295|STAG1,7.753797603982093e-11,Homo sapiens,STAG1,not sure,GM12878,B Lymphocyte,Blood,1,STAG1
43400|XBP1,7.946748814546822e-11,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
46306|THAP1,8.020595299029765e-11,Homo sapiens,THAP1,tf,K562,Erythroblast,Bone Marrow,1,THAP1
1938|ETS1,8.084866109925315e-11,Homo sapiens,ETS1,tf,Jurkat E6-1,T Lymphocyte,Blood,1,ETS1
2110|PRAME,8.733624934365025e-11,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
64046|HINFP,9.420486613009871e-11,Homo sapiens,HINFP,tf,K562,Erythroblast,Bone Marrow,1,HINFP
64022|KLF13,9.859463245831535e-11,Homo sapiens,KLF13,tf,K562,Erythroblast,Bone Marrow,1,KLF13
76519|SETD1A,1.009913264127249e-10,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
64143|NFRKB,1.1193990179236835e-10,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
52960|NR3C1,1.2043493979874142e-10,Homo sapiens,NR3C1,tf,Nalm6,B cell precursor,Blood,1,NR3C1
38083|SSRP1,1.5007473042061292e-10,Homo sapiens,SSRP1,cr,HT1080,None,Connective Tissue,1,SSRP1
39777|REPIN1,1.5646617335107749e-10,Homo sapiens,REPIN1,predicted transcription factor,Kasumi-1,Myeloblast,Blood,1,REPIN1
65061|ZNF554,1.7377643768412554e-10,Homo sapiens,ZNF554,,HEK293,Epithelium,Embryonic Kidney,1,ZNF554
8482|KAT7,1.8310031268953253e-10,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
38590|E2F7,1.9543017204526336e-10,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
9216|POLR2B,2.058745396382733e-10,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
39577|BACH2,2.0780421827737428e-10,Homo sapiens,BACH2,tf,OCI-Ly7,B cell lymphoma,Blood,1,BACH2
64298|NFE2L2,2.152275579980767e-10,Homo sapiens,NFE2L2,tf,HeLa-S3,Epithelium,Cervix,1,NFE2L2
42219|STAT3,2.2168189506288627e-10,Homo sapiens,STAT3,tf,SU-DHL6,B Lymphocyte,Lymph Node,1,STAT3
77263|NFIA,2.2552915091011982e-10,Homo sapiens,NFIA,tf,K562,Erythroblast,Bone Marrow,1,NFIA
73234|IKZF1,2.716311064965282e-10,Homo sapiens,IKZF1,tf,None,B cell precursor,None,1,IKZF1
38585|TAF3,2.7900914911782593e-10,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
62509|ZEB2,2.846662350286522e-10,Homo sapiens,ZEB2,,K562,Erythroblast,Bone Marrow,1,ZEB2
8800|SAP30,2.8612046065745744e-10,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
62639|RNF2,2.8680297026184576e-10,Homo sapiens,RNF2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,RNF2
63902|ZXDB,2.917807107039039e-10,Homo sapiens,ZXDB,,HEK293,Epithelium,Embryonic Kidney,1,ZXDB
74573|SPIN1,3.1870600603056687e-10,Homo sapiens,SPIN1,other,T778,None,None,1,SPIN1
38761|RFX2,3.231337974973769e-10,Homo sapiens,RFX2,tf,LoVo,None,Colon,1,RFX2
38654|NFATC1,3.476999799190139e-10,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
63449|DEAF1,3.6392583391275934e-10,Homo sapiens,DEAF1,,K562,Erythroblast,Bone Marrow,1,DEAF1
77450|NFKB2,4.3904851976250825e-10,Homo sapiens,NFKB2,tf,L1236,Hodgkin Lymphoma Cell,None,1,NFKB2
62947|ZNF766,4.951842824674202e-10,Homo sapiens,ZNF766,,K562,Erythroblast,Bone Marrow,1,ZNF766
76413|PMEL,5.062461561067266e-10,Homo sapiens,PMEL,other,None,None,None,1,PMEL
40215|IRF4,5.172593464664033e-10,Homo sapiens,IRF4,predicted transcription factor,None,B Lymphocyte,Blood,1,IRF4
72398|BRD9,5.292257188038718e-10,Homo sapiens,BRD9,other,NOMO-1,Acute myeloid leukemia,None,1,BRD9
64106|KDM4B,5.401475378086218e-10,Homo sapiens,KDM4B,cr,K562,Erythroblast,Bone Marrow,1,KDM4B
34675|CHRM2,5.860888441233669e-10,Homo sapiens,CHRM2,predicted chromatin regulator,C4-12,None,None,1,CHRM2
70762|HDAC4,5.936206526335752e-10,Homo sapiens,HDAC4,cr,MM1.S,B Lymphocyte,Blood,1,HDAC4
65057|TGIF2,6.024526988390733e-10,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
77120|ZNF441,6.317745215866921e-10,Homo sapiens,ZNF441,tf,293T,None,None,1,ZNF441
68103|CLOCK,6.3303950970095e-10,Homo sapiens,CLOCK,tf,U2OS,None,Bone,1,CLOCK
62772|CDC5L,6.555186948808966e-10,Homo sapiens,CDC5L,not sure,K562,Erythroblast,Bone Marrow,1,CDC5L
71067|GATAD2B,6.61872168183919e-10,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
45831|IRF3,6.668944840804159e-10,Homo sapiens,IRF3,tf,HepG2,Epithelium,Liver,1,IRF3
46123|MEF2A,6.974828492545271e-10,Homo sapiens,MEF2A,tf,GM12878,B Lymphocyte,Blood,1,MEF2A
53254|FOXM1,7.059972051415286e-10,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1,FOXM1
64917|CBX1,7.732443019214941e-10,Homo sapiens,CBX1,cr,K562,Erythroblast,Bone Marrow,1,CBX1
63825|GLIS2,9.130484146524509e-10,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
63679|ZNF423,9.377471577032281e-10,Homo sapiens,ZNF423,,HEK293,Epithelium,Embryonic Kidney,1,ZNF423
