,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
77139|ZNF311,0.06200216316714113,Homo sapiens,ZNF311,other,293T,None,None,1,ZNF311
73966|ZNF257,0.06233345747463759,Homo sapiens,ZNF257,,293T,None,None,1,ZNF257
38680|JDP2,0.06346949030453491,Homo sapiens,JDP2,tf,LoVo,None,Colon,0,JDP2
34476|PAX5,0.06383307955532369,Homo sapiens,PAX5,tf,Namalwa,B Lymphocyte,None,1,PAX5
49545|BRD3,0.06392183000515705,Homo sapiens,BRD3,predicted chromatin regulator,H9,Embryonic Stem Cell,Embryo,0,BRD3
77106|ZNF492,0.06491129545896995,Homo sapiens,ZNF492,tf,293T,None,None,0,ZNF492
65161|ZNF774,0.06577718708744812,Homo sapiens,ZNF774,,HEK293,Epithelium,Embryonic Kidney,0,ZNF774
73930|ZNF708,0.06707632527150387,Homo sapiens,ZNF708,,293T,None,None,1,ZNF708
5891|MYBL2,0.0681241286696786,Homo sapiens,MYBL2,tf,HeLa,Epithelium,Cervix,0,MYBL2
58949|SMN1,0.06842068436524412,Homo sapiens,SMN1,not sure,HEK293,Epithelium,Embryonic Kidney,1,SMN1
65121|ZBTB26,0.06853964953908354,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
77132|ZNF354B,0.06889421557886943,Homo sapiens,ZNF354B,tf,293T,None,None,1,ZNF354B
77269|ZNF410,0.06942553943819224,Homo sapiens,ZNF410,tf,K562,Erythroblast,Bone Marrow,1,ZNF410
77172|ZNF154,0.06987989130484945,Homo sapiens,ZNF154,tf,293T,None,None,1,ZNF154
77131|ZNF383,0.07048666446896085,Homo sapiens,ZNF383,tf,293T,None,None,1,ZNF383
36028|RB1,0.07085724965168738,Homo sapiens,RB1,tf,None,Epithelium,Cervix,1,RB1
47081|HIF1A,0.07194608918368672,Homo sapiens,HIF1A,predicted chromatin regulator,None,Macrophage,None,0,HIF1A
54381|LMTK3,0.07261430567782678,Homo sapiens,LMTK3,not sure,MDA-MB-231,Epithelium,Breast,1,LMTK3
35052|SPDEF,0.07299955025751043,Homo sapiens,SPDEF,tf,MCF-7,Epithelium,Breast,1,SPDEF
36411|NKX2-1,0.07300509792262094,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,0,NKX2-1
77115|ZNF45,0.07319003343339736,Homo sapiens,ZNF45,other,293T,None,None,0,ZNF45
73936|ZNF641,0.07323878876454032,Homo sapiens,ZNF641,,293T,None,None,0,ZNF641
43398|XBP1,0.0733234788725719,Homo sapiens,XBP1,tf,MDA-MB-231,Epithelium,Breast,1,XBP1
47100|CBFA2T3,0.07383936267531321,Homo sapiens,CBFA2T3,tf,CAL-1,Dendritic Cell,None,1,CBFA2T3
77121|ZNF440,0.07446402303484367,Homo sapiens,ZNF440,tf,293T,None,None,1,ZNF440
73948|ZNF419,0.07482219326617812,Homo sapiens,ZNF419,,293T,None,None,0,ZNF419
73932|ZNF680,0.0753744709505132,Homo sapiens,ZNF680,,293T,None,None,1,ZNF680
74427|ZSCAN5A,0.07609176166068571,Homo sapiens,ZSCAN5A,,BeWo,None,None,0,ZSCAN5A
73697|PAF1,0.07614266357936267,Homo sapiens,PAF1,not sure,SEM,B Lymphocyte,None,1,PAF1
71057|ATF7IP,0.07653902099541948,Homo sapiens,ATF7IP,cr,HeLa,Epithelium,Cervix,1,ATF7IP
45647|IKZF1,0.0765816272964332,Homo sapiens,IKZF1,tf,GM12878,B Lymphocyte,Blood,1,IKZF1
76550|POLB,0.07726687065307569,Homo sapiens,POLB,other,MCF-7,MCF 7 Cells,None,1,POLB
77160|ZNF211,0.07880923047491678,Homo sapiens,ZNF211,tf,293T,None,None,1,ZNF211
77126|ZNF430,0.0793126045969006,Homo sapiens,ZNF430,tf,293T,None,None,1,ZNF430
50378|EZH1,0.07980977135802275,Homo sapiens,EZH1,cr,None,Proerythroblast,Fetal Liver,1,EZH1
64771|SRSF3,0.0806603794734016,Homo sapiens,SRSF3,,HepG2,Epithelium,Liver,1,SRSF3
69522|INO80,0.08206980663797342,Homo sapiens,INO80,predicted chromatin regulator,A375,Melanoma Cell,None,0,INO80
65104|ZNF596,0.08212709104189125,Homo sapiens,ZNF596,,HEK293,Epithelium,Embryonic Kidney,0,ZNF596
62547|CUX1,0.08303630516863147,Homo sapiens,CUX1,tf,MCF-7,Epithelium,Breast,1,CUX1
63598|GFI1B,0.08324017802684225,Homo sapiens,GFI1B,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,GFI1B
73967|ZNF225,0.08404082998332368,Homo sapiens,ZNF225,other,293T,None,None,1,ZNF225
51573|SMAD4,0.08452441562772645,Homo sapiens,SMAD4,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,0,SMAD4
65196|ZNF586,0.08475216238807537,Homo sapiens,ZNF586,,HEK293,Epithelium,Embryonic Kidney,1,ZNF586
77068|ZNF649,0.08645686079923376,Homo sapiens,ZNF649,tf,293T,None,None,1,ZNF649
76667|PAX8,0.08773957032222252,Homo sapiens,PAX8,tf,FT194,None,Fallopian tube secretory,0,PAX8
8563|GPS2,0.08856961632261856,Homo sapiens,GPS2,not sure,HEK293T,Epithelium,Embryonic Kidney,1,GPS2
41423|SFPQ,0.0887811507353255,Homo sapiens,SFPQ,not sure,LNCaP,Epithelium,Prostate,0,SFPQ
49475|HES1,0.08888310206388622,Homo sapiens,HES1,tf,SW1353,None,Bone,1,HES1
54106|DNMT1,0.08890465424438904,Homo sapiens,DNMT1,cr,PC-3,Epithelium,Prostate,1,DNMT1
65068|ZNF214,0.09069991186333964,Homo sapiens,ZNF214,,HEK293,Epithelium,Embryonic Kidney,0,ZNF214
5569|POLR2M,0.09088402955717084,Homo sapiens,POLR2M,tf,HeLa,Epithelium,Cervix,1,POLR2M
279|BRD7,0.09100557188799946,Homo sapiens,BRD7,tf,BJ,Fibroblast,Skin,0,BRD7
63285|OSR2,0.09117260972135244,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
65087|ZNF264,0.09191249162907938,Homo sapiens,ZNF264,,HEK293,Epithelium,Embryonic Kidney,1,ZNF264
71755|FOXK2,0.09202695384592524,Homo sapiens,FOXK2,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,FOXK2
35107|DOT1L,0.09402749011689016,Homo sapiens,DOT1L,cr,NCCIT,None,Embryo,0,DOT1L
38837|MSX2,0.09553947266789081,Homo sapiens,MSX2,tf,LoVo,None,Colon,0,MSX2
53630|STAT5B,0.09581954785456098,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,1,STAT5B
56851|KRAB,0.09674895957327839,Homo sapiens,KRAB,other,K562,Erythroblast,Bone Marrow,0,KRAB
1230|GTF3C1,0.09745053855071262,Homo sapiens,GTF3C1,tf,HeLa,Epithelium,Cervix,0,GTF3C1
69231|CENPT,0.097850281448147,Homo sapiens,CENPT,other,HeLa,Epithelium,Cervix,1,CENPT
49008|ELL2,0.09788065862921519,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
55540|RAG1,0.09852018745639785,Homo sapiens,RAG1,cr,Ramos,Thymocyte,None,1,RAG1
68309|NR4A1,0.09910191394034745,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
76837|GCSAM,0.09918513916640309,Homo sapiens,GCSAM,other,HeLa,Epithelium,Cervix,1,GCSAM
42847|STAG2,0.09925349545369194,Homo sapiens,STAG2,not sure,LoVo,None,Colon,1,STAG2
77154|ZNF254,0.09955678462046635,Homo sapiens,ZNF254,tf,293T,None,None,1,ZNF254
38640|NR2F1,0.10013589299615971,Homo sapiens,NR2F1,tf,LoVo,None,Colon,0,NR2F1
42796|PBX1,0.10040963529956715,Homo sapiens,PBX1,tf,LoVo,None,Colon,0,PBX1
54635|HECTD1,0.10091507017798867,Homo sapiens,HECTD1,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,HECTD1
42750|ATF7,0.10132813482225939,Homo sapiens,ATF7,tf,LoVo,None,Colon,0,ATF7
77091|ZNF557,0.10247615387080783,Homo sapiens,ZNF557,tf,293T,None,None,1,ZNF557
77159|ZNF212,0.10282351029096726,Homo sapiens,ZNF212,tf,293T,None,None,1,ZNF212
65107|ZNF418,0.10282973838761772,Homo sapiens,ZNF418,,HEK293,Epithelium,Embryonic Kidney,1,ZNF418
77122|ZNF439,0.10302973716739394,Homo sapiens,ZNF439,tf,293T,None,None,0,ZNF439
42781|SALL4,0.10352582604413169,Homo sapiens,SALL4,tf,LoVo,None,Colon,0,SALL4
42787|STAT5A,0.10371911535746087,Homo sapiens,STAT5A,tf,LoVo,None,Colon,0,STAT5A
38646|ELF3,0.10408795183317315,Homo sapiens,ELF3,tf,LoVo,None,Colon,0,ELF3
62794|H3F3A,0.10464671828441902,Homo sapiens,H3F3A,,SK-N-SH,Neuroblastoma cell,Brain,0,H3F3A
42767|ID2,0.1046475852207519,Homo sapiens,ID2,tf,LoVo,None,Colon,0,ID2
65075|ZNF382,0.10470045116355314,Homo sapiens,ZNF382,,HEK293,Epithelium,Embryonic Kidney,1,ZNF382
56896|MAP1LC3A,0.10472446760908383,Homo sapiens,MAP1LC3A,other,IMR90,Fibroblast,Lung,0,MAP1LC3A
77188|ZFP90,0.10479917728784172,Homo sapiens,ZFP90,tf,293T,None,None,1,ZFP90
38688|NKX2-5,0.10525868281189443,Homo sapiens,NKX2-5,tf,LoVo,None,Colon,0,NKX2-5
70103|HIST1H1B,0.1052673616930308,Homo sapiens,HIST1H1B,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIST1H1B
56433|TOP2B,0.10529200996132737,Homo sapiens,TOP2B,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,TOP2B
74646|TSC22D4,0.10560071396288734,Homo sapiens,TSC22D4,,GM12878,B Lymphocyte,Blood,1,TSC22D4
38849|MEIS2,0.1059450095483957,Homo sapiens,MEIS2,tf,LoVo,None,Colon,0,MEIS2
33032|ARNT,0.10644802572145157,Homo sapiens,ARNT,predicted transcription factor,MCF-7,Epithelium,Breast,1,ARNT
34372|SUMO1,0.10649578367824802,Homo sapiens,SUMO1,other,HeLa,Epithelium,Cervix,1,SUMO1
53472|SVIL,0.10712750009870342,Homo sapiens,SVIL,other,SH-SY5Y,None,Bone Marrow,1,SVIL
65178|ZNF22,0.10723881839676708,Homo sapiens,ZNF22,,HEK293,Epithelium,Embryonic Kidney,1,ZNF22
63821|GTF2E2,0.10750761686289023,Homo sapiens,GTF2E2,tf,K562,Erythroblast,Bone Marrow,0,GTF2E2
38748|PAX2,0.10809634921538419,Homo sapiens,PAX2,tf,LoVo,None,Colon,0,PAX2
53653|CTNNB1,0.10851110018016757,Homo sapiens,CTNNB1,tf,None,Embryonic Stem Cell,None,1,CTNNB1
77094|ZNF550,0.10871286390545276,Homo sapiens,ZNF550,tf,293T,None,None,1,ZNF550
43085|7SK,0.10871542854812016,Homo sapiens,7SK,other,HEK293T,Epithelium,Embryonic Kidney,0,7SK
77134|ZNF33B,0.10899028264195165,Homo sapiens,ZNF33B,tf,293T,None,None,0,ZNF33B
77242|ZMYND11,0.10909040355242755,Homo sapiens,ZMYND11,predicted chromatin regulator,DU145,Epithelium,Prostate,1,ZMYND11
42688|LHX4,0.10928638652395722,Homo sapiens,LHX4,tf,LoVo,None,Colon,1,LHX4
73976|ZNF101,0.10932115733998105,Homo sapiens,ZNF101,,293T,None,None,1,ZNF101
77026|ZNF81,0.10978607170226812,Homo sapiens,ZNF81,tf,293T,None,None,1,ZNF81
65191|ZNF528,0.1097875210632116,Homo sapiens,ZNF528,,HEK293,Epithelium,Embryonic Kidney,1,ZNF528
38862|HSF2,0.11000657941871989,Homo sapiens,HSF2,tf,LoVo,None,Colon,0,HSF2
58137|KDM4C,0.11061521809753638,Homo sapiens,KDM4C,cr,OECM1,None,Head and neck,0,KDM4C
38844|NFKB2,0.11071313699229823,Homo sapiens,NFKB2,tf,LoVo,None,Colon,0,NFKB2
62648|MCM5,0.1108210089614366,Homo sapiens,MCM5,,K562,Erythroblast,Bone Marrow,0,MCM5
35703|UBE2I,0.11102644649878879,Homo sapiens,UBE2I,other,WI-38,Fibroblast,Lung,0,UBE2I
50163|TBP,0.11107198673576701,Homo sapiens,TBP,tf,K562,Erythroblast,Bone Marrow,1,TBP
64446|OVOL3,0.11136238716267816,Homo sapiens,OVOL3,,HEK293,Epithelium,Embryonic Kidney,1,OVOL3
38725|TFE3,0.11138294245743952,Homo sapiens,TFE3,tf,LoVo,None,Colon,0,TFE3
77268|HMG20A,0.11204291315072218,Homo sapiens,HMG20A,tf,GM12878,B Lymphocyte,Blood,0,HMG20A
77119|ZNF442,0.11238940948090426,Homo sapiens,ZNF442,tf,293T,None,None,1,ZNF442
5976|TAT,0.11246690683135141,Homo sapiens,TAT,not sure,Jurkat,T Lymphocyte,Blood,0,TAT
36364|SNAPC5,0.11271478144674807,Homo sapiens,SNAPC5,not sure,IMR90,Fibroblast,Lung,1,SNAPC5
59015|EP400,0.1128008583512633,Homo sapiens,EP400,cr,U2OS,None,Bone,0,EP400
77166|ZNF181,0.11282217627078056,Homo sapiens,ZNF181,tf,293T,None,None,0,ZNF181
77037|ZNF786,0.11288108936497238,Homo sapiens,ZNF786,tf,293T,None,None,1,ZNF786
58173|E2F7,0.11290129005910227,Homo sapiens,E2F7,tf,HeLa,Epithelium,Cervix,0,E2F7
77063|ZNF681,0.11306436391461477,Homo sapiens,ZNF681,tf,293T,None,None,1,ZNF681
41400|MBD3,0.11307528831429908,Homo sapiens,MBD3,cr,MCF-7,Epithelium,Breast,1,MBD3
8552|PCGF2,0.11334892201010999,Homo sapiens,PCGF2,cr,HEK293T,Epithelium,Embryonic Kidney,0,PCGF2
63002|BCL3,0.11346789447849587,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
65070|ZNF175,0.1137932873351512,Homo sapiens,ZNF175,,HEK293,Epithelium,Embryonic Kidney,1,ZNF175
76572|CENPC,0.11401763085363137,Homo sapiens,CENPC,other,HeLa,Epithelium,Cervix,1,CENPC
71878|NIPBL,0.11437703199214866,Homo sapiens,NIPBL,not sure,HepG2,hepatocellular carcinoma,None,1,NIPBL
54116|AGO2,0.11495869111277018,Homo sapiens,AGO2,other,K562,Erythroblast,Bone Marrow,0,AGO2
38775|CIC,0.11507811165940451,Homo sapiens,CIC,tf,LoVo,None,Colon,0,CIC
53650|LEF1,0.11538142539655433,Homo sapiens,LEF1,tf,None,Embryonic Stem Cell,None,1,LEF1
53325|SUPT5H,0.11574111341609833,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
77532|H2AK119ub,0.11577343950236907,Homo sapiens,H2AK119ub,,U2OS,osteosarcoma,None,1,H2AK119ub
77123|ZNF433,0.11610349871386844,Homo sapiens,ZNF433,tf,293T,None,None,1,ZNF433
73957|ZNF324,0.1165231331333027,Homo sapiens,ZNF324,,293T,None,None,1,ZNF324
32823|DNMT3B,0.11664609062088527,Homo sapiens,DNMT3B,cr,NCCIT,None,Embryo,0,DNMT3B
50436|MLLT3,0.11721456976010775,Homo sapiens,MLLT3,not sure,HeLa,Epithelium,Cervix,0,MLLT3
77129|ZNF417,0.1174885423302508,Homo sapiens,ZNF417,tf,293T,None,None,1,ZNF417
77167|ZNF180,0.11776632751842991,Homo sapiens,ZNF180,tf,293T,None,None,1,ZNF180
41726|TFAM,0.11785914394315072,Homo sapiens,TFAM,tf,HeLa,Epithelium,Cervix,0,TFAM
74649|TP73,0.11843490275786817,Homo sapiens,TP73,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,TP73
73755|FOXD3,0.11853019391141684,Homo sapiens,FOXD3,tf,A549,Epithelium,Lung,0,FOXD3
36113|FANCD2,0.11864655288878778,Homo sapiens,FANCD2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,FANCD2
42716|HES4,0.11865219376431102,Homo sapiens,HES4,tf,LoVo,None,Colon,0,HES4
76966|CNOT3,0.11869918546802244,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,0,CNOT3
4421|PML,0.11989922901896105,Homo sapiens,PML,tf,None,Promyelocytic cell,Bone Marrow,0,PML
43569|CBX8,0.11994532444733996,Homo sapiens,CBX8,cr,None,Fibroblast,Foreskin,1,CBX8
68236|POU2F1,0.12007061925729473,Homo sapiens,POU2F1,tf,LNCaP,Epithelium,Prostate,1,POU2F1
8396|NR1H2,0.1202434235319873,Homo sapiens,NR1H2,tf,THP-1,Monocyte,Blood,0,NR1H2
38802|MEF2D,0.1203441321474496,Homo sapiens,MEF2D,tf,LoVo,None,Colon,0,MEF2D
77163|ZNF19,0.1205194881522188,Homo sapiens,ZNF19,tf,293T,None,None,1,ZNF19
49180|EGFA-T1,0.1205475474762267,Homo sapiens,EGFA-T1,other,HEK293T,Epithelium,Embryonic Kidney,0,EGFA-T1
70105|DROSHA,0.12056776911553785,Homo sapiens,DROSHA,,HeLa,Epithelium,Cervix,1,DROSHA
36814|TLE3,0.12126136169105078,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
65193|ZNF331,0.12149922874939334,Homo sapiens,ZNF331,,HEK293,Epithelium,Embryonic Kidney,1,ZNF331
38641|ATF5,0.12209923036304804,Homo sapiens,ATF5,tf,LoVo,None,Colon,0,ATF5
73942|ZNF549,0.12290868534775973,Homo sapiens,ZNF549,,293T,None,None,1,ZNF549
68775|TOP1,0.12292111230939518,Homo sapiens,TOP1,not sure,HCT-116,Colon cancer cell,Colon,1,TOP1
1881|SNAPC2,0.12298715948331956,Homo sapiens,SNAPC2,not sure,IMR90,Fibroblast,Lung,0,SNAPC2
64871|ZBTB49,0.12303355919751535,Homo sapiens,ZBTB49,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB49
72770|SOX9,0.12377593462484865,Homo sapiens,SOX9,tf,VCaP,Epithelium,Prostate,1,SOX9
65158|ZNF394,0.1240784817902243,Homo sapiens,ZNF394,,HEK293,Epithelium,Embryonic Kidney,0,ZNF394
46123|MEF2A,0.1240993287647823,Homo sapiens,MEF2A,tf,GM12878,B Lymphocyte,Blood,1,MEF2A
58136|ARID3B,0.12409958905100982,Homo sapiens,ARID3B,predicted transcription factor,OECM1,None,Head and neck,1,ARID3B
42846|STAG1,0.12422808568682897,Homo sapiens,STAG1,not sure,LoVo,None,Colon,1,STAG1
42855|MYBL1,0.12445274749417468,Homo sapiens,MYBL1,tf,LoVo,None,Colon,0,MYBL1
42673|HOXD11,0.12483739707172348,Homo sapiens,HOXD11,tf,LoVo,None,Colon,0,HOXD11
42856|NFE2L3,0.12488790434625968,Homo sapiens,NFE2L3,tf,LoVo,None,Colon,0,NFE2L3
44386|PPARD,0.12529272318828644,Homo sapiens,PPARD,tf,None,Endothelial Cell,Umbilical Vein,0,PPARD
73971|ZNF197,0.12538164964462756,Homo sapiens,ZNF197,,293T,None,None,1,ZNF197
77074|ZNF616,0.12560823043480568,Homo sapiens,ZNF616,tf,293T,None,None,1,ZNF616
77110|ZNF483,0.12580442548202803,Homo sapiens,ZNF483,tf,293T,None,None,1,ZNF483
65202|ZNF37A,0.12614143795239052,Homo sapiens,ZNF37A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF37A
59579|ARNTL,0.12665689735237717,Homo sapiens,ARNTL,predicted transcription factor,NOMO-1,Myeloid Cell,None,0,ARNTL
68802|OVOL2,0.1266952040362781,Homo sapiens,OVOL2,tf,HCE-T,Epithelium,Corneal Epithelium,0,OVOL2
56282|BRD1,0.12685201227774756,Homo sapiens,BRD1,cr,HEK293T,Epithelium,Embryonic Kidney,0,BRD1
32944|NUP98,0.12705776639408473,Homo sapiens,NUP98,other,IMR90,Fibroblast,Lung,1,NUP98
77105|ZNF496,0.1272044114998172,Homo sapiens,ZNF496,tf,293T,None,None,0,ZNF496
38770|ETV4,0.1279791386821823,Homo sapiens,ETV4,tf,LoVo,None,Colon,0,ETV4
76669|DDX11,0.12810614240329016,Homo sapiens,DDX11,other,A549,Epithelium,Lung,0,DDX11
76476|CCNT1,0.12811947526039252,Homo sapiens,CCNT1,tf,C4-2,None,Prostate,0,CCNT1
76675|HP1BP3,0.12829394530411142,Homo sapiens,HP1BP3,other,HeLa,None,None,0,HP1BP3
64376|TBX21,0.1284759218581743,Homo sapiens,TBX21,tf,GM12878,B Lymphocyte,Blood,1,TBX21
58880|RAD21,0.1287962172010485,Homo sapiens,RAD21,not sure,TF-1,Erythroblast,Bone Marrow,1,RAD21
45921|BRF2,0.12946549248360867,Homo sapiens,BRF2,tf,K562,Erythroblast,Bone Marrow,0,BRF2
74214|SUZ12,0.13022558601934336,Homo sapiens,SUZ12,cr,SF8628,None,Pontine,1,SUZ12
38781|NEUROG3,0.13064201959298133,Homo sapiens,NEUROG3,tf,LoVo,None,Colon,0,NEUROG3
42864|RCOR1,0.13084277743194395,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,LoVo,None,Colon,0,RCOR1
73953|ZNF354A,0.13091656784863193,Homo sapiens,ZNF354A,,293T,None,None,1,ZNF354A
69557|ASH1L,0.13113419695872647,Homo sapiens,ASH1L,cr,MV4-11,Leukemia Cell,None,1,ASH1L
38834|SP3,0.13114750654982776,Homo sapiens,SP3,tf,LoVo,None,Colon,0,SP3
76888|TERT,0.1313698271749857,Homo sapiens,TERT,other,VA13,Fibroblast,Lung,1,TERT
77097|ZNF540,0.1315270837883587,Homo sapiens,ZNF540,tf,293T,None,None,1,ZNF540
76409|ESCO2,0.13156055899683672,Homo sapiens,ESCO2,other,None,None,None,1,ESCO2
62555|ZNF600,0.13206691912412155,Homo sapiens,ZNF600,,HEK293,Epithelium,Embryonic Kidney,1,ZNF600
58805|MYB,0.13217394409629335,Homo sapiens,MYB,tf,None,Th1,None,1,MYB
2466|RXRG,0.13239084791414707,Homo sapiens,RXRG,tf,NB4,Promyelocytic cell,Blood,0,RXRG
56544|WWTR1,0.1326274094704858,Homo sapiens,WWTR1,other,HuCCT1,None,None,0,WWTR1
2|GAPDH,0.1327671952698129,Homo sapiens,GAPDH,not sure,HeLa,Epithelium,Cervix,0,GAPDH
34479|NFKBIA,0.13281602537378562,Homo sapiens,NFKBIA,other,None,Keratinocyte,Foreskin,0,NFKBIA
46230|CEBPD,0.13294886156909969,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
38728|CASZ1,0.13346670344215317,Homo sapiens,CASZ1,tf,LoVo,None,Colon,0,CASZ1
42683|ISL2,0.13436510048826633,Homo sapiens,ISL2,tf,LoVo,None,Colon,0,ISL2
77021|ZNF880,0.1344298902509684,Homo sapiens,ZNF880,other,293T,None,None,0,ZNF880
65167|ZBTB12,0.13471408280095304,Homo sapiens,ZBTB12,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB12
77044|ZNF776,0.13509203016243893,Homo sapiens,ZNF776,tf,293T,None,None,1,ZNF776
42696|MYF6,0.13585537705556117,Homo sapiens,MYF6,tf,LoVo,None,Colon,1,MYF6
46240|NFIC,0.1359437935436858,Homo sapiens,NFIC,tf,HepG2,Epithelium,Liver,1,NFIC
65183|ZNF33A,0.13597615133290158,Homo sapiens,ZNF33A,,HEK293,Epithelium,Embryonic Kidney,0,ZNF33A
38642|ZNF236,0.13635678316935929,Homo sapiens,ZNF236,tf,LoVo,None,Colon,0,ZNF236
71840|EWSR1,0.13690401591939877,Homo sapiens,EWSR1,tf,VCaP,Epithelium,Prostate,1,EWSR1
42871|TFCP2,0.13724516582804286,Homo sapiens,TFCP2,tf,LoVo,None,Colon,0,TFCP2
8525|HNRNPL,0.13752689871979812,Homo sapiens,HNRNPL,predicted transcription factor,HeLa,Epithelium,Cervix,0,HNRNPL
38767|MAX,0.13756249576405105,Homo sapiens,MAX,tf,LoVo,None,Colon,0,MAX
42858|NKX2-3,0.13756249576405105,Homo sapiens,NKX2-3,tf,LoVo,None,Colon,0,NKX2-3
38769|TFEB,0.13756481793305064,Homo sapiens,TFEB,tf,LoVo,None,Colon,0,TFEB
42769|JAZF1,0.13756481793305064,Homo sapiens,JAZF1,not sure,LoVo,None,Colon,0,JAZF1
42851|HOXC11,0.13756481793305064,Homo sapiens,HOXC11,tf,LoVo,None,Colon,0,HOXC11
42764|HOXB8,0.13756481793305064,Homo sapiens,HOXB8,tf,LoVo,None,Colon,0,HOXB8
42648|CAMTA1,0.1375758739662677,Homo sapiens,CAMTA1,tf,LoVo,None,Colon,0,CAMTA1
1797|BRF1,0.13766269563514838,Homo sapiens,BRF1,tf,IMR90,Fibroblast,Lung,1,BRF1
77153|ZNF25,0.13861330609831451,Homo sapiens,ZNF25,tf,293T,None,None,0,ZNF25
73927|ZNF792,0.1388140691465285,Homo sapiens,ZNF792,,293T,None,None,1,ZNF792
51512|NR5A2,0.1390051382393675,Homo sapiens,NR5A2,tf,HUES64,Embryonic Stem Cell,Embryo,1,NR5A2
72425|ORC2,0.13910911451435615,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,0,ORC2
42765|HOXC8,0.13936540239025158,Homo sapiens,HOXC8,tf,LoVo,None,Colon,0,HOXC8
55206|EGFR,0.13957217738939148,Homo sapiens,EGFR,not sure,HeLa,Epithelium,Cervix,1,EGFR
36367|LMO1,0.13965427946187958,Homo sapiens,LMO1,not sure,Jurkat E6-1,T Lymphocyte,Blood,0,LMO1
77019|ZNF90,0.13967943043200298,Homo sapiens,ZNF90,tf,293T,None,None,0,ZNF90
77190|ZFP1,0.13971739119764975,Homo sapiens,ZFP1,tf,293T,None,None,1,ZFP1
42853|IRX2,0.13984040855328944,Homo sapiens,IRX2,tf,LoVo,None,Colon,0,IRX2
42791|TERF2,0.13984398348339216,Homo sapiens,TERF2,predicted chromatin regulator,LoVo,None,Colon,0,TERF2
42681|IRF8,0.13985160419695258,Homo sapiens,IRF8,tf,LoVo,None,Colon,0,IRF8
42665|HIC2,0.13985160419695258,Homo sapiens,HIC2,tf,LoVo,None,Colon,0,HIC2
42647|BHLHE41,0.13985160419695258,Homo sapiens,BHLHE41,tf,LoVo,None,Colon,0,BHLHE41
42659|FOXP2,0.13985398787817327,Homo sapiens,FOXP2,tf,LoVo,None,Colon,0,FOXP2
65181|ZNF250,0.1399513502514581,Homo sapiens,ZNF250,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF250
40328|SIRT3,0.13997369277110544,Homo sapiens,SIRT3,cr,U2OS,None,Bone,0,SIRT3
73934|ZNF669,0.14006545732296172,Homo sapiens,ZNF669,,293T,None,None,1,ZNF669
65157|ZNF260,0.14025874594790866,Homo sapiens,ZNF260,,HEK293,Epithelium,Embryonic Kidney,1,ZNF260
42803|UBP1,0.14085693717710057,Homo sapiens,UBP1,tf,LoVo,None,Colon,0,UBP1
69821|MDM2,0.1408839405451035,Homo sapiens,MDM2,cr,H1299,Epithelium,Lung,1,MDM2
397|IGF1R,0.14121653540416362,Homo sapiens,IGF1R,not sure,DFB,Melanocyte,Skin,0,IGF1R
76414|PMEL,0.14148967063677031,Homo sapiens,PMEL,other,None,None,None,0,PMEL
42816|CDC5L,0.14150387899383943,Homo sapiens,CDC5L,not sure,LoVo,None,Colon,0,CDC5L
42809|ARNTL2,0.14150387899383943,Homo sapiens,ARNTL2,tf,LoVo,None,Colon,0,ARNTL2
42826|FOXC1,0.14150387899383943,Homo sapiens,FOXC1,tf,LoVo,None,Colon,0,FOXC1
2241|MED12,0.1420095789955959,Homo sapiens,MED12,predicted transcription factor,LNCaP,Epithelium,Prostate,0,MED12
73924|ZNF85,0.14218960840337602,Homo sapiens,ZNF85,,293T,None,None,1,ZNF85
73756|MEN1,0.14232909184610631,Homo sapiens,MEN1,tf,MCF-10A,None,Breast,1,MEN1
