,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
62965|EED,4.996078805785675e-05,Homo sapiens,EED,cr,GM12878,B Lymphocyte,Blood,1,EED
48692|H3F3B,5.622900679674858e-05,Homo sapiens,H3F3B,other,None,Spermatid,None,1,H3F3B
8819|RBBP5,5.830328807837626e-05,Homo sapiens,RBBP5,cr,H1,Embryonic Stem Cell,Embryo,1,RBBP5
46109|BATF,6.178109272519938e-05,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
77267|NFIA,6.980477538415242e-05,Homo sapiens,NFIA,tf,HepG2,Epithelium,Liver,1,NFIA
72608|HEXIM1,7.164833903144929e-05,Homo sapiens,HEXIM1,other,A375,Melanoma Cell,None,1,HEXIM1
49651|MED1,7.26373700585814e-05,Homo sapiens,MED1,predicted transcription factor,MCF-7,Epithelium,Breast,1,MED1
73696|LEO1,7.488858357307393e-05,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1,LEO1
5888|LIN9,8.115749837744879e-05,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
76420|MAML3,8.768289870664248e-05,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
41167|CEBPA,9.890054916728008e-05,Homo sapiens,CEBPA,tf,SGBS,Adipocyte,Adipose,1,CEBPA
46257|REST,0.00011456540194321185,Homo sapiens,REST,tf,HepG2,Epithelium,Liver,1,REST
51465|GATA4,0.0001231761463689196,Homo sapiens,GATA4,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA4
51532|PAX6,0.0001300221386047462,Homo sapiens,PAX6,tf,HUES64,Embryonic Stem Cell,Embryo,1,PAX6
9230|CBX3,0.00014624208521285542,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
40379|CTCF,0.00014850909798697076,Homo sapiens,CTCF,tf,BCBL1,B cell lymphoma,None,1,CTCF
56463|EHMT2,0.00016554665703122362,Homo sapiens,EHMT2,cr,HEK293T,Epithelium,Embryonic Kidney,1,EHMT2
76567|ZNF618,0.00018875684257285696,Homo sapiens,ZNF618,tf,293T,None,None,1,ZNF618
69523|ZNF224,0.00019136528841912082,Homo sapiens,ZNF224,,HEK293,HEK 293 Cell Line,None,1,ZNF224
1082|SMAD2/3,0.00024315034016347825,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
41572|ING2,0.0002923634532999153,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
56962|GTF2B,0.00030910291541469403,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
37625|MYH11,0.00032186253914423535,Homo sapiens,MYH11,not sure,U937,None,Pleura,1,MYH11
74651|BATF3,0.0003307818115481642,Homo sapiens,BATF3,tf,GM12878,B Lymphocyte,Blood,1,BATF3
63593|SOX13,0.00035787478325699507,Homo sapiens,SOX13,,HepG2,Epithelium,Liver,1,SOX13
54612|TEAD1,0.000384277231266994,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
72913|HDAC2,0.000407188201880182,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,1,HDAC2
46157|POU2F2,0.0004147484117903999,Homo sapiens,POU2F2,tf,GM12891,Lymphoblastoid,Blood,1,POU2F2
52153|FAIRE,0.00042195306566628066,Homo sapiens,FAIRE,other,None,Macrophage,None,1,FAIRE
5439|FLI1,0.00043793300137390245,Homo sapiens,FLI1,tf,EWS502,Small Round Tumor Cell,None,1,FLI1
47735|LANA,0.00044040687301272197,Homo sapiens,LANA,other,BCBL1,B cell lymphoma,None,0,LANA
55389|SPI1,0.00046629327043667956,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,1,SPI1
46228|TCF12,0.00048641065638632686,Homo sapiens,TCF12,tf,HepG2,Epithelium,Liver,1,TCF12
43975|T,0.0005175258297985819,Homo sapiens,T,tf,None,Endothelial Cell,Artery,1,T
72878|MYF5,0.0005281322237465913,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1,MYF5
44435|TAL1,0.0005543834251695579,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
64961|HES2,0.000560250723537159,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
41794|EZH2,0.0005661031440636899,Homo sapiens,EZH2,cr,None,iPSC,None,1,EZH2
74682|FOXO3,0.0006631471854209869,Homo sapiens,FOXO3,tf,HepG2,Epithelium,Liver,1,FOXO3
38174|EBNA3,0.0006946346604217446,Homo sapiens,EBNA3,other,Mutu III,B Lymphocyte,None,1,EBNA3
70816|SP1,0.0007060750751748945,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
1011|FOXH1,0.0007771799108511335,Homo sapiens,FOXH1,tf,H9,Embryonic Stem Cell,Embryo,1,FOXH1
49604|ZNF486,0.0008070913656341716,Homo sapiens,ZNF486,not sure,None,Embryonic Stem Cell,Embryo,1,ZNF486
54243|FOXO1,0.0008108640969878844,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
54140|ATF4,0.0008196304375768793,Homo sapiens,ATF4,tf,None,Mesenchymal Stem Cell,None,1,ATF4
77519|H3K18me1,0.0009160429632205092,Homo sapiens,H3K18me1,,U2OS,None,Bone,1,H3K18me1
64575|MAFG,0.000985288136534479,Homo sapiens,MAFG,tf,K562,Erythroblast,Bone Marrow,1,MAFG
45806|ARID3A,0.0010024281881046426,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
48632|IRF4,0.0011974814189310568,Homo sapiens,IRF4,predicted transcription factor,H929,B Lymphocyte,Bone Marrow,1,IRF4
4933|NANOG,0.0012121678078127474,Homo sapiens,NANOG,tf,H1,Embryonic Stem Cell,Embryo,1,NANOG
55513|YAP1,0.001230713647545123,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
58841|XRN2,0.0012617108983453695,Homo sapiens,XRN2,not sure,HEK293,Epithelium,Embryonic Kidney,1,XRN2
52574|CHRM2,0.0013279511165659175,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
50152|ARRB1,0.0014156991319979606,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
46147|MTA3,0.0015078395510539355,Homo sapiens,MTA3,tf,GM12878,B Lymphocyte,Blood,1,MTA3
5553|CREB1,0.001527541423525569,Homo sapiens,CREB1,tf,H3396,Epithelium,Mammary Gland,1,CREB1
65081|ZIM3,0.001552448113742777,Homo sapiens,ZIM3,,HEK293,Epithelium,Embryonic Kidney,1,ZIM3
1958|BCL6,0.0016371758451874108,Homo sapiens,BCL6,predicted transcription factor,JURL_MK1,Haematopoietic Progenitor Cell,Bone Marrow,1,BCL6
74671|ZNF639,0.0017532022129130853,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
73974|ZNF136,0.0018142183722822947,Homo sapiens,ZNF136,,293T,None,None,1,ZNF136
69203|TRIM24,0.0018284328375162695,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
36252|NKX3-1,0.0018508947418307553,Homo sapiens,NKX3-1,tf,LNCaP,Epithelium,Prostate,1,NKX3-1
41831|ZBTB17,0.0020997004824511722,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
73297|LARP7,0.0022764580438842663,Homo sapiens,LARP7,predicted transcription factor,HeLa,Epithelium,Cervix,1,LARP7
63919|FOSL2,0.00233105869309963,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
62701|PRDM1,0.002454902773764811,Homo sapiens,PRDM1,tf,HEK293,Epithelium,Embryonic Kidney,1,PRDM1
2243|NR3C1,0.002695160324495016,Homo sapiens,NR3C1,tf,LNCaP,Epithelium,Prostate,1,NR3C1
36841|TCF7L2,0.0027238580013123626,Homo sapiens,TCF7L2,tf,MDA-MB-453,Epithelium,Mammary Gland,1,TCF7L2
43165|NR2F2,0.0027367026024049945,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
62958|NFE2L2,0.002760587549013982,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
53400|CHD8,0.002813703816427704,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,0,CHD8
65106|ZNF384,0.002823545173962938,Homo sapiens,ZNF384,tf,HEK293,Epithelium,Embryonic Kidney,1,ZNF384
45958|ZNF263,0.003098739064665068,Homo sapiens,ZNF263,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZNF263
57659|BAHD1,0.0032674878153122755,Homo sapiens,BAHD1,both predicted transcription factor and chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,BAHD1
1085|SMAD3,0.003286948141977386,Homo sapiens,SMAD3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD3
59347|RBPJ,0.0033680679682770442,Homo sapiens,RBPJ,tf,LCL,Lymphoblastoid,Blood,1,RBPJ
76814|NEUROG2,0.0034746595169574124,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
64240|ZNF146,0.0034912005605617913,Homo sapiens,ZNF146,,HEK293,Epithelium,Embryonic Kidney,1,ZNF146
59168|MLLT1,0.0035864449193570014,Homo sapiens,MLLT1,not sure,SEM,Pre-B Lymphocyte,None,1,MLLT1
77069|ZNF627,0.0036138431467552246,Homo sapiens,ZNF627,tf,293T,None,None,1,ZNF627
46151|BCL11A,0.003617577632371749,Homo sapiens,BCL11A,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BCL11A
38678|HOXA13,0.0037611653232710873,Homo sapiens,HOXA13,tf,LoVo,None,Colon,1,HOXA13
65079|ZNF317,0.0038507887036829946,Homo sapiens,ZNF317,,HEK293,Epithelium,Embryonic Kidney,1,ZNF317
8792|KDM5B,0.003860037002976213,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
1448|HNF4A,0.0041700066646847556,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
74360|NEUROD1,0.0042722158002126975,Homo sapiens,NEUROD1,tf,D283 Med,None,None,1,NEUROD1
63878|NFE2,0.004508157920184885,Homo sapiens,NFE2,tf,K562,Erythroblast,Bone Marrow,1,NFE2
55353|SUMO2,0.00454927758318352,Homo sapiens,SUMO2,other,VCaP,Epithelium,Prostate,1,SUMO2
50729|UBTF,0.004619352923926678,Homo sapiens,UBTF,tf,None,Epithelium,None,1,UBTF
33916|GRHL3,0.004901412458381493,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
67613|HNF1B,0.0051104758470504885,Homo sapiens,HNF1B,tf,CFPAC-1,None,Pancreatic ductal,0,HNF1B
38854|DLX2,0.005228239809685842,Homo sapiens,DLX2,tf,LoVo,None,Colon,1,DLX2
64140|HHEX,0.005273093030837672,Homo sapiens,HHEX,tf,HepG2,Epithelium,Liver,1,HHEX
55323|KDM1A,0.005312070437763272,Homo sapiens,KDM1A,cr,NCI-H526,Epithelium,Lung,1,KDM1A
42727|JUN,0.005403758979647066,Homo sapiens,JUN,tf,LoVo,None,Colon,1,JUN
65205|YY1,0.005635012851255117,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1,YY1
34078|CDK8,0.005875669949670759,Homo sapiens,CDK8,tf,None,Epithelium,Colon,1,CDK8
52092|TP53,0.006460406824901455,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
1740|FOS,0.006486261811790184,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
74304|CDK9,0.007036535574180158,Homo sapiens,CDK9,tf,MV4;11,Acute myeloid leukemia,None,1,CDK9
56127|APOBEC3B,0.007132314593294442,Homo sapiens,APOBEC3B,other,MCF-7,Epithelium,Breast,1,APOBEC3B
73980|ZFP57,0.007178705835305166,Homo sapiens,ZFP57,tf,293T,None,None,1,ZFP57
76140|H2AFX,0.007199006824867293,Homo sapiens,H2AFX,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,H2AFX
54670|TCF4,0.007336259338810935,Homo sapiens,TCF4,tf,HCT-116,None,Colon,1,TCF4
77185|ZKSCAN2,0.007571440801114215,Homo sapiens,ZKSCAN2,tf,293T,None,None,1,ZKSCAN2
63410|CBX5,0.007636081206607415,Homo sapiens,CBX5,cr,GM12878,B Lymphocyte,Blood,1,CBX5
46245|ZEB1,0.007824809015814005,Homo sapiens,ZEB1,tf,HepG2,Epithelium,Liver,1,ZEB1
49466|598-SKD,0.007939215435037117,Homo sapiens,598-SKD,other,MCF-7,Epithelium,Breast,1,598-SKD
54240|PGR,0.008001720830288273,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
43305|CDK6,0.00804727197446109,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
73958|ZNF320,0.008259882165334409,Homo sapiens,ZNF320,,293T,None,None,1,ZNF320
73943|ZNF547,0.00852320568204945,Homo sapiens,ZNF547,,293T,None,None,1,ZNF547
52205|IL1RN,0.008734275931473967,Homo sapiens,IL1RN,other,HEK293T,Epithelium,Embryonic Kidney,0,IL1RN
49637|PRKDC,0.00887773482459464,Homo sapiens,PRKDC,other,MCF-7,Epithelium,Breast,0,PRKDC
77534|TFDP1,0.0089001027581333,Homo sapiens,TFDP1,tf,U266B1,None,None,1,TFDP1
45776|E2F6,0.00911008342486952,Homo sapiens,E2F6,tf,HeLa-S3,Epithelium,Cervix,1,E2F6
2655|PAX3,0.00911882215617682,Homo sapiens,PAX3,tf,Rh4,None,Muscle,1,PAX3
63684|ATF3,0.009135900760262272,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1,ATF3
74488|PROX1,0.009335164147962982,Homo sapiens,PROX1,tf,None,Endothelial Cell,Umbilical Vein,1,PROX1
8409|GATA1,0.009394649065492977,Homo sapiens,GATA1,tf,None,Proerythroblast,Blood,1,GATA1
65116|FEZF1,0.009694566160675933,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
51251|KDM1B,0.009707322814189956,Homo sapiens,KDM1B,cr,HepG2,Epithelium,Liver,0,KDM1B
9323|HOXA9,0.010047530157331508,Homo sapiens,HOXA9,tf,SEM,Pre-B Lymphocyte,None,1,HOXA9
41301|IRF1,0.010075138778399717,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1,IRF1
52210|TALE,0.010892066622634589,Homo sapiens,TALE,other,HEK293T,Epithelium,Embryonic Kidney,0,TALE
74685|NFIL3,0.011309973518411287,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
64414|HMBOX1,0.01132272042911231,Homo sapiens,HMBOX1,,K562,Erythroblast,Bone Marrow,1,HMBOX1
70101|5MC,0.011382245580741801,Homo sapiens,5MC,other,293T,None,None,1,5MC
68017|KDM2B,0.011457181141298622,Homo sapiens,KDM2B,cr,DND-41,Leukemia Cell,None,1,KDM2B
49266|SCML2,0.011543050934036736,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
50174|HIRA,0.011712328107829184,Homo sapiens,HIRA,predicted transcription factor,IMR90,Fibroblast,Lung,1,HIRA
41286|STAT1,0.012124035120640697,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
77264|DPF1,0.012311222105349351,Homo sapiens,DPF1,other,K562,Erythroblast,Bone Marrow,1,DPF1
65154|ZSCAN22,0.01241590951845628,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
48339|SNAI2,0.012579814671895062,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,1,SNAI2
52548|MITF,0.01266192552244172,Homo sapiens,MITF,tf,501-Mel,Melanoma Cell,None,1,MITF
54626|NCAPG,0.014100560001241269,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,NCAPG
70558|ZNF335,0.014150594992681398,Homo sapiens,ZNF335,tf,Jurkat,T Lymphocyte,Blood,1,ZNF335
73094|RAD51,0.014220137576054226,Homo sapiens,RAD51,predicted chromatin regulator,U2OS,sarcoma-derived cells,None,0,RAD51
33476|IRF5,0.014258088875942487,Homo sapiens,IRF5,tf,None,Monocyte,Blood,0,IRF5
55366|LOXL1,0.014258088875942487,Homo sapiens,LOXL1,other,None,None,Lens capsule,0,LOXL1
35558|SFMBT1,0.014258088875942487,Homo sapiens,SFMBT1,other,HeLa-S3,Epithelium,Cervix,1,SFMBT1
37187|STAT4,0.014258088875942487,Homo sapiens,STAT4,tf,None,Monocyte,Blood,0,STAT4
43679|PARP1,0.014258088875942487,Homo sapiens,PARP1,not sure,T47D-MTVL,Epithelium,Mammary Gland,0,PARP1
72110|SMARCC1,0.015434612846337847,Homo sapiens,SMARCC1,cr,TTC-549,Liver cell,Liver,1,SMARCC1
46232|JUND,0.015484652297999169,Homo sapiens,JUND,tf,HepG2,Epithelium,Liver,1,JUND
64581|CBX1,0.015733292796053455,Homo sapiens,CBX1,cr,HepG2,Epithelium,Liver,1,CBX1
48576|KDM6B,0.015823893479349038,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
37088|MEF2C,0.01599352347572247,Homo sapiens,MEF2C,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,MEF2C
51560|SMAD1,0.016159121835994494,Homo sapiens,SMAD1,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,1,SMAD1
77103|ZNF519,0.0165541197431891,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
63972|RUNX1,0.01671015157379463,Homo sapiens,RUNX1,tf,K562,Erythroblast,Bone Marrow,1,RUNX1
46239|HNF4G,0.016877856387031542,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
72923|TBX5,0.017092299612622486,Homo sapiens,TBX5,tf,None,Cardiomyocyte,None,1,TBX5
74305|AFF4,0.01837916497580988,Homo sapiens,AFF4,tf,MV4;11,Acute myeloid leukemia,None,1,AFF4
64950|SNRNP70,0.019314192111164863,Homo sapiens,SNRNP70,,HepG2,Epithelium,Liver,0,SNRNP70
74677|ZMYM3,0.020031097195852554,Homo sapiens,ZMYM3,,HepG2,Epithelium,Liver,1,ZMYM3
2282|E2F1,0.020707337854722563,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1,E2F1
77271|L3MBTL4,0.02127930935876904,Homo sapiens,L3MBTL4,tf,HepG2,Epithelium,Liver,1,L3MBTL4
45693|CTBP2,0.021383308978041526,Homo sapiens,CTBP2,tf,H1,Embryonic Stem Cell,Embryo,1,CTBP2
55549|BACH2,0.02172316662017848,Homo sapiens,BACH2,tf,None,B Lymphocyte,None,1,BACH2
49739|LMO2,0.02217101022607121,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,1,LMO2
42801|STAT6,0.02229575800627065,Homo sapiens,STAT6,tf,LoVo,None,Colon,0,STAT6
36141|TP63,0.02248944145070847,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
38760|PDX1,0.024236516543404585,Homo sapiens,PDX1,tf,LoVo,None,Colon,0,PDX1
73929|ZNF766,0.02433532502544883,Homo sapiens,ZNF766,,293T,None,None,1,ZNF766
77081|ZNF585A,0.02444442642519451,Homo sapiens,ZNF585A,tf,293T,None,None,1,ZNF585A
77025|ZNF823,0.024456761845835617,Homo sapiens,ZNF823,tf,293T,None,None,1,ZNF823
51448|EOMES,0.024477977791451166,Homo sapiens,EOMES,tf,HUES64,Embryonic Stem Cell,Embryo,1,EOMES
43825|TERF1,0.026464161858628876,Homo sapiens,TERF1,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,TERF1
62690|CEBPG,0.026488742925854736,Homo sapiens,CEBPG,tf,MCF-7,Epithelium,Breast,1,CEBPG
63943|SSRP1,0.026742850561083664,Homo sapiens,SSRP1,cr,HepG2,Epithelium,Liver,1,SSRP1
38792|MEIS3,0.02711257429283398,Homo sapiens,MEIS3,tf,LoVo,None,Colon,0,MEIS3
38675|ZZZ3,0.02746106390913372,Homo sapiens,ZZZ3,predicted transcription factor,LoVo,None,Colon,0,ZZZ3
52497|TCF21,0.02770797921507573,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
35091|NCOR1,0.02787661203470082,Homo sapiens,NCOR1,cr,OCI-Ly1,B cell lymphoma,Bone Marrow,1,NCOR1
37385|TCF7L1,0.02791705997427546,Homo sapiens,TCF7L1,tf,Jurkat E6-1,T Lymphocyte,Blood,0,TCF7L1
64441|ZSCAN20,0.028052966232926968,Homo sapiens,ZSCAN20,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN20
76548|CHAT,0.028120599436706195,Homo sapiens,CHAT,other,SH-SY5Y,Neuron,None,1,CHAT
51750|FOXP1,0.028172671186600495,Homo sapiens,FOXP1,tf,LNCaP,Epithelium,Prostate,1,FOXP1
1221|GLYR1,0.028191428174754007,Homo sapiens,GLYR1,cr,HeLa,Epithelium,Cervix,1,GLYR1
73940|ZNF558,0.028741721827909683,Homo sapiens,ZNF558,,293T,None,None,1,ZNF558
43364|EBNA3C,0.029580132292939876,Homo sapiens,EBNA3C,other,None,B Lymphocyte,None,1,EBNA3C
77084|ZNF570,0.02961158735428565,Homo sapiens,ZNF570,tf,293T,None,None,1,ZNF570
68797|SATB1,0.029686195248204483,Homo sapiens,SATB1,tf,SH-SY5Y,Neuron,None,1,SATB1
64546|HNF1A,0.029931972177089983,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
50819|EHF,0.02999018894493999,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,0,EHF
77039|ZNF783,0.03064996775947676,Homo sapiens,ZNF783,tf,293T,None,None,1,ZNF783
77175|ZNF133,0.030701124481714304,Homo sapiens,ZNF133,tf,293T,None,None,1,ZNF133
38807|ISL1,0.031112672022946042,Homo sapiens,ISL1,tf,LoVo,None,Colon,0,ISL1
44099|FOXP3,0.03203165948013276,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
53479|MBD2,0.03206536931276133,Homo sapiens,MBD2,cr,HMLER,None,None,1,MBD2
76858|IRAK4,0.03275231288896818,Homo sapiens,IRAK4,other,SEM,B cell precursor,None,1,IRAK4
77363|ZNF516,0.03352321927111429,Homo sapiens,ZNF516,tf,MCF-7,None,Breast,1,ZNF516
77064|ZNF675,0.03365526187235046,Homo sapiens,ZNF675,tf,293T,None,None,1,ZNF675
73938|ZNF584,0.034422628237825326,Homo sapiens,ZNF584,,293T,None,None,1,ZNF584
38772|CLOCK,0.034949749109887907,Homo sapiens,CLOCK,tf,LoVo,None,Colon,1,CLOCK
2124|SETDB1,0.03548025076896044,Homo sapiens,SETDB1,cr,K562,Erythroblast,Bone Marrow,0,SETDB1
73925|ZNF84,0.03599231770607775,Homo sapiens,ZNF84,predicted transcription factor,293T,None,None,1,ZNF84
41850|ASCL1,0.03638320016584862,Homo sapiens,ASCL1,tf,None,Fibroblast,None,1,ASCL1
39460|FOXM1,0.03710684280525889,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
46306|THAP1,0.038140087362697306,Homo sapiens,THAP1,tf,K562,Erythroblast,Bone Marrow,1,THAP1
45752|E2F4,0.03845135916665521,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1,E2F4
77133|ZNF343,0.0392876112269539,Homo sapiens,ZNF343,tf,293T,None,None,1,ZNF343
77165|ZNF182,0.04042299263815502,Homo sapiens,ZNF182,tf,293T,None,None,1,ZNF182
8807|CHD1,0.04049913915020037,Homo sapiens,CHD1,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,1,CHD1
67859|EBNA2,0.04084154382991373,Homo sapiens,EBNA2,other,GM12878,B Lymphocyte,Blood,0,EBNA2
2464|RARA,0.041203909076415246,Homo sapiens,RARA,tf,NB4,Promyelocytic cell,Blood,1,RARA
77052|ZNF736,0.04179919570965196,Homo sapiens,ZNF736,other,293T,None,None,0,ZNF736
48634|SPIB,0.04186730936033706,Homo sapiens,SPIB,tf,H929,B Lymphocyte,Bone Marrow,1,SPIB
38864|RXRA,0.04254912028041308,Homo sapiens,RXRA,tf,LoVo,None,Colon,1,RXRA
73973|ZNF184,0.042552170633523845,Homo sapiens,ZNF184,,293T,None,None,0,ZNF184
76999|PITX3,0.04375384525397957,Homo sapiens,PITX3,tf,SH-SY5Y,Neuron,Midbrain,1,PITX3
76470|MBD3L2,0.04378044418313315,Homo sapiens,MBD3L2,other,None,None,None,0,MBD3L2
34394|MECP2,0.04451863987762056,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
65211|ZFP28,0.04542763394713295,Homo sapiens,ZFP28,,HEK293,Epithelium,Embryonic Kidney,1,ZFP28
73975|ZNF12,0.04582807544279843,Homo sapiens,ZNF12,predicted transcription factor,293T,None,None,1,ZNF12
77079|ZNF605,0.046589723346116774,Homo sapiens,ZNF605,other,293T,None,None,1,ZNF605
75045|FOSL1,0.046875089637564316,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
35093|NCOR2,0.04710471739378175,Homo sapiens,NCOR2,cr,None,B Lymphocyte,None,1,NCOR2
76847|EBF3,0.04740257813741294,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
73926|ZNF816,0.047438483264179765,Homo sapiens,ZNF816,,293T,None,None,1,ZNF816
71279|KAT2A,0.04745126757993101,Homo sapiens,KAT2A,cr,BGC823,human gastric cancer cells,None,1,KAT2A
45997|STAT3,0.049036312205015475,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1,STAT3
8662|HDAC3,0.05392138580416611,Homo sapiens,HDAC3,cr,VCaP,Epithelium,Prostate,1,HDAC3
5930|ERG,0.05448230712310759,Homo sapiens,ERG,other,RWPE1,Epithelium,Prostate,1,ERG
35289|BRDU,0.0561180969023693,Homo sapiens,BRDU,other,HeLa-S3,Epithelium,Cervix,1,BRDU
69249|SIX2,0.05703871408775629,Homo sapiens,SIX2,tf,None,Cortex,Kidney,1,SIX2
65174|ZNF8,0.05715967672521366,Homo sapiens,ZNF8,,HEK293,Epithelium,Embryonic Kidney,1,ZNF8
45763|POLR3A,0.05734753526779918,Homo sapiens,POLR3A,tf,HeLa-S3,Epithelium,Cervix,1,POLR3A
77035|ZNF790,0.0577195979530461,Homo sapiens,ZNF790,tf,293T,None,None,0,ZNF790
36232|TTF2,0.05780788771351436,Homo sapiens,TTF2,tf,HeLa,Epithelium,Cervix,0,TTF2
46131|RUNX3,0.058726938477637936,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
77171|ZNF157,0.05901089375697466,Homo sapiens,ZNF157,tf,293T,None,None,1,ZNF157
76942|SRPK2,0.06036462812937188,Homo sapiens,SRPK2,other,MCF-10A,Epithelium,None,1,SRPK2
41168|NR1H3,0.060916676311396356,Homo sapiens,NR1H3,tf,SGBS,Adipocyte,Adipose,0,NR1H3
8562|CBX2,0.0614322393606056,Homo sapiens,CBX2,cr,HEK293T,Epithelium,Embryonic Kidney,0,CBX2
44562|EMX1,0.06147825967512727,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
47095|EPAS1,0.061763304451747825,Homo sapiens,EPAS1,tf,None,Macrophage,None,0,EPAS1
73405|NOTCH1,0.061893968846150615,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,None,Neurosphere,None,1,NOTCH1
