,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
76585|SIX1,0.00000000000000000000000000000000000000000000000070660139932070018639458253606824127846343343873040213624388805679630139021660474319026213467634797384041153871416259862055317067732020231008089087516752195009174065686391939750146716282517468243661954,Homo sapiens,SIX1,other,None,Cortex,Kidney,1,SIX1
53637|STAT5B,0.00000000000000000000000000000000000000000000000085359564925249997797660502223080548300094835359172032059091637055750926767950327936419010664322817076305648978169619038037799052200387610457816177436370701726579766026835931507704019033687722499119248,Homo sapiens,STAT5B,tf,None,T Lymphocyte,Blood,0,STAT5B
49481|RPE,0.00000000000000000000000000000000000000000000000090287270175472098093958798702601336537292892149143989918456712307602705973246464486659776341399597339573272407212413579185057417734706750561835252078568062110597837758511534431365196750788246227284717,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
40166|TCF7L1,0.00000000000000000000000000000000000000000000000096880003833998882328542210761265866982625971767181273195652238347367227940201307681927793624541174967811235473361197316699221274823627418407108013479962319126221317933498106639476756431211030250954531,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1,TCF7L1
63956|ZNF197,0.0000000000000000000000000000000000000000000000010517264305842836938447015811414718217122341008348094245646479148245008850028786412022024421206428015040530740325976555506464442586160017671823869006162066175238073184453132591813942767480755849378362,Homo sapiens,ZNF197,,K562,Erythroblast,Bone Marrow,1,ZNF197
46253|REST,0.0000000000000000000000000000000000000000000000013771907983490176498916069387977532070294118469159033394037006061361399952328940017796053645281104839879426700846861176322141435479785459581844132608481554479141999650298905543936113992107911912845962,Homo sapiens,REST,tf,HepG2,Epithelium,Liver,1,REST
74573|SPIN1,0.0000000000000000000000000000000000000000000000023336976922053949077580826334563749692155292043472457612411024793946059970266810101321231164907139877348655491821362619770094117832275233189548108930523076899375415624140446468847148712935021436742447,Homo sapiens,SPIN1,other,T778,None,None,1,SPIN1
45920|HMGN3,0.0000000000000000000000000000000000000000000000035193064717157857114884936022708555489438201045935798131338485980345850718635487351925452758534697387333935769581558057723531317406698288998478678511581616048943861619164463646700833919260080031018703,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
45868|CHD1,0.0000000000000000000000000000000000000000000000037001847067449618221288860948161615518649242700018745313625403494903907556998542261239896259241956509581711604045331045194317596998103145233146465927885154618858537908252620268803860376458384858602383,Homo sapiens,CHD1,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,CHD1
45876|TBL1XR1,0.0000000000000000000000000000000000000000000000039752589345289037756817291245435123517259716044367023548505949565239262271295042172627844052770845437825126227469704849673942241351254901156389347291396569205483826870823467033911322271837707608839736,Homo sapiens,TBL1XR1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,TBL1XR1
77536|REL,0.0000000000000000000000000000000000000000000000041073419164193086213675843658468822346951151303189295269164641558317270369274801014458570897137378524898306056356974020010508383830604144316587133109823984007118885089826703822579493141125505213855772,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
74836|JMJD6,0.0000000000000000000000000000000000000000000000051923295919212005331534702814129698235372762711100506389392904871057944308888525791383936789118888779319729606321748009904227184098686706302360978782387504003258798209254370271020688895922342141834141,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
39372|ETV1,0.0000000000000000000000000000000000000000000000053396590401845910860308276565138576437120852245792400951835083224052256485453073810128427822716522222717095572020716465902742604976624996650703021669954901000930813592535167230394577601556506178134661,Homo sapiens,ETV1,tf,LNCaP,Epithelium,Prostate,1,ETV1
49464|552-SKD,0.0000000000000000000000000000000000000000000000068518659157597041329994274530534521839342424263829419951462771334094639867676685800847311741053133190851090953633781763413269774634238753180282314426165430185686987315051952933133355641300494471341779,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1,552-SKD
65164|ZNF770,0.0000000000000000000000000000000000000000000000071758847516654871591202375306006567488127287204167738095908361133124226028477204823212800386316506312624017686951157596368765320894330005452000238676717496695577065011954242524127964795759980908133886,Homo sapiens,ZNF770,,HEK293,Epithelium,Embryonic Kidney,1,ZNF770
65114|ZNF121,0.0000000000000000000000000000000000000000000000076813446391478235146759533746251700940601573064258489263577669306119774837334134964519867604087399556867666591352454203306470383322427396094448115944901252102365216548836229838909503296314083393319304,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1,ZNF121
62762|PKNOX1,0.000000000000000000000000000000000000000000000012890004460699428305392920663863455135351116909157187276781160274764829557551955457609180124193394712272003517516441301202688677649228393708241326756717198004112094075148935648144135462094772362788163,Homo sapiens,PKNOX1,tf,K562,Erythroblast,Bone Marrow,1,PKNOX1
55666|PAF1,0.000000000000000000000000000000000000000000000020454496647509477597625027372253327755382155950379542771239682599583376130578884864102350313246748424964970328353997456417270986352540011822857497684805785899729591016966617228209051736076569111998063,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
63302|NKRF,0.000000000000000000000000000000000000000000000023188343618064949498837467648044959344413005602252426402322559669148708220028800826921642302006383355708120184319890669998562264998322665265052814554469777838769790706352989412555595232873703901311452,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
73708|KMT2A,0.000000000000000000000000000000000000000000000030619813334353075843440826420828443440850275253662675955540246126516427738311108552325443321031790684849350383606323270008367116879833268336509184356492826066244495030993774112505238021583354308539809,Homo sapiens,KMT2A,not sure,None,Monocyte,Cord blood,1,KMT2A
64303|E2F5,0.000000000000000000000000000000000000000000000038353169266868077288278031713960106972677998304896242243022325221643390964784891995186254616484726460903629856069983254906455992168530609216707517161229805027386098222179905085661351977728239779553294,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
55344|SUMO2,0.000000000000000000000000000000000000000000000043417383408627428136979604086181380710484085134750777082463283963786781762274573409666292898637340805428671870921759561713068776043410824575410010823819887109065177930832737006099420088111263843659052,Homo sapiens,SUMO2,other,K562,Erythroblast,Bone Marrow,1,SUMO2
2748|CREBBP,0.000000000000000000000000000000000000000000000073122067912851028325366256135231103964254350853508935076878639427434840160256676607797981017047077633184097632866294180667337445650805504370712108790730419061348813204205724279624769466911054500968367,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
65071|KLF12,0.00000000000000000000000000000000000000000000012349650481943115303507387505919285678941226687271097982997058232888925857468174618446310390277586168416003200221809096140219310871333090403254193085576003628863579931011714218104103486677418158813266,Homo sapiens,KLF12,,HEK293,Epithelium,Embryonic Kidney,1,KLF12
71069|MBD3,0.00000000000000000000000000000000000000000000014234997171570656731054320959071571800528274477469931707049078202856023368035734610884385528472511103807824078818413696104617210220391483408258607115114974490217093536213315135170578698422967978110031,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
63478|POLR2H,0.00000000000000000000000000000000000000000000015333469525004977145966856184516457108510207863572864061072586926320554372286089070756384523291545031295654897124985066904323808918158014790383345897623296923018483750616509512684848010049999390512608,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1,POLR2H
70927|SUPT5H,0.00000000000000000000000000000000000000000000025698205797117432246299166361648198834950026231621560222395788120598207662590453396058894333204111685887903651796934021521182065133048765173147955371059075443874350306971592155576663370115374563546374,Homo sapiens,SUPT5H,tf,BJAB,B Lymphocyte,None,1,SUPT5H
34997|FOXM1,0.00000000000000000000000000000000000000000000053792706439162305928437820894292938074320423765432322322559430388435670707722084440999081916360279729792692619284016401481120309319263259795776014758749066342438597581687481518828328725484522041493063,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
9216|POLR2B,0.0000000000000000000000000000000000000000000007432418395204158637669871016300652697198882685739119410538337518627709766006895003914275611020937394282073783101108847568234875458962362160415885383909765987972495721338510948961817290226205791086846,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
43400|XBP1,0.00000000000000000000000000000000000000000000092625246856868987846551501900022573129791004856948790173139542078817844642294915396730019836331771508438980704325258229954438189007928375087110136922914864371246002265403683535029701718759874815589727,Homo sapiens,XBP1,tf,T47D,Epithelium,Mammary Gland,1,XBP1
46243|FOSL2,0.0000000000000000000000000000000000000000000010278071247989978585909412478879003384676014163774221771613342681710775155478718604248657001439999165009998687743602830623797739235556557353223908124311815429741583764014235784766601583781550799892502,Homo sapiens,FOSL2,tf,HepG2,Epithelium,Liver,1,FOSL2
59344|EBF1,0.0000000000000000000000000000000000000000000022426693451769287368636818035548333207405895645638383780996685676701762891782217118091508157446946960781523737697806341598221813371097321164266161505394534155961495123665242386862663427695790447069596,Homo sapiens,EBF1,tf,MutuI,B Lymphocyte,None,1,EBF1
37587|GATA2,0.0000000000000000000000000000000000000000000028319034535497563304045557594699293566461548012920361051006547299754896358534425357558061668098122430674278010988142332912947690513641036598075109885376195692774301620597104316284704048942576310375117,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
9319|SMC1A,0.000000000000000000000000000000000000000000003449829744036658947891017223751539780117584471373141371013880845419140958636144075907146265824794595285902694543840858354685510195062090928795710915703864789099788369317236840079564917687970619250106,Homo sapiens,SMC1A,predicted chromatin regulator,LCL,Lymphoblastoid,Blood,1,SMC1A
40164|RUNX1T1,0.0000000000000000000000000000000000000000000045161924877472059297376444935923744296552114981315668859988797013571559801129313364923774137667454850413156969607358562591623493099214793020597583575920666226595488358394088249247306226165943399797666,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
63069|ZBTB40,0.0000000000000000000000000000000000000000000050843152392006563230369478473539241987546800490914393261356485534561260868235211645466495288629849116088756685819136058245851427964292730464812905725946744453002069628034356232503687483845669937399572,Homo sapiens,ZBTB40,,K562,Erythroblast,Bone Marrow,1,ZBTB40
76682|ASXL1,0.0000000000000000000000000000000000000000000078984096614554852778358568386378756184084668902912568944381773252500225282084809694250856567001034753531259082925043026149385143837849014178407180438289721740863302648331435131773191047765855105218012,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
74668|BATF,0.000000000000000000000000000000000000000000009918129983783174892982370335587082081263606769485514256099598816351616300279428079511445594716990855261395535446118014329510179801342716800147031985568277363287419073521058008094487931467016213779134,Homo sapiens,BATF,predicted transcription factor,GM12878,B Lymphocyte,Blood,1,BATF
45961|UBTF,0.000000000000000000000000000000000000000000010861457448526645338803608270411811351184286937907063119634086937224064052010778220884418813362897690117376964050823048684934548000073367071076137251014490571336093319806193569181110067618622735359578,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1,UBTF
45643|STAT1,0.000000000000000000000000000000000000000000011354565096450846151608723736116553658204934133211544776886321403296232826018320286833252996102562393020167931562912321371293954578179294829591790517602270180998739384140503537598873471749247580738183,Homo sapiens,STAT1,tf,GM12878,B Lymphocyte,Blood,1,STAT1
64291|ZBTB11,0.000000000000000000000000000000000000000000014033645008257665852146111887214820602979500248119802737613335540702803150552035887030379220782650060792208069590799904051577965375101232335210958679354301602287649564427985758336153301865376160766133,Homo sapiens,ZBTB11,,K562,Erythroblast,Bone Marrow,1,ZBTB11
42715|GLI2,0.000000000000000000000000000000000000000000033130256219924124101965718125065981565565565369705063985481497625849485225654824754826197624590379576955819434083864791966843384448535837288117951364940882234561482528354060656388274221420390225871494,Homo sapiens,GLI2,tf,LoVo,None,Colon,1,GLI2
4418|KAT2B,0.000000000000000000000000000000000000000000043366686231191082550312691423831638073864461554606981617555807514976341493911377432530690367576711871784381127145032828753806717052082366661641251826432673800615992775912817669350088536673949538135075,Homo sapiens,KAT2B,predicted chromatin regulator,None,T Lymphocyte,Blood,1,KAT2B
65062|ZNF467,0.000000000000000000000000000000000000000000047197104451002018167075159375991944764239290762672381723816737674467654581760238283182339172563853173391769354756286453186142234432187619426140387514821318019417759651589200259350392369020328192823773,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
45730|RFX5,0.000000000000000000000000000000000000000000051558574731203911010158805454823732382978865784114166951363550014956038423692250921276331948841286113698604448545337193982237794885405113581847684926148742518460828063029084133629962620913200461197494,Homo sapiens,RFX5,tf,HeLa-S3,Epithelium,Cervix,1,RFX5
64660|PBX2,0.000000000000000000000000000000000000000000052181095931856347030717861011780944747104845106013994390036406326353453221715112030116712808844804553886667158995537537810187823381597316713960958305051715158252930890523306871521954682730098673505639,Homo sapiens,PBX2,tf,HepG2,Epithelium,Liver,1,PBX2
6710|SRC,0.000000000000000000000000000000000000000000053521844590205262899400660262898565665401509942309877302983922939302653005480206559085349006606375844465436474927084519380709309361279734651813740076963156042027200993751020720539791432478932470771571,Homo sapiens,SRC,not sure,OCI-Ly2,Epithelium,Mammary Gland,1,SRC
64546|HNF1A,0.000000000000000000000000000000000000000000065707309198594662113516473581936284954629606355654347148696539256907112947591736232662643008162912130405294887443651790740877700564101268217134152619975901996178304405184500192723056509520874480963166,Homo sapiens,HNF1A,tf,HepG2,Epithelium,Liver,1,HNF1A
71067|GATAD2B,0.000000000000000000000000000000000000000000077101346560067380550330562706327350442771750338764663617659910839164631657693720382415721729227849740102796937736653573137141371866465016922429937044638011668552351957940391756039364353437094574957673,Homo sapiens,GATAD2B,,HeLa,Epithelium,Cervix,1,GATAD2B
64186|MLLT1,0.000000000000000000000000000000000000000000097163095038875671328229341433327825597711015754822505607410190421147943583173474021284259103490636608936316153379415854753979722998157330561427755311617201645887730921222624237155935220152214712349871,Homo sapiens,MLLT1,not sure,K562,Erythroblast,Bone Marrow,1,MLLT1
64776|SMARCA5,0.00000000000000000000000000000000000000000010890619837294782080295477788218839475026650774327694652389096813718911001451423173827434789155766433852089860305182539570489445461418469792779497031096995233246267527716296261720425969107730820893519,Homo sapiens,SMARCA5,cr,K562,Erythroblast,Bone Marrow,1,SMARCA5
45959|FOS,0.0000000000000000000000000000000000000000001691892501709312281858531716869197034042099044267998087322287618425540818662309244508287761508149593676294349689057803744645082491316882203515351452076963807888931957183229285747166670284343668108436,Homo sapiens,FOS,tf,K562,Erythroblast,Bone Marrow,1,FOS
1223|C17orf49,0.0000000000000000000000000000000000000000001721991855932319575322142203613070629013218911900594046777317791055086731108267194548688068044173584359135042140365739533841188432133506652570174463697513933871627380132933876522141249197732187482414,Homo sapiens,C17orf49,cr,HeLa,Epithelium,Cervix,1,C17orf49
63683|ATF3,0.00000000000000000000000000000000000000000019871218358202698001500913907431031909806408857685890177619876786440257049128452197028276067767242090954460233426904212617006687698334378241465301061925306538248932177394846791032104991324551768378499,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1,ATF3
1224|CCDC101,0.00000000000000000000000000000000000000000024635417093330631569083155560912611830038120942594695706019525090934124667897867223915076318339698895778996221991521459362631665952461634974362022901661912746385387293098297986365494821269626464183053,Homo sapiens,CCDC101,cr,HeLa,Epithelium,Cervix,1,CCDC101
70966|MED12,0.0000000000000000000000000000000000000000003558748452920775455605254841066090682715344572837497412029788810313963951334072687671251223405953261891127797338957231311458533404899902173496741068036007674390315091616639988465235662470498873326711,Homo sapiens,MED12,predicted transcription factor,None,Progenitor Cells,None,1,MED12
62659|NBN,0.00000000000000000000000000000000000000000041500525487736014462543291967912505786956760352925578619737616872227103674562381624925029486366210294104141897101157435438526344401594710151339536327715609383845011489098274268237118659124084506764892,Homo sapiens,NBN,tf,K562,Erythroblast,Bone Marrow,1,NBN
42220|STAT3,0.00000000000000000000000000000000000000000065073805074016358339025404543935595482272970228043964104311407499520997496045530949854668197054772133424075216105508788426714877860956313782014458720671194065409169856456856273541664760841363714924385,Homo sapiens,STAT3,tf,U-2932,B Lymphocyte,None,1,STAT3
65063|ZNF574,0.0000000000000000000000000000000000000000007308152307432501423928843392665950005677000733314817759058800735207646214815687070270730956246534524927322320819500733137252522920478605190111994696149214211565083528391855155011646630883830738549848,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
65057|TGIF2,0.00000000000000000000000000000000000000000086197973686246559885317025678017434807402239884188275137763868793206382227209270770520115194323595981172531763089996645538487671321516049133533958709167990212371277019751450556322877265533823080733637,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
76520|BPTF,0.00000000000000000000000000000000000000000095176462542298275776624114603096683109858202516727938735246183913731136962013030079603634657940191105579760248316491927121599773033080620983156796987310991867872421697748322391212817786727911841927954,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
65128|ZNF436,0.0000000000000000000000000000000000000000012300402576792661452079858827081673230078146955950946055088614888138526714659944542909188513636910095051446215596295169164898375807771134113263706030005418530043256580672066605104840354800192546402849,Homo sapiens,ZNF436,,HEK293,Epithelium,Embryonic Kidney,1,ZNF436
76495|BRPF3,0.0000000000000000000000000000000000000000013775818923066899411399291154492096726116345321351699952979665801068694901421835765928429281244918537465990114158856113937650500440157807298810648812033472677399873295548959622879451003831176312112274,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
48263|CEBPA,0.0000000000000000000000000000000000000000018742152865648796118163248774196594544300389553755615897997406563500394201917563512531500492765398673974801230001608963463652420084059756957277872709847008611659295360796567164453271606839543100171059,Homo sapiens,CEBPA,tf,GM12878,B Lymphocyte,Blood,1,CEBPA
49010|CPSF3L,0.000000000000000000000000000000000000000002561597504413826984174792797635747558321574566842844302188056062786924171910551627696036712163195489598926898673740855113334847799189945091945614387397880488765805284569385115607559387302465825953102,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
74659|ZBTB2,0.0000000000000000000000000000000000000000033265092576884122875109367438945723072779372229890774020698397473221959312435315784816989421428187501694415192328234124479611271550593978698845835992209948222851030853364606249522910940620279179425024,Homo sapiens,ZBTB2,tf,HepG2,Epithelium,Liver,1,ZBTB2
38724|GMEB2,0.0000000000000000000000000000000000000000033540035477471066264706957450683934184368504428125755988711456482540179949313516237701802503091733218880456532145054201699393248721244038330303954760208436758753035542540003014515483931961399993140073,Homo sapiens,GMEB2,tf,LoVo,None,Colon,1,GMEB2
59170|SETD1A,0.0000000000000000000000000000000000000000037617766800218138124520145309904928672035697617535190692234169618648906263136992913134082112981064857675240094550732086107347756466993200328523965295047950070654723068656476575543822439741029808079229,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
72405|PARP1,0.0000000000000000000000000000000000000000047910122814724961139177023467253115134436821403416865440366891283235457910231551157660195046549940373744466901548421920033158842881375950995116450833602841032076935609131314156014704564142910332227956,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
73984|CD34,0.0000000000000000000000000000000000000000049937071524676047812871048886641242975261646760764283811805527652304230453970191613145836750297002190824718218585279903250608808967669191835930758350456092294370163957606559939225826912435563035666151,Homo sapiens,CD34,other,None,None,Thymus,1,CD34
38804|E2F8,0.0000000000000000000000000000000000000000051523585408284595954340698236367408582503335132025957049266792376749444471772959364421027130771966184232295579406262491898457390189009348359799326271178891839521371098566153306263229214901720863314591,Homo sapiens,E2F8,tf,LoVo,None,Colon,1,E2F8
64038|HBP1,0.0000000000000000000000000000000000000000058878510456145024165886699257617414612171150965061218707825143571057070052997593945736390559218245804505859522012797232823421075395145485043184737220984630697986960194123982109823094946501503534402141,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
64009|ZNF589,0.0000000000000000000000000000000000000000064937395079181114860372071556347583924775569652218237639192934582807075918261317695492225002358142801403218301508151196364996071049100651638223849128104080964244410812077876687001805326112162581399212,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
45919|ZMIZ1,0.0000000000000000000000000000000000000000085540304374263392397576604226185613997940689469711362025462490688603139018603989347376813798511536679934906818638960004090594818687822583217381902547397471220428039844080507289515450901099483122639666,Homo sapiens,ZMIZ1,not sure,K562,Erythroblast,Bone Marrow,1,ZMIZ1
77299|TRIM25,0.0000000000000000000000000000000000000000096599159318949091923337076378832490928282875859486722846807195724167582761609664594971356244011431843820165658413125919522202871050842072477007731244469830048515454065673492000945337742726627174242176,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
45903|RCOR1,0.0000000000000000000000000000000000000000098746041178034665925566242194929451500180105139819548836919876426845381034582359848715035683301931700399193555181335615288167548227982008968772316622846903370733010633853066887202670075432957500121754,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,K562,Erythroblast,Bone Marrow,1,RCOR1
64022|KLF13,0.000000000000000000000000000000000000000011224334634751946347080450959157084809379176678342809673788733080291631618206012986662348913698039138918629329465673773120885392828642629603496754195715347176433934970731966784594181209943426368983433,Homo sapiens,KLF13,tf,K562,Erythroblast,Bone Marrow,1,KLF13
74347|NEUROD1,0.00000000000000000000000000000000000000001476398777378739392541797544905316187193558657301821054162491219195041801790363570693462799863688749490818559053506282227642431082646391342005409225840967112133632606433736985635908240248298125153542,Homo sapiens,NEUROD1,tf,D-341,None,None,1,NEUROD1
62550|TFDP1,0.000000000000000000000000000000000000000015459390375828898863790492582249560609369302882382078601575565819837614072103402473896851879223172110782239364237584100213510691696380186990488936380788962500080479898449979201042577273321909291793157,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1,TFDP1
64425|KLF16,0.000000000000000000000000000000000000000016719843368845508474926774435284337249044786921855157267211714170528727268171814267191180358991326099284871280848451812853642515103540056919479676365470894039816799743165149034298812138277640071653595,Homo sapiens,KLF16,,K562,Erythroblast,Bone Marrow,1,KLF16
45683|GTF2F1,0.000000000000000000000000000000000000000021179718900040810971164690457158153742842759726018623155856766462576017054479656834882390993730786987284030527152409142514505818176827669679960481250384175029993706432571523993061437960325033125714317,Homo sapiens,GTF2F1,tf,H1,Embryonic Stem Cell,Embryo,1,GTF2F1
64653|FOXJ2,0.000000000000000000000000000000000000000025181437615220164735543096477461008197412649821566685998203912904966294185244235853666181224180441188121192055971968238966878016748517321902720212995775553533742082210381878805118931364806741635079072,Homo sapiens,FOXJ2,tf,K562,Erythroblast,Bone Marrow,1,FOXJ2
45820|HSF1,0.000000000000000000000000000000000000000039717547556301122841885115662922312640331687844668606243036731904470868176042444054917200883005651780459357192815722812652177390597395253900292848831725762194997114022361186069566979819777178883735055,Homo sapiens,HSF1,tf,HepG2,Epithelium,Liver,1,HSF1
63525|ZFP2,0.000000000000000000000000000000000000000040083808105903121301595755225435706352713862815511039816514239020715569970119078172603003796319099019943709247176692493672805207692920282607297258646843739950282439078830265655230133905749712966934779,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
45755|ELK4,0.000000000000000000000000000000000000000040666011482297451025440523366564759258550412967614564851365955663069071493214688681859645414973935050173482704144414460174054510068858443103595121009790086867093779338141755017830661826784022052726558,Homo sapiens,ELK4,tf,HeLa-S3,Epithelium,Cervix,1,ELK4
59346|RBPJ,0.000000000000000000000000000000000000000040979814716346934903331440577423914253474407531294144869475485909815285875560576110962537002867797381685812938277851191893298290333130259553056656674338362959636484623567663232961736477996882016471644,Homo sapiens,RBPJ,tf,MutuI,B Lymphocyte,None,1,RBPJ
45901|GTF3C2,0.00000000000000000000000000000000000000010657145902989749692486459116142253495378018820853133224869927934535203453774663596047876426751074217199029247687399895026663113902301562040055746079531155200032912642891500876829916999035050147395098,Homo sapiens,GTF3C2,tf,K562,Erythroblast,Bone Marrow,1,GTF3C2
8781|KDM5C,0.00000000000000000000000000000000000000018707481264540765461272814147096327299864418753056677847125706501154607105528458089721994772418950386784762929570188162773026222199792546813070355252583845924906006215138475841426463330194060600780025,Homo sapiens,KDM5C,cr,K562,Erythroblast,Bone Marrow,0,KDM5C
76964|CNOT3,0.00000000000000000000000000000000000000024421649931920884527482423798074462786742883933998449759118469290104868620428672431859264974650408904905208208836664678670040469916836256312689217973637192725783120106716915391588759814863719578714732,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
64745|ZKSCAN1,0.00000000000000000000000000000000000000037442360594200996585507568002459069059683852531185422314490958688808340186437523048487841005219039202165423771988311561645059985700977947613201670756422242740859110784903993885501625570321939991609321,Homo sapiens,ZKSCAN1,tf,K562,Erythroblast,Bone Marrow,1,ZKSCAN1
39914|ICE1,0.00000000000000000000000000000000000000037613418604491324428652103406242935041404498700734586405159892413657071621861068848401590230531183494740249015671109133271972732425082386594086651147693851237080893267295103956771682220007724261647238,Homo sapiens,ICE1,other,HCT-116,None,Colon,1,ICE1
65206|ZNF76,0.0000000000000000000000000000000000000006775469931851476106656609271852737506865469798166578769125436341440812051868238699225684613729393720390312505951670127137992257162885995997286243953564477551081910551297684385344719807753445602005387,Homo sapiens,ZNF76,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,ZNF76
42176|MITF,0.00000000000000000000000000000000000000076974204020779222370464447611640544397301989389609835217788225601274690049849992084603721666849932299085767148227992678532581873779089258254958108848545729294222954187559439226902054984905318426859596,Homo sapiens,MITF,tf,None,Melanocyte,None,0,MITF
70120|ASCL1,0.000000000000000000000000000000000000001879772676384128601295983127135849986331233464226966621173902349681822304333049702974216647014893293341912947224436097235336397423501497616362439386645837060611903907955497821523407401354772191124143,Homo sapiens,ASCL1,tf,NCI-H889,None,None,1,ASCL1
63118|ZNF83,0.0000000000000000000000000000000000000020222465780834009599690514646279112959476852436696718238845927560490275365640452885470237841333617246102956496180816451042582858535288404784565732907193212250472826455913480053039978727457783613699226,Homo sapiens,ZNF83,tf,K562,Erythroblast,Bone Marrow,1,ZNF83
62946|ZNF766,0.0000000000000000000000000000000000000033060612558936673273916799821984074463629183813982934987796905091990989320320260829133592273579569287042569474768883824070985049078944881243245721655732640066730223907438359946035023067627305547168409,Homo sapiens,ZNF766,,K562,Erythroblast,Bone Marrow,1,ZNF766
2809|PML,0.0000000000000000000000000000000000000035752371169590609473721082421956875941225226572407327726303029276634331583021380159418223149884155837656366514837950298478465173315244148144749293876706365749652010662849435676759701918176262048561165,Homo sapiens,PML,tf,UPR9,Promyelocytic cell,Bone Marrow,1,PML
45736|BRCA1,0.0000000000000000000000000000000000000040300229683452189771342769715807822193875963697752076520875087528782729433797595601489916846326242748372350262858542839878831204471899595491592400710108686929802556622415704626389697007922802626040596,Homo sapiens,BRCA1,predicted chromatin regulator,HeLa-S3,Epithelium,Cervix,1,BRCA1
76415|PMEL,0.0000000000000000000000000000000000000043262137992730704275545976228709949859485002734158253227437606412470932859531494950266406803938203554603060284544511813664944403399759991461076218895101956935693883577319407041079319691004726536390686,Homo sapiens,PMEL,other,None,None,None,1,PMEL
45627|ESRRA,0.0000000000000000000000000000000000000044635029092508755762053302374955053453336201380601928848813291180201771271582173017947194304664680794832118017312508864346209528104082144971087632084790487598670984692094528046296978467728887281489913,Homo sapiens,ESRRA,tf,GM12878,B Lymphocyte,Blood,1,ESRRA
63794|RAD51,0.0000000000000000000000000000000000000060281558526395672321184941268910558282415534475523274534483991291423655056926603262893643465637762827765887425067953761087534270913759156668091988456575916398559758482657121333560383308155562207222523,Homo sapiens,RAD51,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,RAD51
63077|FOSL1,0.0000000000000000000000000000000000000069749976540591953329564792923709689108272912593045142345342856697863456398776420793207439698390078549094550421082582632024468714719321276281689759672740563148131276838372882035529748546792489150407917,Homo sapiens,FOSL1,tf,K562,Erythroblast,Bone Marrow,1,FOSL1
63440|ZNF24,0.0000000000000000000000000000000000000093613239320028376120398955245598175224397697507519118452516215446808659761000181133626846553156342277742898907238827907207474578686830811194984538426833573020000063942995955349964743676128510660068069,Homo sapiens,ZNF24,,K562,Erythroblast,Bone Marrow,1,ZNF24
38654|NFATC1,0.0000000000000000000000000000000000000096950091306151922713705650500891229335658209104026125096390772682682051018550369228324865901377520460663335191195985587065220018246513256311910353827563143882214719934902123170120409216590654316958037,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1,NFATC1
