,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
45797|MAX,9.0596446745246202317614312554706630993290896147419995798350782883952793312474827320832489329620233248659706927867510684489909779312616816178814704069200494287360049847110691065811756053174009766667979e-74,Homo sapiens,MAX,tf,HepG2,Epithelium,Liver,1,MAX
49949|KLF9,2.1765642563609608534366073025942008148976274825681807787950668372019961239243924175171154810881968204412310939041748321908565377568238340309831755376415324060168936788663426962487201860296704351412155e-73,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1,KLF9
57115|LEF1,8.811223059617881350343974176106224966933542159092947677321543074097173257040216255799776213361974561554122441261103264518081937641169620341312294434459313579082043877218742762071777539430125476507371e-73,Homo sapiens,LEF1,tf,RL95-2,None,Uterus,1,LEF1
32853|TERC,1.0521058680238669647651971073238305818182542089239133315273712810589332500321506870563423638504726597485006637554528795310793074505799812400446784437080770733058467250757338786940014950752594890488562e-72,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
65084|SP2,3.2155100286528950862078223142862780811925955672295885008882866065561471205771469778537950191044830527869134464121484628871118888374001574463338070382266781226702798589597971399008307382648668399849225e-72,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
71874|MED1,1.0822523980000828854474350520539203869080318179307833453386161083243234689295869092582774336580853923680755918355689882975872711601382323245548722483570409532171282257746430215987134184030216309545409e-71,Homo sapiens,MED1,predicted transcription factor,HepG2,hepatocellular carcinoma,None,1,MED1
74642|TSC22D4,2.8994625250358265741884674234513738304726559999910399408311719658864884346666262637848983986064254639301233594274711762237733559316017994411908970812295288216092700096275518790398229037421916692241907e-71,Homo sapiens,TSC22D4,,HepG2,Epithelium,Liver,1,TSC22D4
8789|PHF8,1.2360221577191480961863202002840447281642383772887994499175311900464062435738366273803260981777668875260982774409667745200289725993146950373547287216002698595145649691013927985675007178286110846206721e-70,Homo sapiens,PHF8,cr,K562,Erythroblast,Bone Marrow,1,PHF8
73701|KDM2B,4.5527350231223469362519126106643889817327158598201761895028860370701048362636391987136813021066541740417872579391234607135704762582286109990145252232838634824675856340118572789880148759157170377069431e-70,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
65214|GLIS1,1.3672784372732018342661073377268647863532896459995148737691212865040646333247480912897072280495626846185040937590463962938670480798120548035007350386992043721838728881972199169861780891317912024922725e-69,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
46297|E2F6,1.6168739830127171450175717979057017614170952159245145486528935810995332214809263991105579605862089914376374195128023517844278655623391509172323452637864579317613652669095692876974511923594337962137129e-69,Homo sapiens,E2F6,tf,K562,Erythroblast,Bone Marrow,1,E2F6
46298|EGR1,1.7035810435616058697875269959101018403434173066142227469525110436653140428650839677522690727379265756302484996519373547923336289159533135564506265744353948580448177669167517298171686725157257923659447e-69,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1,EGR1
9510|TFAP2C,7.2942603530841298855027185950699500342080749601604582084541829414575842953282937395258526447098163634841238197752736749269005092190840687838258645294253234664270740357614020024632622325511793392462684e-69,Homo sapiens,TFAP2C,predicted transcription factor,SKBR-3,None,Mammary Gland,1,TFAP2C
63844|ZBTB33,7.8934333692109378869918801684823990626440611012947865759783845148143031803235825116207175679433244614585997363797763095405339091433894232065372401044407006728207423779099282561708026680913813283960133e-69,Homo sapiens,ZBTB33,tf,HEK293,Epithelium,Embryonic Kidney,1,ZBTB33
5389|RELA,3.7980096334200605576510789319311536329958830660584503268648420206755245300535010792157535423726086689014256358672370938843020920383772503929198824959044749940461506366878794660151148507204997049874394e-68,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
76529|MBTD1,5.3780494474388714795309019953888510952887320598632183637106786182364546003370776859394287600948138818501084759002004935847602904595274460901299683554667793716119040650507881819934485492988177163002337e-68,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
4631|KAT5,6.2321825171238496521975088703498631482767680099445697260309336795051654628365114314720472699030308274090265816448893634656485554974513875704422427982999759012197438672874929186810507133784796480443334e-68,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
65111|SP4,1.5185266463761603647211040247929684631358417151541866088824632834070099082861748935989387822308226348287206969760978955855082532675302326903377565583730157316984957348932670061875433416811773573388539e-67,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
64556|IKZF2,2.2093640106839958986409741180872290311610752734643015386517765490321561812374580682002623750176227290312116621519537523771085457405577974078653441131706143707272148397312238553644973549815115090763566e-67,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
45895|CCNT2,2.8692113352353196331646116371115955091413883465797512564931526652342292985820491432502552933189051417557272900912293462952290147853668408380390384362894748254659240541978837813151407118992896873900331e-67,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
7343|HNF4A,6.387497692037732717488799620424889504225671563741111462248039344871033245764812162827034930560812800213132207385775994246839371575619441410291297898951890354595363523382004126330457860592746004408363e-67,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
76527|EPC1,6.5136293294778824425337017066180552146125482829888320327808630812709813751582203819758279310002555588153195409958553244411705035946866898899492978444170312879773516780889588736509273891811630030560354e-67,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
62607|RAD21,1.0162774227967795314630784649128901210872890639388577398682226747822110726801945842822888736530149044122877497014106657833260099864770705604994689050726528156340626307711046313683824289170712001806798e-66,Homo sapiens,RAD21,not sure,HepG2,Epithelium,Liver,1,RAD21
64317|ETV4,1.9103337393892434840417286085083220233548701161229213312677183989771619077393702372476724019646555426133648492209839965484132236121580136248586096180855845094084362104171561544325147266597847570644792e-66,Homo sapiens,ETV4,tf,HepG2,Epithelium,Liver,1,ETV4
44320|E2F1,7.9016285518220525869451739842799248290143188668372190521988365044178693606015518379659370944727693468975005637348739745066543113353120619886138363493294452959246503546717290064464197174769804076387886e-66,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
53298|SPI1,0.000000000000000000000000000000000000000000000000000000000000000017361803914046564779705337281365738232918158762906547223490495414776203759638703132068348469583742137436424985494970159104825207374814727836234913589866904152618324403705417922818843656161248413575209,Homo sapiens,SPI1,predicted transcription factor,TSU-1621-MT,None,None,1,SPI1
74655|USF2,0.000000000000000000000000000000000000000000000000000000000000000025289405328553385443863871277031040090006958524184903437013288184116164302913696322246836409961961877357401756780119338996613057244033663583727875716103981799620981807007728822437635137495441835053107,Homo sapiens,USF2,tf,HepG2,Epithelium,Liver,1,USF2
2094|NFYA,0.000000000000000000000000000000000000000000000000000000000000000052710712281707548702101255963762185282715627497346875269695794918422138342862761771676846907029204951001669699295903801807699487399139959766111490424195993084121253511359901363650224134859703339233383,Homo sapiens,NFYA,tf,K562,Erythroblast,Bone Marrow,1,NFYA
45807|BHLHE40,0.000000000000000000000000000000000000000000000000000000000000000072262304690298383547575677861473974684061561659178137184377194262005456462565669733731435631653593194495665666375151800702395229801460700660839190916611886038481396463203469362116271624844730270881797,Homo sapiens,BHLHE40,predicted transcription factor,HepG2,Epithelium,Liver,1,BHLHE40
45949|IRF1,0.00000000000000000000000000000000000000000000000000000000000000010793028655866325428504450262429283874924173656164009883119775856255443815278479520066604885392671808927206505405164453487416667945213637859279915430078322841963119698547301573141809731813651099069324,Homo sapiens,IRF1,tf,K562,Erythroblast,Bone Marrow,1,IRF1
4118|HDAC1,0.00000000000000000000000000000000000000000000000000000000000000052085934682809369664667314380492625306075675833777570747726752344029197398058895233000313097647590634701821921743866359289183523063354526965121553377374907878909766928115869073533556481831452422494316,Homo sapiens,HDAC1,cr,None,T Lymphocyte,Blood,1,HDAC1
56819|TFAP2A,0.00000000000000000000000000000000000000000000000000000000000000064394448059902787556998981107041262758716290079530262180384780953467969341900162134651457711619359400576230163588371692423750793203377289817874966298162507148645878378014608461690325736899389779897264,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
48827|MBD2,0.00000000000000000000000000000000000000000000000000000000000000093824136167925220614380001599439398531900529375715099356985884860592155423580568048102963550028124079243566266941545651403078255313782919013368009897839356746041303312544660801461815948227166888318105,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
65197|KLF15,0.0000000000000000000000000000000000000000000000000000000000000010571404430795829142953391386235315456878764545385534879069268552520742371500683053034334460556769688420025854265671853620126599695778589390752475866912983755563158938808460118514585159702799361923072,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
50413|KLF11,0.0000000000000000000000000000000000000000000000000000000000000012207261493290655948841217694890520223196305244947979057708480906336271189574540115050764502269723667355311108499302112604037897849058368136021872396190900354273523267041489849623594248406872997944713,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1,KLF11
65147|EGR2,0.0000000000000000000000000000000000000000000000000000000000000019093815848603876646884275015924663291012466621275365252657896635381179935125688469397454205706334221692689615081454626969316749357938671574378763203075486149224216467151229286650353916259360831549959,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
46224|ZBTB7A,0.0000000000000000000000000000000000000000000000000000000000000020766721325149319062669516102364144992272079220009181570751971389702531319250043758264955476162187768039025417111566309709837129343357240142125505275644981669081104222215968875629798940617624305291625,Homo sapiens,ZBTB7A,predicted transcription factor,HepG2,Epithelium,Liver,1,ZBTB7A
63772|NR2F6,0.0000000000000000000000000000000000000000000000000000000000000065539255527833974389573346288607638160117919213421555241682688989925765225261950721600574203622658740870747364173310483474046191103059944204532420362105046908380825437545875275426293855154573655409839,Homo sapiens,NR2F6,tf,HepG2,Epithelium,Liver,1,NR2F6
37589|MYH11,0.000000000000000000000000000000000000000000000000000000000000039282596239621462516776584730830918551313371063842390188515029385686152220897244863976752338930337019433572346778508291440804150659688166350352072577644610338178003872738147386027993168965550880259236,Homo sapiens,MYH11,not sure,None,Hematopoietic Cell,None,0,MYH11
37583|ERG,0.000000000000000000000000000000000000000000000000000000000000078549079755995500161366882160745236238042905260020456873021351227542438598087057938061682131537326994222817679386774382550375399814655852659721186446528044410928315664851300032393259266186133923687162,Homo sapiens,ERG,other,ME-1,Leukemia Cell,None,1,ERG
49266|SCML2,0.000000000000000000000000000000000000000000000000000000000000079487511361937050983657681031839779552286520271138194825111913771836696731336964517176847755214882916796219248553417967201025124922614251961704005193018312905800259346951413501193713192658266259935942,Homo sapiens,SCML2,tf,293T-Rex,None,None,1,SCML2
45890|HCFC1,0.000000000000000000000000000000000000000000000000000000000000089196074371426941640676958586816705264835952577719484064311328849110703351219173954160919969706809352095082437400858485404696090000984408364334413574621018518382886046028390788109749657909603651826741,Homo sapiens,HCFC1,tf,K562,Erythroblast,Bone Marrow,1,HCFC1
62840|SP3,0.000000000000000000000000000000000000000000000000000000000000091353499361992230684968335665241166746133780212194825612623088801431537738639420820366487174229298530148242831103365291147614731286119003810640455491523875686664936001647491970840042337831201208123563,Homo sapiens,SP3,tf,HEK293,Epithelium,Embryonic Kidney,1,SP3
49447|HIF1A,0.000000000000000000000000000000000000000000000000000000000000095751610137790338823739221600516349202140501432795223787473920476428810775979043859448158522267938047691440332258630726200119138838416037062798044705562589291691148872897319974272718658040068865371918,Homo sapiens,HIF1A,predicted chromatin regulator,T47D,Epithelium,Mammary Gland,1,HIF1A
64865|ZFX,0.00000000000000000000000000000000000000000000000000000000000012612530459273169834092784346415096706887409668099866442898834095103264949600832013958969072505384259097212253781097915582331978807132606315403203406026663261739296603701975195794211111000226317994424,Homo sapiens,ZFX,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,ZFX
45880|JUND,0.00000000000000000000000000000000000000000000000000000000000063918410515840272981505801194100558113734321062741948608702384795460534878607773152523134644669822787221118435591830431681340653041091375138365091808971234318124561430485126786620777352462807177351043,Homo sapiens,JUND,tf,K562,Erythroblast,Bone Marrow,1,JUND
46078|USF1,0.00000000000000000000000000000000000000000000000000000000000085823619124513879630315158852214770169660549155906586489996852627470059076822546734301603315729777032976646760785269954085581331914759291688223338953532412479144159196064937900499189442670823503532256,Homo sapiens,USF1,tf,A549,Epithelium,Lung,1,USF1
43050|BRD3,0.0000000000000000000000000000000000000000000000000000000000020209866747858368401842326609047107308861136250265752384231630758375741344452577731858016664840925621531225990471252877186798844976201168320288900007740431631008411311261929060129702175648656848583811,Homo sapiens,BRD3,predicted chromatin regulator,MM1.S,B Lymphocyte,Blood,1,BRD3
37057|FLI1,0.0000000000000000000000000000000000000000000000000000000000028125121862690322857220708275966331059426935485525426197074084780819575480116961716569975287549410902780261530573669480476781624414546206360327206158334696210082095684721033691692149326699570072428489,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
53300|RARA,0.0000000000000000000000000000000000000000000000000000000000056763015980304149852472716192727488031734004939662465551518657083390362081415119535800462717666563434016717513309747884668322087429546472490075536476119706300034481472066767642026191572952517078634954,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
45892|JUN,0.0000000000000000000000000000000000000000000000000000000000060606232640774489617641794281435767286513018826999406298941890507584995960454377678319474528905542394639247712346750135857696363840683935044246392441878610283373899981043506110624658544841213899767343,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1,JUN
46242|RXRA,0.0000000000000000000000000000000000000000000000000000000000085526919345692939822352979666697704160408762877017586316648552822105305721332850028619164492074673698163898969429895251661606008307630033352687021633808535082596262822300743704003703593219006916282458,Homo sapiens,RXRA,tf,HepG2,Epithelium,Liver,1,RXRA
33430|SMARCA4,0.0000000000000000000000000000000000000000000000000000000000097735677588423730377387932197269532444796354725449322386379037945919419758505135580725425767915334439077356873348915087176527863669655366127699263293183198743676852704147378261124061338155516102290527,Homo sapiens,SMARCA4,cr,None,T Lymphocyte,Blood,1,SMARCA4
59004|JMJD1C,0.000000000000000000000000000000000000000000000000000000000023879590553771798810074426722039097282451827821049229438723135700540239760963663615769189000906725094215086887834239185850777830421821140414021236937303818498959458237037852951705874203110298115202633,Homo sapiens,JMJD1C,predicted chromatin regulator,NB4,Promyelocytic cell,Blood,1,JMJD1C
46230|CEBPD,0.000000000000000000000000000000000000000000000000000000000033073184175550764620156730330618678017823256865549720223012609115044946051268698344751886740436604200100990907529602513713561528655515562558574916133178675190567172220314925794963835894896617954777388,Homo sapiens,CEBPD,tf,HepG2,Epithelium,Liver,1,CEBPD
64802|BCL3,0.000000000000000000000000000000000000000000000000000000000034065550724984748301224181426380096729282063246052356121218278428540500319955191928873462784096874777023241670347286372639450363136600609497686796451506687380243119404859716702878388760794395031411098,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
46239|HNF4G,0.000000000000000000000000000000000000000000000000000000000042634355586341377586803830001928367050098325576735316622223105397285205055491044446661657989963312524960554183752364250722069760360235511194431944233761449513510539747149131427957940866381714155203832,Homo sapiens,HNF4G,predicted transcription factor,HepG2,Epithelium,Liver,1,HNF4G
69201|TRIM24,0.00000000000000000000000000000000000000000000000000000000019118157212216507921254224388430290421753261561402737332433385161525341972034842260141222760779201402533483062219034244600871950402271576653239042284054701144781268740695125715584937994079240511484723,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,1,TRIM24
71040|ZNF143,0.00000000000000000000000000000000000000000000000000000000037911069722969351698173268193490819892087011003086854671715913738016088305694688192671900290458066721910948875448792793710694893300987595360726558828277144088476740881116140537344078980840134469239462,Homo sapiens,ZNF143,predicted transcription factor,MCF-7,MCF 7 Cells,None,1,ZNF143
46235|HDAC2,0.00000000000000000000000000000000000000000000000000000000045120357082735228167204940619252590851986862730468277533005104053748694507524982456626088583648207161698727469982964079776834835502101392773330347050950003318500225854162950023860046583022979947533004,Homo sapiens,HDAC2,cr,HepG2,Epithelium,Liver,1,HDAC2
49494|CDK7,0.0000000000000000000000000000000000000000000000000000000027497249232468295903849844314824352560460977107765882384686660441575686605552738128126297539027195218370939432673788001295059328897201038680106528633237345056237954150083820874328885548211039412935622,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
55543|RAG2,0.0000000000000000000000000000000000000000000000000000000028844548675603163476184059683151148889416413198037933699589255227428637782114272313798606520644341551661680138773180577087785915650655909037479269033365680223846458133886496185807440617749063903454149,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
38831|KLF5,0.0000000000000000000000000000000000000000000000000000000040803238645800640978319090259420897169278880978655189483819722263812884424103257459932943921835519397672601410071618520038789312930476035634854613411855112190714795411646106749884862432119059093640991,Homo sapiens,KLF5,tf,LoVo,None,Colon,1,KLF5
48755|CBX8,0.0000000000000000000000000000000000000000000000000000000049799981763394460145442311739179331206737177888478565268054473619059085870334004203219642135384994775569273670780141946114699525902475462344869828946965355607299298154273639265639147654452919683656794,Homo sapiens,CBX8,cr,PC-3,Epithelium,Prostate,1,CBX8
62639|RNF2,0.000000000000000000000000000000000000000000000000000000023947793985249675482830871134145037242426813344149955204596228608654094743645798996823393246186088155083490527869763486427330477609974316060875993222840746665938451932286688399260282988714033255182423,Homo sapiens,RNF2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,RNF2
63814|L3MBTL2,0.000000000000000000000000000000000000000000000000000000024412589322647480159436523994468745409810395261228032328396884085191033605002282685329762292090129745419561137329165969126894194087686636445300199870027373842833299761871284275923552487981195758036245,Homo sapiens,L3MBTL2,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,L3MBTL2
33934|CTCF,0.000000000000000000000000000000000000000000000000000000049661580222599576491915704589737901852121048971805895630471565068862366137775514078502589824779783696977196264070134189078834567644910371259867805966298815119223649848402026643739332684060143206626699,Homo sapiens,CTCF,tf,MM1.S,B Lymphocyte,Blood,1,CTCF
46333|FOXP2,0.000000000000000000000000000000000000000000000000000000058921824202729910623511195847578068572288049607073383470078054201418597023920500748985243934398388852965896100067684364500983863025484654247903995404068980446256733042148873639340866059564927499979578,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
70759|OGT,0.000000000000000000000000000000000000000000000000000000073017365696697499084865702183453572484947720086688298266102540775679425974140670426982527018420421606480139078789288855397711703069591561896154527330322860576883461598801624600546535639991402482573414,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
65188|KLF1,0.000000000000000000000000000000000000000000000000000000089931074242826380284146559316499659605922683359991065227251838195473954458655694067438468005046392944724476564001818246074171570169648049823715267086109159715164218022539493031482480496794193918489139,Homo sapiens,KLF1,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,KLF1
55284|5MC,0.00000000000000000000000000000000000000000000000000000011281088435914754838588906506192408351050973472240447651957511711512309253877997444961463316480328805815124128824966720988337342135950098102242486563569396991180768923855497601239102678437270804196388,Homo sapiens,5MC,other,LNCaP,Epithelium,Prostate,1,5MC
37638|RUNX1,0.0000000000000000000000000000000000000000000000000000001133321781787422391574491723093810035656644344548022510157189437028421735226361198548448027813275176265205229520313599282245757863836029446924798488268195531244680328684647661466841449317892060994319,Homo sapiens,RUNX1,tf,SKNO-1,Myeloblast,Bone Marrow,1,RUNX1
56817|NR2F1,0.00000000000000000000000000000000000000000000000000000021787969163799998384836990739968912168702197321895559596945735558125464484072716772514330233870719504219546455314283089854934450252790711090838904026502129822122033346463132221433450624657016865894254,Homo sapiens,NR2F1,tf,None,Neural crest cell,Cranial,1,NR2F1
64649|ZNF639,0.00000000000000000000000000000000000000000000000000000023984784653011832311970620074464645543749710909208939233912842189063600840794408029363035241506479516545968767777306698236314435143960354846970351269959630045638647594258023046702116619707065829676246,Homo sapiens,ZNF639,tf,K562,Erythroblast,Bone Marrow,1,ZNF639
56113|AR,0.00000000000000000000000000000000000000000000000000000036386467634904821498517801485679900898424930403650696481510374256505137338125775639644469890475229596358872054057722178821063567809444264371109428257818138241894938073517565552687706021554046448703287,Homo sapiens,AR,tf,None,None,Prostate,1,AR
37185|IRF5,0.00000000000000000000000000000000000000000000000000000044458833122337133411346523454177028284075790196072547101728517277138524032740155383034464089982585636728485782473703347663250246345931988293637877855754263847075009282069185349366594798550271595174516,Homo sapiens,IRF5,tf,None,Monocyte,Blood,1,IRF5
37606|CBFB,0.0000000000000000000000000000000000000000000000000000010002834934975434249133607730628910433162383144209266876802753677716585054062507181568872072545171608129902688704644841930660423658012638744441328775309494139745738990638917082103270657381314966864472,Homo sapiens,CBFB,predicted transcription factor,None,Hematopoietic Cell,None,0,CBFB
63319|NR2F2,0.0000000000000000000000000000000000000000000000000000011927766273383261906287041754131906288225054545878661953479152162298785504008630893325797538984003783066949306926018242402856093875353809899905878929363124527820801448355375086161231060412588758912927,Homo sapiens,NR2F2,tf,None,None,Liver,1,NR2F2
8791|KDM5B,0.0000000000000000000000000000000000000000000000000000014744257757031327262963285313783759331302806411139944857362939077643553700208532853522738563191530259157992223620435398580763548273794589798082137368756385035515634022937797303613034507778587874631317,Homo sapiens,KDM5B,cr,K562,Erythroblast,Bone Marrow,1,KDM5B
74909|POLR3D,0.0000000000000000000000000000000000000000000000000000017197859814847970915128412763453736977407644103749097185373815456152381398696697821285562210654122425740251031943929692194284067155794623510292924227578284126461130974699671565059386268586815810653622,Homo sapiens,POLR3D,tf,THP-1,Monocyte,None,0,POLR3D
36819|ESR1,0.0000000000000000000000000000000000000000000000000000018628679265542759018823728052215659023350565684013023017952012444791172354632928139032123154435855394513088612979013369625774788822884690301141360340175496940766469131864762121114643195881094815452329,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
46000|E2F4,0.0000000000000000000000000000000000000000000000000000040399155669983715522131039191037498497047937654316496843512181972876446496285704675584457446275824668686008870792054661121554848212422103914580273032666862922021562863486938355759164461247917268453019,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
36765|NOTCH1,0.0000000000000000000000000000000000000000000000000000042110991672766282061584246867865063549390771666251617515726964954095925198744555860831790739062396129962831317808785141100339328888752248061466532535557820787070404949090749574484343539179053250827907,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,HPB-ALL,T Lymphocyte,Blood,1,NOTCH1
40227|CDK9,0.0000000000000000000000000000000000000000000000000000042208149786748512482057336536011879240947723557930839820491271070957461750185060045430633629115037506269802380465202419488053953905020091996834642565955153337065731922085972149169912487596168787531146,Homo sapiens,CDK9,tf,None,B Lymphocyte,Blood,1,CDK9
