,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
4126|HDAC6,0.0000000000000000000000000013693134478341084984097065061882221134083543002099471226737991577985764863564030522159180270685613613172294875881430035191300633613898193608111262182485896398930661207090224079591969962349804241950701,Homo sapiens,HDAC6,cr,None,T Lymphocyte,Blood,1,HDAC6
64278|ZNF592,0.0000000000000000000000000014031917788252030935626790635677122314116870375820545990570961084442047310475081954859352785170853412616381245807770377994420501791273140189016231900482806994122185955047944649629031110613823572408986,Homo sapiens,ZNF592,,MCF-7,Epithelium,Breast,1,ZNF592
54633|NCAPG,0.0000000000000000000000000016388420076755695370328855893188729741185651120346280864863699958414121754381498903819784085876185005411966068512771414187456707694586421746807292294788358851597697820344362152273241934055866731772962,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,NCAPG
1219|GATAD1,0.0000000000000000000000000016899481372779344021603611212771458057100992602525468240089892702618780059697027298994571960442118301019172019097381271789530531102422483620791827210022368716666535929994136483002706446164022312550246,Homo sapiens,GATAD1,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,GATAD1
46288|BCLAF1,0.0000000000000000000000000016932324120260075658716625917198008078497784496767087560388232367634664109585296724111005549556908103676854407939292162803584517514980963594829415720992831627665126476804014983963879534793156375687866,Homo sapiens,BCLAF1,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,BCLAF1
42774|NFYC,0.0000000000000000000000000017150730431936448760276420530153715423163682077234673474434510113172400892781448532699407767684257164782663743182012263943133975760370251242835683934843031523653769071285835373798753269512075129195222,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
67600|KLF6,0.0000000000000000000000000018167194990685225886644474960729287775654572088456695045683477586803086039346188109823355854923876747538372028402037655615050860273203558737058154769857221494234584357945264920698667174162911575503294,Homo sapiens,KLF6,tf,CFPAC-1,original PDAC cell line,Pancreatic ductal,1,KLF6
36140|TP63,0.0000000000000000000000000019066854073232721125115447820582213156498328663240050628366523328080482341927497048598284157225168157071197657160809719107634067041931890734734887054486758313330685016462447347063828953419584053518156,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
52774|BCL6,0.0000000000000000000000000019923324900556274350533231242899701304333232479792047490197114991176930092685929211104365235142147603416120240185091824558363573293384109014934601277024881515433184292201157507015172837153416915061242,Homo sapiens,BCL6,predicted transcription factor,None,T Lymphocyte,Tonsil,1,BCL6
44144|PHF6,0.0000000000000000000000000023195938912951597503074918713728722736153561111214118199870498022412028560907168287125799145629731941952124653162430912341146710214991031736971850436536542391182216390122259850020262801091900237497076,Homo sapiens,PHF6,predicted chromatin regulator,Jurkat,T Lymphocyte,Blood,1,PHF6
63465|MBD1_isoform1,0.0000000000000000000000000023548604110366478418139061363299903698363080791489068766451443022579493598174222394511437171855581247937283360853544398580094243949574997632777150598532751991637117706752028006443991361210120575884258,Homo sapiens,MBD1_isoform1,,HepG2,Epithelium,Liver,1,MBD1_isoform1
35291|BRDU,0.0000000000000000000000000027146592431890206731996605379294489722408947989251341552969185463238156358941431739311717315772602981088760821678105671557585923106888540864475326066155456285067115551246737359250247442858223878614872,Homo sapiens,BRDU,other,HeLa-S3,Epithelium,Cervix,1,BRDU
65123|ZFP64,0.0000000000000000000000000029373416559344993482371283946951476271125710798265435872056131179632273343973114199935708690282415259126698410237728918502961381344190015259883045264592507044078014579552086984135438149278272877546471,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
49778|CHD8,0.0000000000000000000000000035648016723505475091642393277426709981056008887431651431486945009335638522594402389391393617488352543487896435423797774912345421063969785106664229003839698146698130663928140873047848768745585501996655,Homo sapiens,CHD8,cr,None,iPSC,None,1,CHD8
69806|NR1H2,0.0000000000000000000000000041579969276104767055124638384188151506304839606747987026693826274281536158751213183654716379467547292453498851796277547391178758405214883564930049602545371064954844953304474219720837958557680844184435,Homo sapiens,NR1H2,tf,HT29,colorectal adenocarcinoma,None,1,NR1H2
49006|ELL2,0.0000000000000000000000000045050391549701481850385317372100990533111670570211344925011024024430379163702626625270694050471773273893430587559819536275356863198645805213462590362211477105170413399047101043237808726477251285851353,Homo sapiens,ELL2,predicted chromatin regulator,HeLa,Epithelium,Cervix,1,ELL2
1870|RB1,0.0000000000000000000000000057834800789365700563840345902063131755609408066922236640251058700339819259134983829818004799272149855511328420501291899545104066412332037332499844891994008266834575783722881707255037329909525088932343,Homo sapiens,RB1,tf,IMR90,Fibroblast,Lung,1,RB1
74052|NKX2-1,0.000000000000000000000000006451573841285084648339203760700004124639704605935412707588065516606022486658934246184876664172490547638543996756226150306968289454866640796984432491131470408703868615141527470623856654691840218056956,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
62679|CREB3,0.0000000000000000000000000065381220141964266371433515150993452686423286139944128516113858104643473373142164035120733800415263524102098709397050678294449438542347482332963068152693918941619537087551211986153569426194607534944595,Homo sapiens,CREB3,tf,K562,Erythroblast,Bone Marrow,1,CREB3
68310|NR4A1,0.000000000000000000000000010921944240154543540345876151130553632733267686834708705806106878734172930158439688891818688049528381150970556759097607033208112739541319282851765001717433138923542324051044424222595785860700990700219,Homo sapiens,NR4A1,tf,Kasumi-1,Acute myeloid leukemia,None,1,NR4A1
356|CDX2,0.000000000000000000000000012776858376406722947631529500438881180792903780815395445646245339665717006380994441728000978442622180115880643234365887277549279616443368410858718472610905004949470286600032520623212794786833411694613,Homo sapiens,CDX2,tf,Caco-2,Epithelium,Colon,1,CDX2
38695|RBCK1,0.000000000000000000000000021880422655641610877789156774039579699706524658584814216396805325462209832982504214226139070869850564204703047222652252875563612876942848698990101454901934259625588526090650883511840169404050506480981,Homo sapiens,RBCK1,tf,LoVo,None,Colon,1,RBCK1
77366|TIAM1,0.000000000000000000000000025107072737092069894761271756204166474400088980585097533713712112470657770840432686519428353700143902635454010037549545248368470331795445274529960770038270453788830171838532980948022488038033561149778,Homo sapiens,TIAM1,other,SW480,Epithelium,Colon,1,TIAM1
63718|ZC3H8,0.000000000000000000000000029532208729283649951122024193011044043762530178246144742300004735728507848708320982389802892663503734857012771664196541787646229495697290219222443615731186375431194528166398061526329888563668087141637,Homo sapiens,ZC3H8,tf,K562,Erythroblast,Bone Marrow,1,ZC3H8
5194|HMGN1,0.000000000000000000000000030761744114542908231060999090444409326064457211838473752575200122388727087466485407379764250695663037204035917372841967027269282536718892454953216223997532025901271162151546586116592427155885302117206,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
67615|ELF3,0.000000000000000000000000031148906689151099745745670004442554461997424876817508254099865110572737591179000014998938559316050837925448852167837712798335415895535571781510838544627549100972074391503360222871527612885207979281697,Homo sapiens,ELF3,tf,CFPAC-1,None,Pancreatic ductal,1,ELF3
52495|TCF21,0.000000000000000000000000037030884856202766097351305923791149132183066994367141688436220775247022806305717315755169757758244984001724726348177022427224379086154298205616966485661709896680114664194332371866764237665103932704249,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
48354|PRKDC,0.000000000000000000000000042154178404567209809291332479330113320638022727564827537092313941518303586243162254271493748926015516931079110450760167737550163050322050788286819176603335607282821102843289340643953366891302360286594,Homo sapiens,PRKDC,other,None,Fibroblast,None,1,PRKDC
43305|CDK6,0.000000000000000000000000043143438923467705587999257089438346161890097592419244006293043458596141233677202399861806019763968011725549924729003605551141985180914460741607272795176750022105178676812277826533888920729248461430797,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
45609|IRF3,0.00000000000000000000000004551615102776488289756138741999925467949190833085815316604496089146288368353203929220258057436985269248718123621995079128622131529938010766007995250749668420703113124741528886158465611888630025365501,Homo sapiens,IRF3,tf,GM12878,B Lymphocyte,Blood,1,IRF3
45929|SIRT6,0.0000000000000000000000000457231663582711580580061661303966471584395072762279489893062367961867106581565265225536757087586998285083078436605277693790879037568934948788932220562580031100378647954087528241645810201077170475512,Homo sapiens,SIRT6,cr,K562,Erythroblast,Bone Marrow,1,SIRT6
49036|ERCC6,0.000000000000000000000000049396580832514543267148451289475912445318400488250894015631774729250461961858602865535172564313544823383850854081375196836915841962803601992400078774751927324856344151562689200458956161483498447410296,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
74688|GRHL3,0.000000000000000000000000051138845814644575220364650437629248587643748079704380104839159006137968582578602313249334634191201864140577869602500827043917781082328387728595963195296416043878155073079690808409669631990218532291039,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
63365|ZNF318,0.000000000000000000000000081638326317393028251987094719833257789360886330160309741342329017907981493600827522255027955544079573707030651692568735903125082576640307381728104564153089048245985431321948660365956601183819544734274,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1,ZNF318
64091|KLF8,0.00000000000000000000000009782941951435888684598529286376568360860420453931063865538590817805167467130946230360806639073205009175497878606777472755098960739456732463746007848522366735695124851549653772269822520823974634437298,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
45940|SMARCB1,0.00000000000000000000000010390341744606200644026990948093437769188353832578607685161727133050099452296084715391474617226352814071056568846003645397181501403584369531787289427431219761246065632227371371073384482378520522007633,Homo sapiens,SMARCB1,cr,K562,Erythroblast,Bone Marrow,1,SMARCB1
42714|ETV5,0.00000000000000000000000010985383375791167987961405943291385418970260837467376257354213317678307311368186108741859270579111237497244591271544021275886022958208657916102188197344251893819020166216233212722354981141551669534635,Homo sapiens,ETV5,tf,LoVo,None,Colon,1,ETV5
63362|C11orf30,0.00000000000000000000000013427693777658546053476057109180431096401404911816163113463277292632247886301228444736828322777330932245925984055423012582182221242064035190108742975540273614995213599381445613359965934599964506270565,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
77448|H2AFX,0.00000000000000000000000014339190640221738441914968013364303655178005799490630532851536282627522780735218982257305778841262249279675418703019988520259795349635963115767194840285475124641702893502361950916419875327948419474964,Homo sapiens,H2AFX,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,H2AFX
63903|ZXDB,0.00000000000000000000000017324209134432847490372705901607046693071509950623795363026215623148413162781195248016042423254093911831335111465671020013165586344559355606951634741990400574364934732160564611432464109667576237378108,Homo sapiens,ZXDB,,HEK293,Epithelium,Embryonic Kidney,1,ZXDB
62514|ID3,0.00000000000000000000000018702085293861515556819662887655250839532828744462694963050731478424326313954178485633134455788693094949504970816726292842730454135643001931688414479580193603051491800264479265438270794490649259633442,Homo sapiens,ID3,tf,K562,Erythroblast,Bone Marrow,1,ID3
42722|HOXA6,0.00000000000000000000000020572630759282141314060547582130569517874405514759537807383853347167624603125874982996080351880502408470693949415005135040313788456225607725531914549374204832159715191727209117708471938715663780312707,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
38812|ASCL2,0.00000000000000000000000020996312163579337860233415268709252967779702903435389657755062240103939692038033699889217507818408640501217436918931606120717869417517420345777901590060000873058227121922354854982848038855391973007661,Homo sapiens,ASCL2,tf,LoVo,None,Colon,1,ASCL2
42749|ARNTL,0.00000000000000000000000026690886442828869255375556465820161841638105434380902615396976243346002778687139687257583361162787103521203793521629787316559144814831285179079346396358988038752556702910226630841108298722408041608389,Homo sapiens,ARNTL,predicted transcription factor,LoVo,None,Colon,1,ARNTL
64381|SUZ12,0.00000000000000000000000030370539535411269394305814707148889454599758878384302641476875843817433819575804987226715986940710482910589969215456147228552767106246464508241573499485334606085834875689268214328591050524277903934549,Homo sapiens,SUZ12,cr,GM12878,B Lymphocyte,Blood,1,SUZ12
63089|PRPF4,0.00000000000000000000000038673743949364841009407423748071694374203183600763179325891226164536531696338670702316407533272946541756628789732327984749290768521270994184557431535526855258766757246538013007973832449969329540336608,Homo sapiens,PRPF4,,HepG2,Epithelium,Liver,1,PRPF4
64143|NFRKB,0.00000000000000000000000038858442449794711032771139568859600491785603688445013997413703922753236867685256675245726305577127449901965601887666069284956932412219411792119221734077165359299042226170490339963328914975525498736294,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
65108|OSR2,0.00000000000000000000000039007222980424256079671861644308600540432679997603590610231328540181131770768367420145494248570839442674046103780610109350533519582618690254765305573399142536898955681921639970128304530435475097592383,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
48625|SPIB,0.00000000000000000000000040640798936128089847152978995973830905333348990205670380443187793629667300931375942009969721794661295294794933194118759007882800113620717990967881710286896561589495634946191224385689140286282362095619,Homo sapiens,SPIB,tf,OCI-Ly3,B Lymphocyte,Bone Marrow,1,SPIB
45806|ARID3A,0.00000000000000000000000045257739410503014730195940628523455052295577373244488196192968243419092151711003997665103484873640280774031016306597264023268648670842227425178541535022628568597829307680038224046772557463415312093064,Homo sapiens,ARID3A,tf,HepG2,Epithelium,Liver,1,ARID3A
45967|STAT2,0.00000000000000000000000076424868979361934952014005455672334394937800465480712967561543319838461135731301596424762000057556297863194318812871752874849847940633082035639892462903573490411938706962150511182021297066452309888319,Homo sapiens,STAT2,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,STAT2
74350|OTX2,0.00000000000000000000000079341956150371246573501603490438152149820666308128368845140371715943659025537566897038642881717898749455456806776929132219509276009452963265693298140874668939734726551789889256762609395536489361284934,Homo sapiens,OTX2,tf,D-341,None,None,1,OTX2
53304|FUS,0.00000000000000000000000082436781517023796582444357696357155668826709859267818318899448997158424987318775436647741096184876304500218174870336843553661831297040351005112030599882220059547856339692664852445597622878855724220112,Homo sapiens,FUS,other,TSU-1621-MT,None,None,1,FUS
45922|ZNF384,0.00000000000000000000000084934071894821588059518893013158120260829654196998248412521145358075787428049446203416195442774140526333684475985066130318971451583951234852826817005784413521209783175646508275896869805462356033997546,Homo sapiens,ZNF384,tf,K562,Erythroblast,Bone Marrow,1,ZNF384
63611|ZKSCAN8,0.0000000000000000000000013124785986220738581509509002399257386388761202408127366389525295800596280804979187127764413282550851650811180083156964891407802100352039018546683305779807961364152172014436706896439865376265561779682,Homo sapiens,ZKSCAN8,,K562,Erythroblast,Bone Marrow,1,ZKSCAN8
63518|MTA2,0.0000000000000000000000017864546123723957619966030336317745107050566884228301358491807524748772117413889035082005724890637668650402609839666080426030311841096013844679309426799225539538551918465893765312939160904834199081804,Homo sapiens,MTA2,tf,K562,Erythroblast,Bone Marrow,1,MTA2
64888|NCOA1,0.0000000000000000000000020803201954494438223565388010666509816892032636806811933302395123280944044771250576612616662275576210888103829049050738883882458032348875497973259914696266883707143189535547541497500091940103671908874,Homo sapiens,NCOA1,cr,K562,Erythroblast,Bone Marrow,1,NCOA1
76683|CCND2,0.0000000000000000000000021964833608358362076778856525223192910773766405135200980740259279649833170073952442004833198228534387037991133113916824278816847588066960073282273197488947894319002248263887396943830208137137511049118,Homo sapiens,CCND2,other,MM1.S,B Lymphocyte,Blood,1,CCND2
35525|NCOR2,0.0000000000000000000000027117732677521653226091888645973091283337710011434844387746220074836313730609396656713642560802080184948860967289936601688522991910604531403244299981175906401842346666633812750105251190201443034322398,Homo sapiens,NCOR2,cr,OCI-Ly1,B cell lymphoma,Bone Marrow,1,NCOR2
54255|NR3C2,0.0000000000000000000000028914998713339480729634668314450395871426559202601618838982863771124064425864750944277256567734482290433597766629672258939441248302029767446793604528526747091551394691387972233689131824132859683497359,Homo sapiens,NR3C2,tf,None,None,Kidney,1,NR3C2
64443|ZNF324,0.0000000000000000000000040464542581195566435573885499800075376230081589431658456372090864037192233365634294469944306997356681157732534236501425327894173879170778351615840279464798450503286443333641532888860377024613713208391,Homo sapiens,ZNF324,,HEK293,Epithelium,Embryonic Kidney,1,ZNF324
42760|FOXP1,0.0000000000000000000000044915791071623482633786355945357343997747999738429422220116298408058229156098265753134573023936177774160642574373015105461767321780211111921531592248543355461743746114877046586839681772549720047087903,Homo sapiens,FOXP1,tf,LoVo,None,Colon,1,FOXP1
64581|CBX1,0.0000000000000000000000058549835727778204201173854871362256106895045410894156303147969840558400418210995003101017707553794914198082235900479083410342571010374708163260044019761298258550749388773819907808651855749486298091141,Homo sapiens,CBX1,cr,HepG2,Epithelium,Liver,1,CBX1
33678|TBX21,0.0000000000000000000000063984346134799763122981756761152300519968701944909534357458352146222712220771081889614593322035152966404093136805046878558966427776111362377536627242961512555220344553945762568333465559046263050257891,Homo sapiens,TBX21,tf,None,Th1,None,1,TBX21
64619|TRIM22,0.0000000000000000000000064301372829849252311285870983753766775410518471431060242335967442658978246587352508915631599637226795384600791849993581243042128143359422929515412973936289375204184109266298783678677081427709947793451,Homo sapiens,TRIM22,,GM12878,B Lymphocyte,Blood,1,TRIM22
65118|ZNF768,0.0000000000000000000000070965974923372885258124399217898241080117161958686383190803485777604736908208596480151589419732524349416713076938438077469500680984026138140260140542789033724680916746262579314379121301221541070217325,Homo sapiens,ZNF768,,HEK293,Epithelium,Embryonic Kidney,1,ZNF768
74685|NFIL3,0.0000000000000000000000084150865014197507289126260226184621221664202301104823901788351558491851474372981650544435607096868370489218157718649215187528321777326334610399632857071823992209527658260893370254541136390676646279237,Homo sapiens,NFIL3,tf,HepG2,Epithelium,Liver,1,NFIL3
44130|INO80,0.000000000000000000000010592068498686318823269767594258338681275041360332035559522011410011630530057805604114443119216948833890349480704701473286553728793287736930336168297206291832998286865525185779764516766752896055348716,Homo sapiens,INO80,predicted chromatin regulator,None,T Lymphocyte,Blood,1,INO80
38773|NFAT5,0.000000000000000000000012359271736793449580322925445880689699282246265326888873883066520845896385830242808292111372627823048983040490420545145158634344547542160133847963869683046907150798780544387311846475398554203624675556,Homo sapiens,NFAT5,tf,LoVo,None,Colon,1,NFAT5
38712|ETS2,0.00000000000000000000001991082011587205293225677567432147245892686363746065101887466880623490004271381403414474039329952871253294745088384848712161888382002392160959880797883421361969713316346650710149205820888270456852514,Homo sapiens,ETS2,tf,LoVo,None,Colon,1,ETS2
77117|ZNF445,0.000000000000000000000025455416583929286727638703873202724568764187529883348541493685955166319147237468952770563589270965672677059001480549111515615175358352506885807537086035053004767538583129258113359071739612811991602841,Homo sapiens,ZNF445,tf,293T,None,None,1,ZNF445
77257|ZNF75A,0.000000000000000000000028018060005060352926340991021224850536095197003491497105727220098127671108640968739334078298327837502265338075477774384923149552966119861212810942631085081511839109612865785549171875561000189708485941,Homo sapiens,ZNF75A,tf,MCF-7,None,None,1,ZNF75A
65155|ZBTB48,0.000000000000000000000029753631953089038139187759844583229997854967148921332452893923331760233332805000736806724046220003793276623843205511151196968674830429894587134873699102950742728204176070857656918263975856769819835334,Homo sapiens,ZBTB48,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB48
8415|SMAD1,0.00000000000000000000003082741170935821041518384583084758605943558024886516492929168414160783114901364010604506480962399271850795101729211890258613065410855930105755503963625794117057047854416223022285481372950496835065805,Homo sapiens,SMAD1,predicted transcription factor,None,Haematopoietic Progenitor Cell,Blood,1,SMAD1
42752|BARX1,0.000000000000000000000034400234309531677385213665410928922787813292966786640371961521867565332121556625213984340779002791808478900940394143982609809878778857779143517183618482679099174771943454067153202806826126403381188653,Homo sapiens,BARX1,tf,LoVo,None,Colon,1,BARX1
73966|ZNF257,0.000000000000000000000041588663961906138434973250163072850794838483582551083878445678705439133231216890644997033894248994344047413724056014436041971584765337387102948496000620404333300455198739476793884376520618089029395189,Homo sapiens,ZNF257,,293T,None,None,1,ZNF257
63599|DDX20,0.00000000000000000000004457606087016096503799595446394852622567116439064352273117014421775403889785940882880082651254854259475498253349357802411997209192339872419366110823961830445966472874890072082685214217094378343154226,Homo sapiens,DDX20,,K562,Erythroblast,Bone Marrow,1,DDX20
62565|ZNF623,0.000000000000000000000047813793416881530484666105766936482558108090796870343075536424542613788666972281900992860939244973375574002423674944290324851851658841722204225303154317085743571369403902365193986060019097702569230625,Homo sapiens,ZNF623,,HEK293,Epithelium,Embryonic Kidney,1,ZNF623
63485|CSDE1,0.00000000000000000000005211642260565731121169541032983445959962544318806823162445515231499425057279644194128717183255770356341895300705206932167471447958407887423455672789555496487900351025482271357518136189208286298613019,Homo sapiens,CSDE1,,K562,Erythroblast,Bone Marrow,1,CSDE1
62924|CUX1,0.000000000000000000000075051272941905147137611744692902502733631138780828410948930445816479719631788527747413739146149496395251279182069848023222078699420152814647548986467769981812852289819348465655798249061226900568617641,Homo sapiens,CUX1,tf,K562,Erythroblast,Bone Marrow,1,CUX1
50162|ARRB1,0.00000000000000000000012763895221366819549573784137499558384807558489747893268396572814012182156099749048744521755099646747463361793434625836969063600234542041299921886903817623469546187387589667099244624725323057844213849,Homo sapiens,ARRB1,tf,C4-2,Epithelium,None,1,ARRB1
40156|LMO2,0.00000000000000000000012926852999100072257232708376207462708372192975821077849447372671681589019167945979833245559587436896455526279885651567932110708363448093347106272658901835541614385986266550529507633292190657966195572,Homo sapiens,LMO2,not sure,Kasumi-1,Myeloblast,Blood,0,LMO2
63423|ZFP69B,0.00000000000000000000013625081203366606538705031420959981871420643110011944454796768755947803284588778544687932075354921153372262781926297405721649928428682263358294532032504512353426132597121824835927976396502133154927687,Homo sapiens,ZFP69B,,HEK293,Epithelium,Embryonic Kidney,1,ZFP69B
63123|MBD1_isoform2,0.00000000000000000000014959029479323477987043841047980559935772249472817110543877258670079354585986081426500401299876084329993249367205076040193988031279410363052035140245455222327357522150427865920806317153476643659213885,Homo sapiens,MBD1_isoform2,,HepG2,Epithelium,Liver,1,MBD1_isoform2
68828|HEXIM1,0.00000000000000000000015128449895296557324633595944378464481762521345291115046014338672202959288307484952025128269969258468950783620204354524869979915092792642163012149945848467364769379972148289519784119049374754567718987,Homo sapiens,HEXIM1,other,A375,melanoma,None,1,HEXIM1
53076|RBP2,0.00000000000000000000017563313428918916999743225918792905788028345380831848543355111873634305100906586466624659055055959982318964378414970731740379854797341631268975846600183691670721959340445649113058244312173506910412102,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
48799|ZNF750,0.00000000000000000000024929259758818447266811216554283744031350133437300321323183384859504020782965081781000656888759973495572935646455009646082587991746614055598477155419606954886931225671606441303782889718072011086674469,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
62879|SMARCE1,0.00000000000000000000025262578235879709050554541588326763632902603664724102447597236690902526799189541017924121963762221030927572476323709881197586217162182740930234150742995284600518554775881564920866947319985472034336516,Homo sapiens,SMARCE1,,K562,Erythroblast,Bone Marrow,1,SMARCE1
72426|ORC2,0.00000000000000000000026000707340071527870970015435983637831130082110991624590228150414603022776392525325737879906910352070636530140046724507357490328967046238486542678466376017956990151663035221486777152319300337660712171,Homo sapiens,ORC2,tf,K562,Erythroblast,Bone Marrow,1,ORC2
39577|BACH2,0.00000000000000000000028436334633827346139235305629855790106294235973832287709080739150408096013535398743444134764294582261160086397748143108414357715363886508460764058877312318880790951570158605110628903075046985627564582,Homo sapiens,BACH2,tf,OCI-Ly7,B cell lymphoma,Blood,1,BACH2
56010|CDK12,0.000000000000000000000334064994163261200041219004518835397173982906126663966037365142870212717945337948978333155954862731258204586726434824301930755187433889617771582482100045765501119105210599230394998484105181954864774,Homo sapiens,CDK12,tf,Jurkat,T Lymphocyte,Blood,1,CDK12
65085|ZNF134,0.00000000000000000000048457685714822085648578823546142482988687668658792961779095661196711677100295790051094149126284455691540651535320341622083254441492213110694714357037763162260300080267477338748590519091855750696204678,Homo sapiens,ZNF134,,HEK293,Epithelium,Embryonic Kidney,1,ZNF134
42775|NPAT,0.00000000000000000000054903673629769683588877426615210610932843121244290103556237077285334590519786607004551064144371512472308969942619234832122151792617415604188212622739752520628881014604069948854466993504746973717093304,Homo sapiens,NPAT,tf,LoVo,None,Colon,1,NPAT
64176|ATF4,0.00000000000000000000058051317847900280539798072279897205821129821612770475663915576784448584805231094873730879561238888268677541737018343203922506997023642236520805052206785844710875883009747848318827271347998112174420723,Homo sapiens,ATF4,tf,HepG2,Epithelium,Liver,1,ATF4
45799|PPARGC1A,0.00000000000000000000062914244721848395765886736225777121084047103308084873600425011124016498285252087182693128949907986467950602135305608832206226989204539385787705392042183722282087345335695767840232463323799912607498153,Homo sapiens,PPARGC1A,tf,HepG2,Epithelium,Liver,1,PPARGC1A
38772|CLOCK,0.00000000000000000000088247755085387708294995996292916272704089591118502551130163644357928766275205475463847837207071700855472309671950934106436999020065017080610757146041161227165704282726992931791153986925377177256871114,Homo sapiens,CLOCK,tf,LoVo,None,Colon,1,CLOCK
38820|BARX2,0.00000000000000000000092052710292123858080285672749794047164117761520704553948264668138760269814570695373406140564610317148544603532935787495816371050948970804802856826883692158104400394395730556352022320398085183297025469,Homo sapiens,BARX2,tf,LoVo,None,Colon,1,BARX2
68001|GRHL2,0.0000000000000000000010497029058119393088632595465751053343052713805367762625368346042887577866176652756688800938318375945592160608260502067704713309207819597502847800604716254865674791065806255496884739597320450973212277,Homo sapiens,GRHL2,tf,PEO1,None,None,1,GRHL2
43668|DPPA2,0.0000000000000000000010850420678549971649242177986631006939474634431275827032438824831286683163278156205205648340572595788324903711143815264207455988119074326146542392723436500608785667427034391912356609037900226814221502,Homo sapiens,DPPA2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,DPPA2
64094|CTBP1,0.0000000000000000000010953408474630295754330269669114783501458153769572968218202499322038586948339238842110341473060994738534951217826813187906494960433420193575929661810310572328181650234221382819610791970482292662903796,Homo sapiens,CTBP1,tf,MCF-7,Epithelium,Breast,1,CTBP1
57670|PCGF1,0.0000000000000000000014116837562432983003781505190968927550755627262728497765281839966123945086693036514692480652198678202367356931773793919742305684737104805692304551707470147513208207576327542722126200772616923466594944,Homo sapiens,PCGF1,cr,K562,Erythroblast,Bone Marrow,1,PCGF1
63826|GLIS2,0.0000000000000000000015786097623168733660288005188101204445910763762271030877483761769861633160222718436882062513581603589307334217912628013211386833085551270763870616704371603920457773543491291746072374757032036908790676,Homo sapiens,GLIS2,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS2
5516|EPAS1,0.0000000000000000000017248036869967932651006988399795667096202511285937604767543101855967873561228193765323427382693307729430439740434343181217638808539779046671874548188237490170449648489410592224038600686163012941903361,Homo sapiens,EPAS1,tf,786-O,Epithelium,Kidney,0,EPAS1
44098|FOXP3,0.0000000000000000000018900262012195194220140388198526188281529934637404523974630369255135917885445996709091693981207419575263585618769882901293187706068843067650678661776344721686778168076600341389109055327140868641920827,Homo sapiens,FOXP3,tf,None,T Lymphocyte,Blood,1,FOXP3
74682|FOXO3,0.0000000000000000000020612364709236757204642217154444739219542686419836373928255298526728996410252959949059054614362494674070145991641691409724057424962498978083883450964283502942602838280127204849879674714133356516637578,Homo sapiens,FOXO3,tf,HepG2,Epithelium,Liver,1,FOXO3
64370|MYNN,0.0000000000000000000025157678159085719874143574938027311257160269367554893320154413371253865474432519524581189760838275102305831924422724640901061009547455743618579083658854868926597388882097492378131869831045673116025938,Homo sapiens,MYNN,tf,K562,Erythroblast,Bone Marrow,1,MYNN
5562|RAC3,0.000000000000000000003997824456597377692667279057206535163926541629155839987210849220944102564788569959199714599531573056417550594726297716286057015738750547746741988583258279657335231394804367819619064776740316396164726,Homo sapiens,RAC3,cr,H3396,Epithelium,Mammary Gland,1,RAC3
76518|ZBTB16,0.0000000000000000000040827756628884148294686929670786070011123937318906709204836598564827040558803121545196925058687681291778522684658868844694859996897875283694926498452987882722502287831188016101997236370187416973047365,Homo sapiens,ZBTB16,tf,None,Stromal Cell,None,1,ZBTB16
38829|LYL1,0.0000000000000000000050167193159439307660368876667233817260498486513769205963096461727819675876845623726561293522175033980193124668812313767621553422105225979321066237190390195768949704764663687998591410377848785543490071,Homo sapiens,LYL1,predicted transcription factor,LoVo,None,Colon,1,LYL1
